coords,eco_dump_closest_km,eco_dump_less500m,eco_dump_0.5-1km,eco_dump_1-3km,eco_dump_3-5km,eco_dump_5-10km,eco_dump_10-15km
"('55.631793', '37.412047')",2.0888887276669235,0,0,1,0,2,0
"('55.619599', '37.417167')",0.7790470889080797,0,1,0,2,0,2
"('55.638938', '37.42721')",2.605663690215911,0,0,1,0,2,0
"('55.63193', '37.456243')",2.1700470131565317,0,0,1,0,2,0
"('55.612375', '37.470599')",1.976165981300414,0,0,1,0,2,0
"('55.619544', '37.416251')",0.8182794629255244,0,1,0,2,0,2
"('55.713309', '37.878326')",4.373205784035985,0,0,0,1,2,3
"('55.717918', '37.893175')",3.309053535991024,0,0,0,1,3,2
"('55.719395', '37.72776')",13.427715980577446,0,0,0,0,0,1
"('55.711437', '37.889843')",3.8549869254985674,0,0,0,1,3,2
"('55.717756', '37.891172')",3.43024748984662,0,0,0,1,3,2
"('55.711458', '37.884174')",4.152633855474031,0,0,0,1,3,2
"('55.71767', '37.886672')",3.691431595378563,0,0,0,1,3,2
"('55.786991', '37.579493')",13.577463534425682,0,0,0,0,0,2
"('55.792513', '37.565587')",12.69165745273678,0,0,0,0,0,2
"('55.794993', '37.58376')",12.86693183998596,0,0,0,0,0,2
"('55.796024', '37.572613')",12.483251226875316,0,0,0,0,0,2
"('55.764754', '37.564599')",15.62069830733302,0,0,0,0,0,0
"('55.5526627', '37.3437658')",4.584648623208177,0,0,0,1,1,1
"('55.6138', '37.471264')",2.006743412644307,0,0,1,0,2,0
"('55.606309', '37.410753')",0.6420387355953258,0,1,0,2,0,2
"('55.4741509', '37.3065139')",7.866092249962314,0,0,0,0,1,0
"('55.64169', '37.409801')",3.164175690824838,0,0,0,1,1,1
"('55.892531', '37.671579')",9.228558809015642,0,0,0,0,1,2
"('55.865166', '37.672333')",11.285836983428815,0,0,0,0,0,3
"('55.84724', '37.630975')",10.190890925967384,0,0,0,0,0,3
"('55.877167', '37.652481')",9.622434409602219,0,0,0,0,2,1
"('55.889386', '37.675532')",9.387929456204324,0,0,0,0,1,2
"('55.872683', '37.683257')",10.805167211396281,0,0,0,0,0,3
"('55.876758', '37.663395')",10.279636551580877,0,0,0,0,0,3
"('55.638917', '37.595043')",10.17698494230888,0,0,0,0,0,2
"('55.63595', '37.606606')",10.802385317725072,0,0,0,0,0,2
"('55.877087', '37.549624')",4.132304542585482,0,0,0,2,0,2
"('55.880631', '37.539347')",3.383392252373097,0,0,0,2,0,2
"('55.924845', '37.548546')",2.889766545840128,0,0,1,1,1,3
"('55.866465', '37.536895')",4.462721861185292,0,0,0,2,0,2
"('55.862894', '37.569252')",6.0925641583503305,0,0,0,0,2,0
"('55.777277', '37.726008')",14.41804126661715,0,0,0,0,0,1
"('55.7802395', '37.7269646')",14.483116114246888,0,0,0,0,0,1
"('55.790868', '37.71362')",15.724114320388697,0,0,0,0,0,0
"('55.778854', '37.724167')",14.58901536237247,0,0,0,0,0,1
"('55.771374', '37.73101')",13.899805648835356,0,0,0,0,0,1
"('55.779084', '37.721678')",14.743847098104393,0,0,0,0,0,1
"('55.7770912', '37.7234507')",14.560841306901866,0,0,0,0,0,1
"('55.773383', '37.737021')",13.61878297521351,0,0,0,0,0,1
"('55.782299', '37.714357')",15.302486343293955,0,0,0,0,0,0
"('55.772618', '37.735916')",13.654863119584618,0,0,0,0,0,1
"('55.773636', '37.73217')",13.91445383345057,0,0,0,0,0,1
"('55.816146', '37.725676')",16.232933530719134,0,0,0,0,0,0
"('55.77673', '37.722755')",14.587699197151386,0,0,0,0,0,1
"('55.709682', '37.624336')",15.75083378054991,0,0,0,0,0,0
"('55.719414', '37.637657')",17.10092146039967,0,0,0,0,0,0
"('55.734674', '37.408409')",13.317699749136072,0,0,0,0,0,1
"('55.715925', '37.407123')",11.264521050373949,0,0,0,0,0,1
"('55.71907', '37.3968')",11.729987159503914,0,0,0,0,0,1
"('55.71967', '37.41654')",11.598142399886047,0,0,0,0,0,1
"('55.713603', '37.40663')",11.014706827841076,0,0,0,0,0,1
"('55.7243893', '37.4080044')",12.187158235115815,0,0,0,0,0,1
"('55.724167', '37.41173')",12.130729862809568,0,0,0,0,0,1
"('55.722989', '37.384729')",12.321711266671583,0,0,0,0,0,1
"('55.724996', '37.41546')",12.194978785865313,0,0,0,0,0,1
"('55.718826', '37.406586')",11.588716142630364,0,0,0,0,0,1
"('55.503757', '37.53541')",10.69515877088547,0,0,0,0,0,2
"('55.721027', '37.463898')",11.812817061976432,0,0,0,0,0,1
"('55.723744', '37.464014')",12.113128509291046,0,0,0,0,0,1
"('55.749714', '37.59428')",17.785041825463264,0,0,0,0,0,0
"('55.739514', '37.565228')",15.960879811387702,0,0,0,0,0,0
"('55.754497', '37.592384')",17.243933018168665,0,0,0,0,0,0
"('55.803396', '37.527122')",10.89744517839645,0,0,0,0,0,2
"('55.795307', '37.52363')",11.749755090891279,0,0,0,0,0,2
"('55.759277', '37.7389')",13.044920478213214,0,0,0,0,0,1
"('55.804734', '37.785647')",12.51524307268508,0,0,0,0,0,1
"('55.766415', '37.740579')",13.157500329277687,0,0,0,0,0,1
"('55.767215', '37.742789')",13.052292578323707,0,0,0,0,0,1
"('55.76898', '37.72979')",13.889225500943448,0,0,0,0,0,1
"('55.779099', '37.708167')",15.537865925329566,0,0,0,0,0,0
"('55.79131', '37.659782')",15.793949514032146,0,0,0,0,0,0
"('55.794786', '37.652984')",15.223589885350398,0,0,0,0,0,0
"('55.794161', '37.652784')",15.26920289997646,0,0,0,0,0,0
"('55.785245', '37.682188')",17.226608819372128,0,0,0,0,0,0
"('55.789264', '37.693507')",16.806697480234472,0,0,0,0,0,0
"('55.785746', '37.69286')",16.697870850893704,0,0,0,0,0,0
"('55.794968', '37.653577')",15.231821536956062,0,0,0,0,0,0
"('55.655045', '37.382843')",5.244817302573191,0,0,0,0,2,0
"('55.642428', '37.416476')",3.133299520077559,0,0,0,1,1,1
"('55.655899', '37.401123')",4.837825954075481,0,0,0,1,1,1
"('55.65658', '37.404788')",4.840189501427869,0,0,0,1,1,1
"('55.645335', '37.416389')",3.452244399108828,0,0,0,1,1,1
"('55.64898', '37.41053')",3.928374983024469,0,0,0,1,1,1
"('55.64284', '37.409816')",3.2851482235518357,0,0,0,1,1,1
"('55.64905', '37.402866')",4.083891463797137,0,0,0,1,1,1
"('55.655585', '37.490802')",5.58327397043729,0,0,0,0,1,1
"('55.648138', '37.414679')",3.778896568933249,0,0,0,1,1,1
"('55.652832', '37.406989')",4.400851770409148,0,0,0,1,1,1
"('55.760434', '37.715767')",14.4874162668124,0,0,0,0,0,1
"('55.766734', '37.727427')",13.957657615954636,0,0,0,0,0,1
"('55.86695', '37.659245')",10.459891536853785,0,0,0,0,0,3
"('55.77224', '37.731136')",13.92368561038322,0,0,0,0,0,1
"('55.822412', '37.432043')",9.47798095905257,0,0,0,0,1,1
"('55.8366204', '37.4572201')",7.419484879277497,0,0,0,0,2,0
"('55.822244', '37.435869')",9.396983071241722,0,0,0,0,1,1
"('55.825401', '37.455238')",8.64627037648613,0,0,0,0,2,0
"('55.81883', '37.428996')",9.920131328616476,0,0,0,0,1,1
"('55.836721', '37.461625')",7.323981471788042,0,0,0,0,2,0
"('55.823778', '37.452749')",8.865209612696166,0,0,0,0,2,0
"('55.840218', '37.463215')",6.92250659633903,0,0,0,0,2,0
"('55.75396', '37.620393')",17.979188812368026,0,0,0,0,0,0
"('55.821779', '37.43757')",9.402793843395887,0,0,0,0,1,1
"('55.829866', '37.412379')",9.357595589955844,0,0,0,0,1,1
"('55.827722', '37.42598')",9.120197311614085,0,0,0,0,1,1
"('55.82848', '37.448044')",8.466925193360517,0,0,0,0,2,0
"('55.815417', '37.426119')",10.34073829752654,0,0,0,0,0,2
"('55.821077', '37.430462')",9.654526436806048,0,0,0,0,1,1
"('55.820729', '37.423922')",9.869171583212546,0,0,0,0,1,1
"('55.818139', '37.431594')",9.923121291567206,0,0,0,0,1,1
"('55.821917', '37.438614')",9.363495247048789,0,0,0,0,1,1
"('55.825444', '37.412013')",9.78269411841774,0,0,0,0,1,1
"('55.825683', '37.413192')",9.72081006688952,0,0,0,0,1,1
"('55.814746', '37.424309')",10.456487628949477,0,0,0,0,0,2
"('55.848357', '37.351195')",10.641128437595054,0,0,0,0,0,2
"('55.809024', '37.475441')",10.17016078913232,0,0,0,0,0,2
"('55.770294', '37.636974')",16.867851347944942,0,0,0,0,0,0
"('55.7628702', '37.6436995')",17.79372206248649,0,0,0,0,0,0
"('55.76317', '37.64408')",17.777405823780146,0,0,0,0,0,0
"('55.769367', '37.635593')",16.91182903506538,0,0,0,0,0,0
"('55.76709', '37.639545')",17.256680712788572,0,0,0,0,0,0
"('55.763234', '37.64295')",17.734805561347756,0,0,0,0,0,0
"('55.767539', '37.627885')",16.847673977819557,0,0,0,0,0,0
"('55.76697', '37.624886')",16.8131068207046,0,0,0,0,0,0
"('55.763457', '37.636024')",17.49413474901616,0,0,0,0,0,0
"('55.7675455', '37.6251245')",16.76383760013745,0,0,0,0,0,0
"('55.729975', '37.76106')",11.27215165410941,0,0,0,0,0,2
"('55.728221', '37.763971')",11.093233461924722,0,0,0,0,0,2
"('55.7291994', '37.7627259')",11.168814008053575,0,0,0,0,0,2
"('55.724789', '37.744738')",12.3172195845334,0,0,0,0,0,2
"('55.724723', '37.743067')",12.422466512062824,0,0,0,0,0,2
"('55.816508', '37.466976')",9.43037517636373,0,0,0,0,1,1
"('55.8135405', '37.4701125')",9.72070208294313,0,0,0,0,1,1
"('55.812934', '37.469296')",9.795802365894666,0,0,0,0,1,1
"('55.819949', '37.465892')",9.06825194001355,0,0,0,0,1,1
"('55.805083', '37.421425')",11.510420032290883,0,0,0,0,0,2
"('55.801617', '37.406155')",12.270899056793825,0,0,0,0,0,2
"('55.795388', '37.405157')",12.9192290934176,0,0,0,0,0,2
"('55.80963', '37.414276')",11.244770132256699,0,0,0,0,0,2
"('55.78426', '37.475513')",12.910061153719885,0,0,0,0,0,2
"('55.805832', '37.414383')",11.620463533316642,0,0,0,0,0,2
"('55.799446', '37.39214')",12.90442591322401,0,0,0,0,0,2
"('55.81784', '37.397907')",10.97484356708242,0,0,0,0,0,2
"('55.815662', '37.400227')",11.098139688349336,0,0,0,0,0,2
"('55.797386', '37.3934201')",13.06383672212527,0,0,0,0,0,2
"('55.813612', '37.406019')",11.103526491837407,0,0,0,0,0,2
"('55.802185', '37.40648')",12.205330306752781,0,0,0,0,0,2
"('55.804273', '37.396793')",12.29314645513042,0,0,0,0,0,2
"('55.809762', '37.392302')",11.91933885859166,0,0,0,0,0,2
"('55.748645', '37.558571')",16.645843062272885,0,0,0,0,0,0
"('55.746922', '37.556864')",16.426176091167555,0,0,0,0,0,0
"('55.772518', '37.6207122')",16.145154438049552,0,0,0,0,0,0
"('55.772902', '37.628586')",16.349787238055104,0,0,0,0,0,0
"('55.769251', '37.628451')",16.698543737256948,0,0,0,0,0,0
"('55.780097', '37.630814')",15.735550558943423,0,0,0,0,0,0
"('55.771418', '37.629358')",16.517079619931966,0,0,0,0,0,0
"('55.774527', '37.622962')",16.017675434233734,0,0,0,0,0,0
"('55.774046', '37.625433')",16.140706790629,0,0,0,0,0,0
"('55.83956', '37.46449')",6.969822825354605,0,0,0,0,2,0
"('55.854267', '37.42968')",6.526182113726968,0,0,0,0,2,0
"('55.864015', '37.431873')",5.628514710674226,0,0,0,0,2,1
"('55.862257', '37.44753')",5.139110390213127,0,0,0,0,2,0
"('55.843389', '37.431962')",7.4259661458365365,0,0,0,0,2,0
"('55.8530817', '37.4424994')",6.16118328105022,0,0,0,0,2,0
"('55.865696', '37.444107')",4.9702592821468485,0,0,0,1,1,2
"('55.85105', '37.434514')",6.62825198924896,0,0,0,0,2,0
"('55.863379', '37.430714')",5.72990201045233,0,0,0,0,2,1
"('55.850555', '37.415263')",7.430212562418218,0,0,0,0,2,0
"('55.846962', '37.426267')",7.299776519485616,0,0,0,0,2,0
"('55.860382', '37.417896')",6.54250572352421,0,0,0,0,2,0
"('55.84447', '37.44994')",6.778189584990491,0,0,0,0,2,0
"('55.627615', '37.518389')",5.189206864981858,0,0,0,0,2,0
"('55.630589', '37.484128')",3.346591016250404,0,0,0,1,1,1
"('55.622395', '37.48818')",3.1995146865245188,0,0,0,1,1,1
"('55.61875', '37.491143')",3.2949624721661523,0,0,0,1,1,1
"('55.627361', '37.478628')",2.8632327015492893,0,0,1,0,2,0
"('55.619594', '37.499031')",3.800435671927115,0,0,0,1,1,1
"('55.619147', '37.497872')",3.720838874202355,0,0,0,1,1,1
"('55.630162', '37.521551')",5.4649866145070325,0,0,0,0,2,0
"('55.623265', '37.489976')",3.335805807400605,0,0,0,1,1,1
"('55.624466', '37.489524')",3.3511476322795946,0,0,0,1,1,1
"('55.619802', '37.497764')",3.7252708551184877,0,0,0,1,1,1
"('55.613636', '37.493004')",3.3766601497446316,0,0,0,1,1,1
"('55.633617', '37.483095')",3.4885344240828573,0,0,0,1,1,1
"('55.758818', '37.592366')",16.792659843904612,0,0,0,0,0,0
"('55.762839', '37.606586')",16.71876604567462,0,0,0,0,0,0
"('55.714054', '37.730104')",13.352943751622622,0,0,0,0,0,1
"('55.711823', '37.733949')",13.152173916029971,0,0,0,0,0,2
"('55.721786', '37.736179')",12.876955132598969,0,0,0,0,0,1
"('55.715576', '37.730697')",13.292862163446065,0,0,0,0,0,1
"('55.714125', '37.733132')",13.163459983700529,0,0,0,0,0,2
"('55.81551', '37.584118')",10.846819815113639,0,0,0,0,0,2
"('55.847861', '37.650055')",11.075368404239867,0,0,0,0,0,3
"('55.799502', '37.611437')",13.259713018946806,0,0,0,0,0,2
"('55.757996', '37.542652')",16.0451124770631,0,0,0,0,0,0
"('55.7522727', '37.5266276')",16.19449690052916,0,0,0,0,0,0
"('55.760996', '37.513628')",15.479476570580612,0,0,0,0,0,0
"('55.759886', '37.519027')",15.630808818394351,0,0,0,0,0,0
"('55.75133', '37.526896')",16.102272589790154,0,0,0,0,0,0
"('55.755302', '37.52503')",16.177500184990834,0,0,0,0,0,0
"('55.7578', '37.540138')",16.03843038139997,0,0,0,0,0,0
"('55.758156', '37.519592')",15.825905585662433,0,0,0,0,0,0
"('55.7628769', '37.5427501')",15.512374695706933,0,0,0,0,0,0
"('55.766754', '37.566395')",15.43742330302405,0,0,0,0,0,0
"('55.763416', '37.547028')",15.50687964829889,0,0,0,0,0,0
"('55.760082', '37.53666')",15.751249226714455,0,0,0,0,0,0
"('55.757409', '37.542186')",16.10405135772891,0,0,0,0,0,0
"('55.760494', '37.518551')",15.56063453396281,0,0,0,0,0,0
"('55.764059', '37.512914')",15.136107782189878,0,0,0,0,0,0
"('55.758073', '37.547144')",16.09076814972553,0,0,0,0,0,0
"('55.823924', '37.56847')",9.552873622719545,0,0,0,0,1,1
"('55.81563', '37.585133')",10.867207188870543,0,0,0,0,0,2
"('55.821441', '37.582763')",10.235550276076454,0,0,0,0,0,2
"('55.81821', '37.587964')",10.712849279352485,0,0,0,0,0,2
"('55.824106', '37.570357')",9.59057442790029,0,0,0,0,1,1
"('55.824299', '37.566252')",9.451864837214597,0,0,0,0,2,0
"('55.82562', '37.577267')",9.659063543910454,0,0,0,0,1,1
"('55.73943', '37.638313')",18.716131475995518,0,0,0,0,0,0
"('55.736959', '37.61556')",17.563146898071526,0,0,0,0,0,0
"('55.736909', '37.62599')",17.98766902940174,0,0,0,0,0,0
"('55.86425', '37.429108')",5.734492473089066,0,0,0,0,2,1
"('55.854047', '37.420491')",6.922422951082358,0,0,0,0,2,0
"('55.83845', '37.388511')",9.561940139300825,0,0,0,0,1,1
"('55.861489', '37.417544')",6.477332576107014,0,0,0,0,2,0
"('55.845688', '37.42669')",7.398825628186781,0,0,0,0,2,0
"('55.82496', '37.412477')",9.812819979579956,0,0,0,0,1,1
"('55.85337', '37.409648')",7.452364563260196,0,0,0,0,2,0
"('55.840791', '37.379043')",9.81048237650775,0,0,0,0,1,1
"('55.84869', '37.436203')",6.785996428554268,0,0,0,0,2,0
"('55.85434', '37.432034')",6.427586288273493,0,0,0,0,2,0
"('55.65069', '37.468346')",4.352711587307659,0,0,0,1,1,1
"('55.65161', '37.482018')",4.896629765856924,0,0,0,1,1,1
"('55.65055', '37.489014')",5.079028491223709,0,0,0,0,2,0
"('55.655447', '37.487829')",5.457542370106704,0,0,0,0,2,0
"('55.63194', '37.48322')",3.383372959717707,0,0,0,1,1,1
"('55.632586', '37.476752')",3.106769729714798,0,0,0,1,1,1
"('55.644145', '37.473492')",3.909284636396444,0,0,0,1,1,1
"('55.656428', '37.481576')",5.324131696372828,0,0,0,0,2,0
"('55.651978', '37.486005')",5.080928564445692,0,0,0,0,2,0
"('55.647163', '37.468192')",4.004506817390437,0,0,0,1,1,1
"('55.646406', '37.482592')",4.465572973042984,0,0,0,1,1,1
"('55.645893', '37.477022')",4.198887161287828,0,0,0,1,1,1
"('55.632753', '37.474004')",2.990619092307458,0,0,1,0,2,0
"('55.64541', '37.481873')",4.352299680870622,0,0,0,1,1,1
"('55.64664', '37.47969')",4.368338037578162,0,0,0,1,1,1
"('55.645131', '37.487892')",4.589699427409787,0,0,0,1,1,1
"('55.654041', '37.489931')",5.414492148083839,0,0,0,0,2,0
"('55.713654', '37.607655')",15.307806799061519,0,0,0,0,0,0
"('55.71019', '37.6180324')",15.498868991313469,0,0,0,0,0,0
"('55.7660893', '37.6114805')",16.519339426676385,0,0,0,0,0,0
"('55.844395', '37.449093')",6.808289568940128,0,0,0,0,2,0
"('55.7212377', '37.6943255')",15.504061519088884,0,0,0,0,0,0
"('55.71947', '37.694398')",15.514896243624497,0,0,0,0,0,0
"('55.770622', '37.560394')",14.920680907552937,0,0,0,0,0,1
"('55.764236', '37.54028')",15.334855667867872,0,0,0,0,0,0
"('55.770306', '37.56461')",15.02639866441424,0,0,0,0,0,0
"('55.774796', '37.556316')",14.405451491056931,0,0,0,0,0,1
"('55.757584', '37.555653')",16.256231523775377,0,0,0,0,0,0
"('55.770573', '37.562954')",14.969095755616472,0,0,0,0,0,1
"('55.820855', '37.632772')",12.212909182861729,0,0,0,0,0,2
"('55.822544', '37.629135')",11.919409455344544,0,0,0,0,0,2
"('55.797701', '37.610754')",13.406547559598417,0,0,0,0,0,2
"('55.601284', '37.586166')",9.36125466618514,0,0,0,0,1,1
"('55.608709', '37.590012')",9.509840028342811,0,0,0,0,1,1
"('55.544494', '37.545527')",8.708163037928108,0,0,0,0,1,1
"('55.524355', '37.513961')",8.163756921444687,0,0,0,0,1,1
"('55.532966', '37.527265')",8.29764979793193,0,0,0,0,1,1
"('55.535061', '37.5418826')",8.961769305755244,0,0,0,0,1,1
"('55.547056', '37.545968')",8.62865635971762,0,0,0,0,2,0
"('55.549261', '37.545402')",8.51096791611246,0,0,0,0,2,0
"('55.709491', '37.9426752')",2.274461167714184,0,0,1,2,3,2
"('55.708455', '37.925838')",2.672255872824249,0,0,1,1,4,1
"('55.830407', '37.580104')",9.304386036416474,0,0,0,0,2,0
"('55.851677', '37.633286')",9.98473650278229,0,0,0,0,1,2
"('55.87275', '37.712568')",10.1793732808443,0,0,0,0,0,3
"('55.566445', '37.568129')",9.508862094215266,0,0,0,0,2,0
"('55.565493', '37.56777')",9.496999427764091,0,0,0,0,2,0
"('55.565646', '37.564123')",9.266403109503145,0,0,0,0,2,0
"('55.546287', '37.555598')",9.228359387264447,0,0,0,0,1,1
"('55.552408', '37.552157')",8.810090852047852,0,0,0,0,2,0
"('55.561232', '37.586176')",10.707875357050693,0,0,0,0,0,2
"('55.537792', '37.57569')",10.752960242535544,0,0,0,0,0,2
"('55.684654', '37.531586')",9.713622146906511,0,0,0,0,1,1
"('55.684777', '37.524597')",9.458925979001393,0,0,0,0,1,1
"('55.685806', '37.8624')",6.347159646118404,0,0,0,0,2,3
"('55.72161', '37.8988')",2.8188195116729178,0,0,1,0,4,1
"('55.86932', '37.500324')",3.3904361254357633,0,0,0,2,0,2
"('55.717424', '37.496474')",11.90321423330297,0,0,0,0,0,1
"('55.73407', '37.490883')",13.578965553312461,0,0,0,0,0,1
"('55.618878', '37.4144')",0.8702194291985222,0,1,0,2,0,2
"('55.7573443', '37.5119741')",15.877986501028316,0,0,0,0,0,0
"('55.753686', '37.513143')",16.06625765839896,0,0,0,0,0,0
"('55.7553539', '37.5108763')",16.094914910867196,0,0,0,0,0,0
"('55.747288', '37.514957')",15.42494040664177,0,0,0,0,0,0
"('55.764121', '37.513071')",15.129929063562816,0,0,0,0,0,0
"('55.763697', '37.509925')",15.16410983037043,0,0,0,0,0,0
"('55.7561254', '37.5136497')",16.020467965333538,0,0,0,0,0,0
"('55.766567', '37.48703')",14.828012666512718,0,0,0,0,0,1
"('55.825189', '37.564284')",9.307725002558215,0,0,0,0,2,0
"('55.731627', '37.581227')",15.772165173676418,0,0,0,0,0,0
"('55.87241', '37.484568')",3.1120290869227687,0,0,0,2,0,3
"('55.865013', '37.474264')",4.082958596694647,0,0,0,1,1,1
"('55.8675884', '37.4829033')",3.6586332828628922,0,0,0,2,0,2
"('55.872577', '37.488422')",3.0489164633679966,0,0,0,2,0,3
"('55.860827', '37.469728')",4.617801865533395,0,0,0,1,1,1
"('55.778282', '37.517597')",13.583613568483878,0,0,0,0,0,2
"('55.780279', '37.516602')",13.356159092156771,0,0,0,0,0,2
"('55.775682', '37.538539')",14.062441535475758,0,0,0,0,0,2
"('55.77996', '37.526744')",13.468636440023444,0,0,0,0,0,2
"('55.780168', '37.531307')",13.490103580419708,0,0,0,0,0,2
"('55.76817', '37.502879')",14.646698343575242,0,0,0,0,0,1
"('55.762136', '37.511105')",15.342099471211,0,0,0,0,0,0
"('55.763941', '37.509791')",15.136496841286206,0,0,0,0,0,0
"('55.761421', '37.512865')",15.42886694695371,0,0,0,0,0,0
"('55.77633', '37.630726')",16.089888040907965,0,0,0,0,0,0
"('55.770532', '37.629736')",16.614415849656783,0,0,0,0,0,0
"('55.777454', '37.616173')",15.526275551097912,0,0,0,0,0,0
"('55.797413', '37.52334')",11.515196031644432,0,0,0,0,0,2
"('55.778026', '37.540147')",13.826309090870378,0,0,0,0,0,2
"('55.801632', '37.767635')",13.258308289557856,0,0,0,0,0,1
"('55.805252', '37.773126')",13.190261312994814,0,0,0,0,0,1
"('55.807419', '37.7761972')",13.17061091371756,0,0,0,0,0,1
"('55.802847', '37.728658')",15.44843995991426,0,0,0,0,0,0
"('55.623778', '37.590865')",9.598668970024757,0,0,0,0,1,1
"('55.644596', '37.602077')",10.784160695648529,0,0,0,0,0,2
"('55.63721', '37.606773')",10.844547206446522,0,0,0,0,0,2
"('55.76526', '37.607567')",16.49866391687446,0,0,0,0,0,0
"('55.769733', '37.604034')",15.953548349590996,0,0,0,0,0,0
"('55.776112', '37.692765')",16.344310393820187,0,0,0,0,0,0
"('55.745544', '37.75461')",11.78639045491123,0,0,0,0,0,1
"('55.721523', '37.62298')",16.60705369206222,0,0,0,0,0,0
"('55.764493', '37.511489')",15.081771762990009,0,0,0,0,0,0
"('55.754955', '37.5105626')",16.138099409644436,0,0,0,0,0,0
"('55.765711', '37.480436')",14.943918446689224,0,0,0,0,0,1
"('55.762666', '37.51291')",15.290792012180317,0,0,0,0,0,0
"('55.618471', '37.723124')",16.347601313227734,0,0,0,0,0,0
"('55.62146', '37.741')",15.18172398556095,0,0,0,0,0,0
"('55.6203272', '37.7387044')",15.364873950268024,0,0,0,0,0,0
"('55.618268', '37.742196')",15.259203534802273,0,0,0,0,0,0
"('55.610321', '37.752895')",15.060381564889214,0,0,0,0,0,0
"('55.615476', '37.743274')",15.331897849955793,0,0,0,0,0,0
"('55.75946', '37.777428')",10.718751450252071,0,0,0,0,0,2
"('55.76799', '37.837437')",7.607266304979854,0,0,0,0,1,4
"('55.829502', '37.82185')",12.812870719815567,0,0,0,0,0,1
"('55.802103', '37.814483')",10.913174478423226,0,0,0,0,0,1
"('55.828674', '37.361018')",11.55507176266103,0,0,0,0,0,2
"('55.774406', '37.708931')",15.320879811385057,0,0,0,0,0,0
"('55.787513', '37.706766')",15.96450996700724,0,0,0,0,0,0
"('55.780834', '37.692688')",16.51715063700703,0,0,0,0,0,0
"('55.774603', '37.696489')",16.070686085264956,0,0,0,0,0,0
"('55.7814011', '37.7250089')",14.64572678537998,0,0,0,0,0,1
"('55.774887', '37.707783')",15.406117999879779,0,0,0,0,0,0
"('55.772861', '37.710287')",15.186697932036987,0,0,0,0,0,0
"('55.773388', '37.708965')",15.283648775320446,0,0,0,0,0,0
"('55.780294', '37.705535')",15.738791013741865,0,0,0,0,0,0
"('55.780319', '37.699211')",16.112455088709712,0,0,0,0,0,0
"('55.78202', '37.726655')",14.576940769549362,0,0,0,0,0,1
"('55.77309', '37.706074')",15.446358402851988,0,0,0,0,0,0
"('55.708225', '37.819244')",8.028821337566578,0,0,0,0,2,2
"('55.703641', '37.790934')",9.878890718491947,0,0,0,0,1,2
"('55.694096', '37.81723')",8.767962349216157,0,0,0,0,2,2
"('55.70041', '37.809479')",8.908992026939401,0,0,0,0,2,2
"('55.712409', '37.803657')",8.842729343331534,0,0,0,0,1,3
"('55.704002', '37.813073')",8.551763994673136,0,0,0,0,2,2
"('55.67559', '37.465694')",6.880326560472321,0,0,0,0,1,1
"('55.675103', '37.499516')",7.6860482396430845,0,0,0,0,1,1
"('55.661328', '37.468308')",5.42799054555439,0,0,0,0,2,0
"('55.67558', '37.475612')",7.073588118521824,0,0,0,0,1,1
"('55.665492', '37.498743')",6.765893972975229,0,0,0,0,1,1
"('55.667126', '37.495132')",6.78755333872422,0,0,0,0,1,1
"('55.608139', '37.58597')",9.260280533564913,0,0,0,0,1,1
"('55.61545', '37.587723')",9.344879074486133,0,0,0,0,1,1
"('55.881177', '37.5349')",3.1322001720203017,0,0,0,2,0,2
"('55.495937', '37.519247')",15.268438271478585,0,0,0,0,0,0
"('55.497256', '37.519036')",15.328434728199674,0,0,0,0,0,0
"('55.498654', '36.9174438')",42.962499126640665,0,0,0,0,0,0
"('55.504986', '37.534794')",10.572766849029737,0,0,0,0,0,2
"('55.508542', '37.581629')",12.66872306285478,0,0,0,0,0,2
"('55.520161', '37.212217')",13.624458476142978,0,0,0,0,0,1
"('55.532666', '37.521408')",8.012663961426624,0,0,0,0,1,1
"('55.53827', '37.51017')",7.073251233578688,0,0,0,0,2,0
"('55.539732', '37.581271')",11.001564262138567,0,0,0,0,0,2
"('55.540928', '37.57667')",10.682824848464202,0,0,0,0,0,2
"('55.541504', '37.57544')",10.587670150640275,0,0,0,0,0,2
"('55.54193', '37.560745')",9.70534046006915,0,0,0,0,1,1
"('55.543516', '37.511544')",6.83190479401388,0,0,0,0,2,0
"('55.5437', '37.483508')",5.339824804417816,0,0,0,0,2,0
"('55.544255', '37.52324')",7.440813395833905,0,0,0,0,2,0
"('55.54753', '37.323517')",5.978817273352509,0,0,0,0,2,0
"('55.547712', '37.487459')",5.296275153512211,0,0,0,0,2,0
"('55.5479124', '37.5569644')",9.249890188085228,0,0,0,0,1,1
"('55.548894', '37.53835')",8.106527452850171,0,0,0,0,2,0
"('55.54921', '37.556559')",9.180236657193882,0,0,0,0,1,1
"('55.549725', '37.489455')",5.280456001485925,0,0,0,0,2,0
"('55.554236', '37.465838')",3.7632593597616926,0,0,0,1,1,1
"('55.565136', '37.576405')",10.042946014093708,0,0,0,0,0,2
"('55.57462', '37.469227')",3.227456538794909,0,0,0,2,0,2
"('55.585067', '37.602067')",10.757606639841184,0,0,0,0,0,2
"('55.587285', '37.456981')",2.839057083466583,0,0,2,0,2,0
"('55.589198', '37.602714')",10.666116240440447,0,0,0,0,0,2
"('55.590343', '37.606334')",10.854225226528902,0,0,0,0,0,2
"('55.593735', '37.596184')",10.142898035247649,0,0,0,0,0,2
