coords,eco_dump_closest_km,eco_dump_less500m,eco_dump_0.5-1km,eco_dump_1-3km,eco_dump_3-5km,eco_dump_5-10km,eco_dump_10-15km
"('55.855083', '37.660054')",11.13940616180672,0,0,0,0,0,3
"('55.851104', '37.601476')",8.47613726020098,0,0,0,0,2,0
"('55.848731', '37.639743')",10.505440582791518,0,0,0,0,0,3
"('55.8495', '37.63888')",10.409820568460928,0,0,0,0,0,3
"('55.862793', '37.643058')",9.784361661200528,0,0,0,0,2,1
"('55.8495825', '37.6409167')",10.5043883229302,0,0,0,0,0,3
"('55.850141', '37.622425')",9.57595479754403,0,0,0,0,2,1
"('55.835508', '37.654718')",12.170474334577518,0,0,0,0,0,2
"('55.847311', '37.628999')",10.092930580649114,0,0,0,0,0,3
"('55.853648', '37.619324')",9.171973283331662,0,0,0,0,2,1
"('55.860822', '37.66123')",10.88195004677404,0,0,0,0,0,3
"('55.836266', '37.642528')",11.515094132463114,0,0,0,0,0,2
"('55.827338', '37.666423')",13.30767576417848,0,0,0,0,0,2
"('55.852177', '37.635916')",10.07981372402758,0,0,0,0,0,3
"('55.84905', '37.624202')",9.739940705345925,0,0,0,0,2,1
"('55.86169', '37.642643')",9.825385833292376,0,0,0,0,1,2
"('55.858868', '37.665993')",11.248079483501858,0,0,0,0,0,3
"('55.860873', '37.613737')",8.389284217777272,0,0,0,0,2,1
"('55.849615', '37.637614')",10.339823517680482,0,0,0,0,0,3
"('55.809231', '37.636392')",13.32354243103774,0,0,0,0,0,2
"('55.830892', '37.646606')",12.088991168254095,0,0,0,0,0,2
"('55.889563', '37.669872')",9.562451890533266,0,0,0,0,1,2
"('55.881631', '37.6835')",9.899163100999182,0,0,0,0,1,2
"('55.851635', '37.63419')",10.031956413090882,0,0,0,0,0,3
"('55.854458', '37.68516')",12.53713630276279,0,0,0,0,0,3
"('55.848816', '37.59704')",8.434538284036684,0,0,0,0,2,0
"('55.847851', '37.638746')",10.5184370462087,0,0,0,0,0,3
"('55.864242', '37.620034')",8.483089947002634,0,0,0,0,2,1
"('55.853041', '37.647603')",10.612462733317749,0,0,0,0,0,3
"('55.862767', '37.611563')",8.15212737051538,0,0,0,0,2,1
"('55.847244', '37.635567')",10.408515151444565,0,0,0,0,0,3
"('55.837807', '37.662598')",12.383346214747966,0,0,0,0,0,3
"('55.860615', '37.668417')",11.289688254053418,0,0,0,0,0,3
"('55.806656', '37.7715')",13.362740558444075,0,0,0,0,0,1
"('55.811138', '37.808689')",11.854299453042378,0,0,0,0,0,1
"('55.6583', '37.574696')",9.824192180517521,0,0,0,0,1,1
"('55.80376', '37.769936')",13.26436502378489,0,0,0,0,0,1
"('55.87106', '37.663223')",10.499009048974317,0,0,0,0,0,3
"('55.824501', '37.583095')",9.95752624358739,0,0,0,0,1,1
"('55.80663', '37.640766')",13.721947494705567,0,0,0,0,0,2
"('55.867556', '37.603361')",7.420424199475674,0,0,0,0,2,1
"('55.663887', '37.769398')",12.198795491332557,0,0,0,0,0,2
"('55.663481', '37.73041')",14.644027397968179,0,0,0,0,0,1
"('55.670062', '37.743759')",13.752901266631271,0,0,0,0,0,2
"('55.671493', '37.750927')",13.29535868013178,0,0,0,0,0,2
"('55.643917', '37.702616')",16.715139653990025,0,0,0,0,0,0
"('55.645476', '37.707215')",16.395399850039418,0,0,0,0,0,0
"('55.667709', '37.777411')",11.656243771175271,0,0,0,0,0,2
"('55.662821', '37.760809')",12.749300916159738,0,0,0,0,0,2
"('55.667361', '37.752993')",13.191273449839326,0,0,0,0,0,2
"('55.642728', '37.713036')",16.105026029125916,0,0,0,0,0,0
"('55.664445', '37.777007')",11.716007804343095,0,0,0,0,0,2
"('55.659504', '37.777084')",11.784468740830286,0,0,0,0,0,2
"('55.647681', '37.730562')",14.906694008261624,0,0,0,0,0,1
"('55.658662', '37.759452')",12.895511985797517,0,0,0,0,0,2
"('55.655127', '37.746004')",13.794008698388144,0,0,0,0,0,2
"('55.667145', '37.764111')",12.495522918388714,0,0,0,0,0,2
"('55.661796', '37.729592')",14.71440600144914,0,0,0,0,0,1
"('55.654934', '37.75635')",13.156415622577036,0,0,0,0,0,2
"('55.67159', '37.764483')",12.442633239078157,0,0,0,0,0,2
"('55.673126', '37.755726')",12.987777576866929,0,0,0,0,0,2
"('55.672448', '37.761599')",12.620554214074929,0,0,0,0,0,2
"('55.667178', '37.759937')",12.757087244434423,0,0,0,0,0,2
"('55.646228', '37.705841')",16.46287147786671,0,0,0,0,0,0
"('55.636032', '37.802265')",10.996057372919491,0,0,0,0,0,2
"('55.654635', '37.765525')",12.594854179079666,0,0,0,0,0,2
"('55.669986', '37.773143')",11.90695775406654,0,0,0,0,0,2
"('55.667731', '37.774014')",11.869151528220742,0,0,0,0,0,2
"('55.667539', '37.756545')",12.966903611460465,0,0,0,0,0,2
"('55.673847', '37.759235')",12.765267862953788,0,0,0,0,0,2
"('55.64066', '37.79885')",10.998399086298608,0,0,0,0,0,2
"('55.657768', '37.761438')",12.787410638654318,0,0,0,0,0,2
"('55.679737', '37.76539')",12.382473572612732,0,0,0,0,0,2
"('55.635371', '37.794262')",11.487554287309287,0,0,0,0,0,2
"('55.672757', '37.749724')",13.366368783689868,0,0,0,0,0,2
"('55.667477', '37.78686')",11.065813435505621,0,0,0,0,0,2
"('55.653279', '37.711428')",15.974787126713823,0,0,0,0,0,0
"('55.660531', '37.730895')",14.648890591664276,0,0,0,0,0,1
"('55.675895', '37.771984')",11.960818186766659,0,0,0,0,0,2
"('55.670849', '37.775442')",11.7574236579549,0,0,0,0,0,2
"('55.66534', '37.733338')",14.441973431092226,0,0,0,0,0,2
"('55.673407', '37.753335')",13.137425372226552,0,0,0,0,0,2
"('55.650099', '37.730203')",14.874032770228228,0,0,0,0,0,1
"('55.652486', '37.738243')",14.326758747696134,0,0,0,0,0,1
"('55.649926', '37.708823')",16.199803832932695,0,0,0,0,0,0
"('55.6649677', '37.7456397')",13.674320128251882,0,0,0,0,0,2
"('55.665233', '37.761734')",12.663113380457553,0,0,0,0,0,2
"('55.6854618', '37.7258237')",14.413776943074248,0,0,0,0,0,2
"('55.632972', '37.798637')",11.344980531674176,0,0,0,0,0,2
"('55.669828', '37.761581')",12.634329755982533,0,0,0,0,0,2
"('55.648443', '37.725415')",15.206091698943363,0,0,0,0,0,0
"('55.650759', '37.765264')",12.699639135189766,0,0,0,0,0,2
"('55.662222', '37.732656')",14.517591220354849,0,0,0,0,0,1
"('55.644089', '37.716288')",15.871113866315545,0,0,0,0,0,0
"('55.645182', '37.721355')",15.53295675131132,0,0,0,0,0,0
"('55.546557', '37.519557')",7.118553486164513,0,0,0,0,2,0
"('55.543779', '37.45699')",4.040431970839227,0,0,0,1,1,1
"('55.547397', '37.566584')",9.844409956368217,0,0,0,0,1,1
"('55.537424', '37.540102')",8.736520985606855,0,0,0,0,1,1
"('55.54293', '37.545168')",8.755761448275644,0,0,0,0,1,1
"('55.541922', '37.494144')",6.013018073165896,0,0,0,0,2,0
"('55.539548', '37.538889')",8.558952045042789,0,0,0,0,1,1
"('55.55061', '37.558167')",9.230661177931061,0,0,0,0,1,1
"('55.539884', '37.451887')",4.166000328143394,0,0,0,1,1,1
"('55.562968', '37.500504')",5.356381721432709,0,0,0,0,2,0
"('55.5541523', '37.5028576')",5.808702392726758,0,0,0,0,2,0
"('55.547535', '37.548941')",8.785977527405548,0,0,0,0,1,1
"('55.524936', '37.515892')",8.219750419554977,0,0,0,0,1,1
"('55.55003', '37.500288')",5.8585371264298445,0,0,0,0,2,0
"('55.567194', '37.498941')",5.166074760104587,0,0,0,0,2,0
"('55.549022', '37.569099')",9.942348988972428,0,0,0,0,1,1
"('55.564409', '37.500917')",5.345683830461787,0,0,0,0,2,0
"('55.563757', '37.498617')",5.220048649975679,0,0,0,0,2,0
"('55.539677', '37.460086')",4.5091463055420515,0,0,0,1,1,1
"('55.5567986', '37.5068015')",5.934409515667488,0,0,0,0,2,0
"('55.535553', '37.502274')",6.8289233203007,0,0,0,0,2,0
"('55.550434', '37.49033')",5.287209221873562,0,0,0,0,2,0
"('55.530225', '37.515838')",7.870726722390601,0,0,0,0,1,1
"('55.537149', '37.529322')",8.158729774191464,0,0,0,0,1,1
"('55.540939', '37.523645')",7.637376642105815,0,0,0,0,2,0
"('55.556986', '37.510215')",6.131334553776285,0,0,0,0,2,0
"('55.523682', '37.511814')",8.105716934967463,0,0,0,0,1,1
"('55.534688', '37.522072')",7.918593147882783,0,0,0,0,1,1
"('55.542681', '37.485116')",5.487109413916072,0,0,0,0,2,0
"('55.541004', '37.493225')",6.017885410237991,0,0,0,0,2,0
"('55.54343', '37.555795')",9.353146600724866,0,0,0,0,1,1
"('55.554975', '37.507205')",6.028643392779958,0,0,0,0,2,0
"('55.546083', '37.549184')",8.856925076982257,0,0,0,0,1,1
"('55.54484', '37.556289')",9.325291883034128,0,0,0,0,1,1
"('55.523575', '37.508661')",7.960985766007896,0,0,0,0,1,1
"('55.540939', '37.452678')",4.102389565351518,0,0,0,1,1,1
"('55.547276', '37.534317')",7.935886785706247,0,0,0,0,2,0
"('55.529675', '37.512532')",7.734628692661631,0,0,0,0,1,1
"('55.53743', '37.506332')",6.930399708255282,0,0,0,0,2,0
"('55.564511', '37.487038')",4.490498178248816,0,0,0,1,1,1
"('55.554348', '37.512757')",6.380908628385075,0,0,0,0,2,0
"('55.5539', '37.553981')",8.876208852536614,0,0,0,0,2,0
"('55.541805', '37.521201')",7.45564657501309,0,0,0,0,2,0
"('55.531672', '37.50089')",7.011567337899763,0,0,0,0,2,0
"('55.487264', '37.30742')",9.03240347180155,0,0,0,0,1,0
"('55.572482', '37.567581')",9.327270327984495,0,0,0,0,2,0
"('55.567178', '37.573312')",9.827252340941598,0,0,0,0,2,0
"('55.570793', '37.571983')",9.661816197655837,0,0,0,0,2,0
"('55.563421', '37.573914')",9.908764765894812,0,0,0,0,1,1
"('55.577854', '37.572002')",9.292608263407235,0,0,0,0,2,0
"('55.563905', '37.582224')",10.422868729126746,0,0,0,0,0,2
"('55.576202', '37.58024')",9.840456086273857,0,0,0,0,1,1
"('55.517371', '37.5724')",11.632943938923724,0,0,0,0,0,2
"('55.539023', '37.575441')",10.686915201431825,0,0,0,0,0,2
"('55.572309', '37.569009')",9.414937060856586,0,0,0,0,2,0
"('55.559746', '37.575639')",10.075649524541685,0,0,0,0,0,2
"('55.584874', '37.464221')",3.1331994260833675,0,0,0,2,0,2
"('55.745377', '37.67212')",16.931952786267203,0,0,0,0,0,0
"('55.57066', '37.564913')",9.27312442491564,0,0,0,0,2,0
"('55.5603276', '37.578958')",10.272106655667733,0,0,0,0,0,2
"('55.8149827', '37.7588599')",14.544767943364533,0,0,0,0,0,1
"('55.811629', '37.702796')",16.181238134783417,0,0,0,0,0,0
"('55.8124948', '37.7391276')",15.415286396588883,0,0,0,0,0,0
"('55.816895', '37.727625')",16.135659222432867,0,0,0,0,0,0
"('55.81708', '37.746151')",15.330028423036016,0,0,0,0,0,0
"('55.8108798', '37.7423865')",15.146587150273156,0,0,0,0,0,0
"('55.817192', '37.744')",15.448057112523388,0,0,0,0,0,0
"('55.825856', '37.750191')",15.037134379608197,0,0,0,0,0,0
"('55.8027', '37.722037')",15.810239932312289,0,0,0,0,0,0
"('55.82958', '37.758022')",14.615921406569814,0,0,0,0,0,1
"('55.808308', '37.72192')",16.10809586415181,0,0,0,0,0,0
"('55.8056', '37.716145')",16.286112652482586,0,0,0,0,0,0
"('55.8090879', '37.7232228')",16.078755921510165,0,0,0,0,0,0
"('55.8115699', '37.7407137')",15.276265526126899,0,0,0,0,0,0
"('55.806361', '37.728571')",15.638215471256808,0,0,0,0,0,0
"('55.818048', '37.74628')",15.385118463816466,0,0,0,0,0,0
"('55.808118', '37.727445')",15.795025952008917,0,0,0,0,0,0
"('55.812509', '37.722046')",16.331727174516676,0,0,0,0,0,0
"('55.8108078', '37.7407356')",15.230131666681713,0,0,0,0,0,0
"('55.81917', '37.751152')",15.209680731900603,0,0,0,0,0,0
"('55.810364', '37.717492')",16.461797940961755,0,0,0,0,0,0
"('55.811457', '37.730832')",15.797877371385765,0,0,0,0,0,0
"('55.81386', '37.72493')",16.252819541285483,0,0,0,0,0,0
"('55.822321', '37.760818')",14.941310101540624,0,0,0,0,0,1
"('55.81964', '37.724712')",15.854538361365801,0,0,0,0,0,0
"('55.800944', '37.705338')",16.669157391286564,0,0,0,0,0,0
"('55.8118593', '37.7416374')",15.244478795013265,0,0,0,0,0,0
"('55.8180948', '37.7528486')",15.053218949422932,0,0,0,0,0,0
"('55.80042', '37.710049')",16.37638129391464,0,0,0,0,0,0
"('55.789269', '37.663809')",16.130469893215228,0,0,0,0,0,0
"('55.807769', '37.764636')",13.788164612615722,0,0,0,0,0,1
"('55.81335', '37.70311')",16.077960127340745,0,0,0,0,0,0
"('55.805187', '37.71283')",16.450426050362797,0,0,0,0,0,0
"('55.813661', '37.740107')",15.433337580524574,0,0,0,0,0,0
"('55.822', '37.759235')",14.996785029915921,0,0,0,0,0,1
"('55.803085', '37.712975')",16.338171530128466,0,0,0,0,0,0
"('55.80608', '37.712128')",16.534656094236894,0,0,0,0,0,0
"('55.504208', '37.539043')",10.828281466995788,0,0,0,0,0,2
"('55.503204', '37.53685')",10.803504286879337,0,0,0,0,0,2
"('55.507973', '37.584308')",12.843683861376274,0,0,0,0,0,2
"('55.495765', '37.52068')",15.112989270544936,0,0,0,0,0,0
"('55.568736', '37.489805')",4.570559536805154,0,0,0,1,1,1
"('55.542986', '37.47872')",5.136211341037501,0,0,0,0,2,0
"('55.475169', '37.525208')",14.13431577316214,0,0,0,0,0,1
"('55.50213', '37.32641')",9.321330410863974,0,0,0,0,1,1
"('55.569138', '37.489257')",4.5302269205880945,0,0,0,1,1,1
"('55.49493', '37.515874')",15.595666188908064,0,0,0,0,0,0
"('55.504517', '37.536823')",10.702016082776208,0,0,0,0,0,2
"('55.503971', '37.592716')",13.533324151474984,0,0,0,0,0,1
"('55.474465', '37.527561')",13.865879570455352,0,0,0,0,0,1
"('55.504374', '37.586778')",13.195228923033534,0,0,0,0,0,1
"('55.4772347', '37.528589')",13.810211450270792,0,0,0,0,0,1
"('55.540822', '37.45504')",4.205588045563319,0,0,0,1,1,1
"('55.548665', '37.48685')",5.205197762082744,0,0,0,0,2,0
"('55.545375', '37.523824')",7.4183246074271905,0,0,0,0,2,0
"('55.543274', '37.459843')",4.206417951591351,0,0,0,1,1,1
"('55.540266', '37.458732')",4.4034632182138616,0,0,0,1,1,1
"('55.524355', '37.51167')",8.05113434800377,0,0,0,0,1,1
"('55.546812', '37.493955')",5.6934906303574975,0,0,0,0,2,0
"('55.503721', '37.589778')",13.393342911513566,0,0,0,0,0,1
"('55.520762', '37.351222')",6.7222169036399695,0,0,0,0,1,1
"('55.508524', '37.339337')",8.26993910220887,0,0,0,0,1,1
"('55.536545', '37.506763')",7.00557661556708,0,0,0,0,2,0
"('55.526093', '37.510745')",7.88435673672446,0,0,0,0,1,1
"('55.502666', '37.53829')",10.9107316437826,0,0,0,0,0,2
"('55.500392', '37.521677')",10.362671564679816,0,0,0,0,0,2
"('55.500596', '37.519207')",10.242696532305088,0,0,0,0,0,2
"('55.568471', '37.486867')",4.391526360134651,0,0,0,1,1,1
"('55.5346857', '37.5009365')",6.814625156014407,0,0,0,0,2,0
"('55.543582', '37.49709')",6.057695844263058,0,0,0,0,2,0
"('55.541206', '37.48661')",5.657369461774386,0,0,0,0,2,0
"('55.532675', '37.38292')",4.566084849319468,0,0,0,1,1,1
"('55.631742', '37.666261')",14.420588644601,0,0,0,0,0,1
"('55.5529937', '37.464911')",3.796962665564915,0,0,0,1,1,1
"('55.468576', '37.28851')",7.3641083443058015,0,0,0,0,1,0
"('55.540475', '37.492644')",6.019011396485826,0,0,0,0,2,0
"('55.54267', '37.486618')",5.56687937590759,0,0,0,0,2,0
"('55.544023', '37.47804')",5.034184502530901,0,0,0,0,2,0
"('55.569016', '37.48614')",4.337264353406604,0,0,0,1,1,1
"('55.551843', '37.503953')",5.976316328425468,0,0,0,0,2,0
"('55.54673', '37.488142')",5.3938560708101475,0,0,0,0,2,0
"('55.497587', '37.517257')",15.524610730208378,0,0,0,0,0,0
"('55.545584', '37.483211')",5.2115298042276965,0,0,0,0,2,0
"('55.569036', '37.487263')",4.407110081859017,0,0,0,1,1,1
"('55.550132', '37.489203')",5.243317581200471,0,0,0,0,2,0
"('55.496659', '37.515407')",15.69271913977523,0,0,0,0,0,0
"('55.507046', '37.57191')",12.251673200520646,0,0,0,0,0,2
"('55.487463', '37.33693')",9.73271708191059,0,0,0,0,1,0
"('55.549516', '37.488475')",5.2401147108937485,0,0,0,0,2,0
"('55.5124399', '37.5801894')",12.346739151077845,0,0,0,0,0,2
"('55.641295', '37.403522')",3.274934060171597,0,0,0,1,1,1
"('55.550687', '37.509361')",6.340122113239032,0,0,0,0,2,0
"('55.54649', '37.489385')",5.47351670938791,0,0,0,0,2,0
"('55.500524', '37.541943')",11.242339431569956,0,0,0,0,0,2
"('55.53666', '37.507835')",7.056190210356422,0,0,0,0,2,0
"('55.549327', '37.487586')",5.2039384411550325,0,0,0,0,2,0
"('55.5015837', '37.5981332')",13.965219751747195,0,0,0,0,0,1
"('55.589204', '37.167393')",15.136704073364765,0,0,0,0,0,0
"('55.575409', '37.473249')",3.4826383210029106,0,0,0,2,0,2
"('55.549144', '37.525836')",7.361742809606475,0,0,0,0,2,0
"('55.496348', '37.517823')",15.429785440832289,0,0,0,0,0,0
"('55.820847', '37.65276')",13.112624873793768,0,0,0,0,0,2
"('55.56971', '37.49039')",4.593273636522598,0,0,0,1,1,1
"('55.498133', '37.518012')",15.461259770010885,0,0,0,0,0,0
"('55.511705', '37.366817')",7.112493743570485,0,0,0,0,1,1
"('55.544061', '37.562335')",9.71304128856994,0,0,0,0,1,1
"('55.50368', '37.588745')",13.341505340580797,0,0,0,0,0,1
"('55.549501', '37.564904')",9.673412109885877,0,0,0,0,1,1
"('55.500621', '37.576124')",12.887239685400646,0,0,0,0,0,1
"('55.5511', '37.571884')",10.048287695753444,0,0,0,0,0,2
"('55.54857', '37.553234')",9.00339117303254,0,0,0,0,1,1
"('55.502083', '37.57618')",12.792998287687,0,0,0,0,0,2
"('55.510647', '37.565193')",11.674423908791656,0,0,0,0,0,2
"('55.81028', '37.616844')",12.464836488301197,0,0,0,0,0,2
"('55.812303', '37.599757')",11.665159866197621,0,0,0,0,0,2
"('55.80427', '37.611088')",12.803084329951979,0,0,0,0,0,2
"('55.821113', '37.591431')",10.559181099077877,0,0,0,0,0,2
"('55.807911', '37.612362')",12.513591483761365,0,0,0,0,0,2
"('55.816555', '37.5934')",11.050977212473025,0,0,0,0,0,2
"('55.79526', '37.625')",14.122787681430337,0,0,0,0,0,2
"('55.784554', '37.630527')",15.307201893377174,0,0,0,0,0,0
"('55.828598', '37.576405')",9.34809765157265,0,0,0,0,2,0
"('55.8053599', '37.589619')",12.001052767433865,0,0,0,0,0,2
"('55.809055', '37.589256')",11.630605673578271,0,0,0,0,0,2
"('55.812358', '37.583634')",11.13749926864306,0,0,0,0,0,2
"('55.808083', '37.61088')",12.444725564895048,0,0,0,0,0,2
"('55.810436', '37.563988')",10.793567808201118,0,0,0,0,0,2
"('55.790297', '37.612847')",14.179475260742114,0,0,0,0,0,2
"('55.812459', '37.556685')",10.414678700147013,0,0,0,0,0,2
"('55.82537', '37.59751')",10.393594090241221,0,0,0,0,0,2
"('55.815747', '37.568246')",10.361626830356824,0,0,0,0,0,2
"('55.8025889', '37.5918333')",12.338379703817566,0,0,0,0,0,2
"('55.812312', '37.595316')",11.51397692105634,0,0,0,0,0,2
"('55.806747', '37.611824')",12.600737909839605,0,0,0,0,0,2
"('55.78525', '37.560404')",13.356766343371103,0,0,0,0,0,2
"('55.774598', '37.54595')",14.274675226958326,0,0,0,0,0,2
"('55.811103', '37.561113')",10.65646622366667,0,0,0,0,0,2
"('55.650175', '37.615407')",11.779607068986177,0,0,0,0,0,1
"('55.646396', '37.63615')",12.894257855028144,0,0,0,0,0,1
"('55.648575', '37.617842')",11.865833282250462,0,0,0,0,0,1
"('55.642499', '37.615803')",11.543344672793893,0,0,0,0,0,2
"('55.65461', '37.625595')",12.552404387919731,0,0,0,0,0,1
"('55.6542767', '37.6257333')",12.547390926002347,0,0,0,0,0,1
"('55.66667', '37.621076')",12.836322610215772,0,0,0,0,0,1
"('55.6512', '37.591152')",10.399511702016081,0,0,0,0,0,2
"('55.670242', '37.610332')",12.431126410648456,0,0,0,0,0,1
"('55.66833', '37.593964')",11.437366246041668,0,0,0,0,0,1
"('55.67278', '37.619144')",13.052645686175488,0,0,0,0,0,1
"('55.673103', '37.530526')",8.694090473295422,0,0,0,0,1,1
"('55.644359', '37.61503')",11.554419295983159,0,0,0,0,0,2
"('55.63027', '37.592113')",9.780918945748647,0,0,0,0,1,1
"('55.6324625', '37.6076822')",10.789664034680793,0,0,0,0,0,2
"('55.644359', '37.614114')",11.499199529718409,0,0,0,0,0,2
"('55.654528', '37.607197')",11.474017184863682,0,0,0,0,0,2
"('55.662334', '37.605715')",11.755811995119538,0,0,0,0,0,1
"('55.66119', '37.6056')",11.692129423595711,0,0,0,0,0,1
"('55.637656', '37.617636')",11.521874678047975,0,0,0,0,0,2
"('55.651363', '37.61062')",11.54278131446991,0,0,0,0,0,2
"('55.662217', '37.620869')",12.6078282109815,0,0,0,0,0,1
"('55.659886', '37.615919')",12.216356646275454,0,0,0,0,0,1
"('55.651994', '37.62828')",12.611093700366247,0,0,0,0,0,1
"('55.6374156', '37.6102554')",11.063173269574076,0,0,0,0,0,2
"('55.676018', '37.68418')",16.87063807702131,0,0,0,0,0,0
"('55.668569', '37.611608')",12.409268783840945,0,0,0,0,0,1
"('55.651134', '37.60723')",11.334389848300768,0,0,0,0,0,2
"('55.6545218', '37.6009467')",11.112309152412903,0,0,0,0,0,2
"('55.6546297', '37.6061646')",11.41860074588826,0,0,0,0,0,2
"('55.64945', '37.61205')",11.553423647426218,0,0,0,0,0,2
"('55.661623', '37.615569')",12.277741986932973,0,0,0,0,0,1
"('55.647204', '37.618641')",11.865743734781946,0,0,0,0,0,1
"('55.676585', '37.634092')",14.079611865896437,0,0,0,0,0,1
"('55.672783', '37.536014')",8.90583055974377,0,0,0,0,1,1
"('55.860181', '37.69905')",11.75848379659361,0,0,0,0,0,3
"('55.820566', '37.66238')",13.585618496002478,0,0,0,0,0,2
"('55.849991', '37.683237')",12.67574651843959,0,0,0,0,0,3
"('55.8178557', '37.6333335')",12.4797857487155,0,0,0,0,0,2
"('55.833572', '37.65577')",12.356552436834537,0,0,0,0,0,2
"('55.825629', '37.647298')",12.50243533363869,0,0,0,0,0,2
"('55.850574', '37.684148')",12.69233170517102,0,0,0,0,0,3
"('55.866306', '37.708332')",10.941181230964842,0,0,0,0,0,3
"('55.850636', '37.686142')",12.797147337679712,0,0,0,0,0,3
"('55.81995', '37.651394')",13.11696095989857,0,0,0,0,0,2
"('55.8298785', '37.6607697')",12.854425268178753,0,0,0,0,0,2
"('55.819084', '37.653694')",13.288290205659811,0,0,0,0,0,2
"('55.813749', '37.642096')",13.188985917007416,0,0,0,0,0,2
"('55.810466', '37.624247')",12.732026027935774,0,0,0,0,0,2
"('55.813314', '37.641')",13.177372048482951,0,0,0,0,0,2
"('55.867041', '37.709596')",10.841499173171675,0,0,0,0,0,3
"('55.863707', '37.692483')",11.515834839031305,0,0,0,0,0,3
"('55.820642', '37.642042')",12.638993339327532,0,0,0,0,0,2
"('55.856335', '37.69941')",12.16190157464671,0,0,0,0,0,3
"('55.82048', '37.65002')",13.01367917685137,0,0,0,0,0,2
"('55.822478', '37.648492')",12.792553425221506,0,0,0,0,0,2
"('55.828132', '37.650226')",12.459858952012551,0,0,0,0,0,2
"('55.818301', '37.62678')",12.166684857609532,0,0,0,0,0,2
"('55.816217', '37.626196')",12.317040261422859,0,0,0,0,0,2
"('55.825127', '37.62865')",11.69181922149663,0,0,0,0,0,2
"('55.8154079', '37.6271093')",12.422650086715375,0,0,0,0,0,2
"('55.82318', '37.62634')",11.74744252019686,0,0,0,0,0,2
"('55.812388', '37.64365')",13.36612401024856,0,0,0,0,0,2
"('55.866834', '37.702625')",10.98467600718818,0,0,0,0,0,3
"('55.807404', '37.640594')",13.649731389461728,0,0,0,0,0,2
"('55.813941', '37.649391')",13.491539648076168,0,0,0,0,0,2
"('55.8072401', '37.6337868')",13.387753366919986,0,0,0,0,0,2
"('55.829456', '37.663494')",13.018803153676906,0,0,0,0,0,2
"('55.870713', '37.71371')",10.380870841309912,0,0,0,0,0,3
"('55.823393', '37.619899')",11.456563285180598,0,0,0,0,0,2
"('55.694813', '37.607914')",13.883150884854796,0,0,0,0,0,1
"('55.698477', '37.625999')",15.021581765912455,0,0,0,0,0,0
"('55.675631', '37.62872')",13.733227714245897,0,0,0,0,0,1
"('55.680143', '37.609685')",12.983230100320558,0,0,0,0,0,1
"('55.7094255', '37.6240153')",15.716706512230418,0,0,0,0,0,0
"('55.6873515', '37.5984783')",12.896520452193384,0,0,0,0,0,1
"('55.673676', '37.601106')",12.135195327979893,0,0,0,0,0,1
"('55.699943', '37.619683')",14.817152648697954,0,0,0,0,0,1
"('55.703842', '37.615875')",14.920347831471307,0,0,0,0,0,1
"('55.698173', '37.619827')",14.698378026461254,0,0,0,0,0,1
"('55.713998', '37.619989')",15.881244019250772,0,0,0,0,0,0
"('55.692734', '37.60302')",13.498669246589378,0,0,0,0,0,1
"('55.708288', '37.643228')",16.550240029445728,0,0,0,0,0,0
"('55.696487', '37.612747')",14.235751260228081,0,0,0,0,0,1
"('55.691745', '37.610269')",13.780914178010002,0,0,0,0,0,1
"('55.69181', '37.607978')",13.673223206781872,0,0,0,0,0,1
"('55.699406', '37.624444')",15.010121658740852,0,0,0,0,0,0
"('55.710732', '37.640551')",16.594362864421512,0,0,0,0,0,0
"('55.671174', '37.62908')",13.514178383502752,0,0,0,0,0,1
"('55.6825589', '37.6943914')",16.382352812139352,0,0,0,0,0,0
"('55.870693', '37.550846')",4.658500767081414,0,0,0,2,0,2
"('55.861272', '37.541234')",5.0956221196224325,0,0,0,0,2,0
"('55.855328', '37.557469')",6.220069216607761,0,0,0,0,2,0
"('55.861524', '37.5425')",5.115170186979808,0,0,0,0,2,0
"('55.860077', '37.54629')",5.381403658404829,0,0,0,0,2,0
"('55.86405', '37.554447')",5.349053568972206,0,0,0,0,2,0
"('55.860944', '37.567212')",6.150196875413235,0,0,0,0,2,0
"('55.860666', '37.545276')",5.291402138654032,0,0,0,0,2,0
"('55.855399', '37.559373')",6.286472623519409,0,0,0,0,2,0
"('55.862378', '37.542689')",5.042678255931267,0,0,0,0,2,0
"('55.858867', '37.561284')",6.064989421996788,0,0,0,0,2,0
"('55.866687', '37.557107')",5.250697419032157,0,0,0,0,2,0
"('55.860994', '37.542051')",5.149270306569468,0,0,0,0,2,0
"('55.855043', '37.557013')",6.2282968330864055,0,0,0,0,2,0
"('55.903014', '37.550801')",2.6933043608843543,0,0,1,1,1,3
"('55.859968', '37.566683')",6.204145493514074,0,0,0,0,2,0
"('55.871284', '37.497548')",3.1613607295787944,0,0,0,2,0,2
"('55.720864', '37.725604')",13.547722697625952,0,0,0,0,0,1
"('55.879455', '37.53657')",3.3385554297994715,0,0,0,2,0,2
"('55.865389', '37.558122')",5.39788357998002,0,0,0,0,2,0
"('55.850368', '37.578181')",7.475841533172858,0,0,0,0,2,0
"('55.867578', '37.562794')",5.443172913604828,0,0,0,0,2,0
"('55.86204', '37.555695')",5.568774039793243,0,0,0,0,2,0
"('55.867714', '37.552742')",4.977360191274173,0,0,0,1,1,1
"('55.85726', '37.563323')",6.2837777036221425,0,0,0,0,2,0
