coords,eco_factory_closest_km,eco_factory_less500m,eco_factory_0.5-1km,eco_factory_1-3km,eco_factory_3-5km,eco_factory_5-10km,eco_factory_10-15km
"('55.619467', '37.415344')",9.636605463018213,0,0,0,0,1,4
"('55.621333', '37.303602')",12.813663640014955,0,0,0,0,0,2
"('55.623238', '37.588825')",4.731054986708834,0,0,0,1,2,7
"('55.623427', '37.697963')",2.392305676625437,0,0,1,0,5,4
"('55.62451', '37.652077')",3.0897014781506487,0,0,0,2,1,6
"('55.627397', '37.718471')",2.7102107729352114,0,0,1,0,5,4
"('55.627663', '37.488953')",8.995642349014217,0,0,0,0,4,2
"('55.62883', '37.512937')",8.503124302077472,0,0,0,0,4,2
"('55.628932', '37.341843')",10.600363310359215,0,0,0,0,0,2
"('55.630085', '37.655463')",2.518855481448857,0,0,1,0,4,5
"('55.633932', '37.529214')",7.5814177206963125,0,0,0,0,5,2
"('55.634812', '37.539715')",7.0866893849829715,0,0,0,0,4,3
"('55.636621', '37.60549')",5.1980978158466895,0,0,0,0,3,6
"('55.637581', '37.428073')",7.515179030566347,0,0,0,0,2,2
"('55.63786', '37.429815')",7.470113705776913,0,0,0,0,2,2
"('55.63816', '37.756299')",3.563642656043526,0,0,0,2,1,7
"('55.638175', '37.531765')",7.122092180434449,0,0,0,0,5,2
"('55.640335', '37.309199')",11.106672575284467,0,0,0,0,0,2
"('55.640423', '37.61026')",4.848543615601862,0,0,0,2,1,9
"('55.641773', '37.362869')",8.661937014945186,0,0,0,0,2,0
"('55.641919', '37.677708')",0.6292905415739394,0,1,0,1,4,6
"('55.642372', '37.672468')",0.9328067601412314,0,1,0,1,4,6
"('55.642977', '37.393074')",7.568322798893534,0,0,0,0,2,1
"('55.643465', '37.725496')",2.424652119394831,0,0,1,0,5,4
"('55.643744', '37.492284')",7.398073526090154,0,0,0,0,3,4
"('55.644206', '37.490551')",7.307141754040442,0,0,0,0,3,4
"('55.645367', '37.34869')",8.919392866982285,0,0,0,0,2,0
"('55.645553', '37.495779')",7.308996493723654,0,0,0,0,3,4
"('55.647728', '37.65381')",2.1305325911661464,0,0,1,0,5,7
"('55.648794', '37.388188')",7.135444000015326,0,0,0,0,2,1
"('55.649276', '37.660215')",1.7857804592748607,0,0,1,0,5,7
"('55.649312', '37.717842')",2.0299023842338264,0,0,1,0,5,4
"('55.6495', '37.387846')",7.07808259761224,0,0,0,0,2,1
"('55.649571', '37.400135')",6.7152484926187075,0,0,0,0,2,1
"('55.650836', '37.597387')",3.895997971513682,0,0,0,1,2,8
"('55.6522', '37.47304')",6.088478206965351,0,0,0,0,3,3
"('55.652796', '37.474192')",6.047146744674043,0,0,0,0,3,3
"('55.65313', '37.715218')",2.046792273730119,0,0,1,0,5,4
"('55.654823', '37.409011')",5.957327522610205,0,0,0,0,2,2
"('55.655254', '37.609595')",3.343689772433267,0,0,0,1,3,10
"('55.65559', '37.469305')",5.6595843835525885,0,0,0,0,3,3
"('55.6561864', '37.516193')",6.641043759692042,0,0,0,0,3,5
"('55.656301', '37.413089')",5.711448849614181,0,0,0,0,2,2
"('55.65724', '37.494548')",6.128166986161848,0,0,0,0,3,4
"('55.658124', '37.602005')",3.0493201432553714,0,0,0,1,3,9
"('55.658581', '37.744262')",3.95350717940571,0,0,0,2,3,6
"('55.660374', '37.602049')",2.8007568798303883,0,0,1,0,4,8
"('55.660977', '37.514252')",6.50843031800658,0,0,0,0,3,4
"('55.661496', '37.47147')",5.074868896908263,0,0,0,0,3,3
"('55.661547', '37.473923')",5.12332411113001,0,0,0,0,3,3
"('55.661836', '37.516')",6.368721249716647,0,0,0,0,3,4
"('55.6620528', '37.5125239')",6.3729079012302625,0,0,0,0,3,4
"('55.662434', '37.58476')",2.9442127642055,0,0,1,0,5,6
"('55.662816', '37.471614')",4.939758908545293,0,0,0,1,2,4
"('55.666086', '37.561688')",3.6301269995620578,0,0,0,1,4,4
"('55.666142', '37.511356')",5.991502304468854,0,0,0,0,3,4
"('55.666589', '37.586518')",2.4926314923803807,0,0,1,0,6,4
"('55.666868', '37.505678')",5.686506127232656,0,0,0,0,3,4
"('55.668021', '37.508741')",5.727077785855681,0,0,0,0,3,4
"('55.668386', '37.56379')",3.374893768229868,0,0,0,1,4,5
"('55.669544', '37.78783')",2.645299622843473,0,0,1,0,5,4
"('55.67065', '37.6115')",1.6407640934691223,0,0,1,0,4,8
"('55.6714126', '37.5485865')",4.06331391398221,0,0,0,1,3,5
"('55.671494', '37.599518')",1.6317759192695147,0,0,1,0,4,9
"('55.671555', '37.78962')",2.7874218338227124,0,0,1,0,5,4
"('55.6726', '37.464283')",3.7585438660375243,0,0,0,2,1,6
"('55.672905', '37.524318')",5.461855359950963,0,0,0,0,3,5
"('55.673138', '37.66627')",3.496658392090089,0,0,0,2,2,10
"('55.67335', '37.51068')",5.416493964015987,0,0,0,0,3,4
"('55.6736287', '37.4948009')",4.669177868320865,0,0,0,2,1,7
"('55.674118', '37.507008')",5.184843985527544,0,0,0,0,3,5
"('55.674671', '37.487712')",4.288701645910086,0,0,0,2,1,7
"('55.675529', '37.598618')",1.2456384677029013,0,0,1,0,3,10
"('55.675798', '37.443982')",3.1894686773768406,0,0,0,2,0,5
"('55.6758988', '37.4906266')",4.305386082941876,0,0,0,2,1,7
"('55.676154', '37.536131')",4.654162753893242,0,0,0,1,2,7
"('55.6773', '37.50356')",4.791154781730053,0,0,0,2,1,8
"('55.677837', '37.763638')",4.301052015792549,0,0,0,1,5,4
"('55.678169', '37.580939')",1.8962849588352835,0,0,1,0,5,8
"('55.678382', '37.599301')",0.9551298122419319,0,1,0,1,2,11
"('55.678707', '37.634631')",1.8088046743958275,0,0,1,0,3,10
"('55.678768', '37.578702')",1.999873580258878,0,0,1,0,5,8
"('55.679245', '37.685055')",3.9259343596466754,0,0,0,2,4,5
"('55.67928', '37.542428')",4.199106230690071,0,0,0,1,3,7
"('55.68027', '37.515191')",5.199841978868676,0,0,0,0,3,7
"('55.68032', '37.45746')",2.807835048739949,0,0,1,1,2,4
"('55.680935', '37.75373')",4.9802486073345635,0,0,0,1,5,4
"('55.681067', '37.48296')",3.5554034190187274,0,0,0,2,1,8
"('55.681163', '37.610233')",0.473479774391359,1,0,1,0,3,10
"('55.681194', '37.527696')",5.092578250293601,0,0,0,0,3,6
"('55.681275', '37.718238')",4.592150447755491,0,0,0,1,5,4
"('55.681387', '37.674445')",4.1810783750594815,0,0,0,2,4,9
"('55.682645', '37.637434')",1.853805840383261,0,0,1,0,3,10
"('55.682674', '37.650345')",2.658450211002792,0,0,1,1,3,10
"('55.682747', '37.489356')",3.7164730492880746,0,0,0,2,1,8
"('55.683239', '37.530939')",4.8734103103196915,0,0,0,1,2,7
"('55.683407', '37.555355')",3.3388393163379977,0,0,0,1,4,7
"('55.6834388', '37.6950682')",4.420207100266613,0,0,0,2,4,4
"('55.683518', '37.530256')",4.9149712495189934,0,0,0,1,2,7
"('55.683563', '37.67088')",3.938851153055762,0,0,0,2,4,9
"('55.6836471', '37.6983498')",4.471555475764763,0,0,0,2,5,3
"('55.68402', '37.656307')",3.020806560270003,0,0,0,2,2,11
"('55.684366', '37.533993')",4.677057061726909,0,0,0,1,2,7
"('55.6846329', '37.6990343')",4.586848959711402,0,0,0,2,5,3
"('55.685158', '37.68641')",4.582505895658176,0,0,0,3,4,7
"('55.685234', '37.921005')",8.08759169179509,0,0,0,0,1,3
"('55.685477', '37.593345')",0.9429858944737463,0,1,0,1,4,9
"('55.686504', '37.681038')",4.57502588645559,0,0,0,3,4,8
"('55.686579', '37.676933')",4.317219959594669,0,0,0,3,4,9
"('55.6895027', '37.655056')",2.976069456357839,0,0,1,1,3,10
"('55.689725', '37.854746')",5.340051348817797,0,0,0,0,3,4
"('55.690258', '37.495583')",3.582540664678256,0,0,0,2,2,8
"('55.6907642', '37.6558984')",3.053319397136151,0,0,0,2,3,10
"('55.690821', '37.858824')",5.5822562979162536,0,0,0,0,2,5
"('55.692851', '37.562766')",2.987291365173726,0,0,1,0,6,5
"('55.693957', '37.585098')",1.751880984177386,0,0,1,0,5,8
"('55.694435', '37.602634')",1.080673487800983,0,0,1,0,4,9
"('55.695246', '37.85073')",5.750434541482932,0,0,0,0,3,4
"('55.69553', '37.56943')",2.699787711205658,0,0,1,0,6,6
"('55.697853', '37.944029')",10.054109123389834,0,0,0,0,0,4
"('55.698437', '37.942906')",10.030032740279307,0,0,0,0,0,4
"('55.698589', '37.825856')",5.1165039126531795,0,0,0,0,4,4
"('55.69868', '37.92679')",9.214016944557136,0,0,0,0,2,2
"('55.69899', '37.928253')",9.308439291062527,0,0,0,0,2,2
"('55.699287', '37.74525')",4.880326514663478,0,0,0,1,6,2
"('55.700645', '37.930508')",9.532260695349185,0,0,0,0,2,2
"('55.7008162', '37.768386')",4.5796616981427904,0,0,0,1,5,2
"('55.70108', '37.661356')",3.39871939312262,0,0,0,2,4,9
"('55.701775', '37.663404')",3.2710032463673446,0,0,0,2,4,9
"('55.702296', '37.781559')",4.235743779420643,0,0,0,1,5,2
"('55.702312', '37.640633')",2.7789308364627128,0,0,1,1,4,9
"('55.702926', '37.67855')",2.8440196080609255,0,0,1,1,5,8
"('55.703022', '37.81619')",4.420931960517705,0,0,0,1,4,4
"('55.70323', '37.670753')",2.939443911237354,0,0,1,1,5,8
"('55.703373', '37.943616')",10.376704877157302,0,0,0,0,0,4
"('55.703976', '37.923798')",9.283973984608059,0,0,0,0,2,3
"('55.70442', '37.77749')",4.045557213551607,0,0,0,1,5,2
"('55.704524', '37.615371')",2.188005538161846,0,0,1,0,4,9
"('55.706715', '37.615067')",2.4239883017068973,0,0,1,0,6,7
"('55.707365', '37.57775')",3.121760083215466,0,0,0,1,5,7
"('55.707623', '37.768561')",3.8606259314175575,0,0,0,1,5,2
"('55.707745', '37.671875')",2.4449846208484876,0,0,1,1,5,8
"('55.707841', '37.655472')",2.9848041404985377,0,0,1,1,5,8
"('55.708785', '37.676807')",2.2332587901361514,0,0,1,0,6,7
"('55.70927', '37.61811')",2.741013312565853,0,0,1,1,5,8
"('55.709424', '37.817735')",3.808597827781907,0,0,0,1,4,4
"('55.709713', '37.679412')",2.092525522882797,0,0,1,0,6,7
"('55.710094', '37.65888')",2.654948898680282,0,0,1,1,5,8
"('55.710106', '37.679943')",2.0426798786797096,0,0,1,0,6,7
"('55.7106908', '37.5980618')",2.902141953183685,0,0,1,0,6,7
"('55.712452', '37.940418')",9.903218277240493,0,0,0,0,1,3
"('55.7125233', '37.5968509')",3.118123402602706,0,0,0,1,5,7
"('55.71271', '37.644478')",3.1541105837697883,0,0,0,2,4,9
"('55.713135', '37.618526')",3.1670229943466444,0,0,0,2,4,9
"('55.713441', '37.721292')",2.7170353716611424,0,0,1,1,6,4
"('55.7135459', '37.4365861')",0.8386912447568317,0,1,1,1,3,4
"('55.7137', '37.621838')",3.2763515484785395,0,0,0,2,4,9
"('55.713725', '37.520222')",4.658394882966088,0,0,0,2,2,9
"('55.713796', '37.483939')",2.4128890385299364,0,0,2,0,4,5
"('55.713968', '37.405121')",2.678704282724293,0,0,2,0,4,2
"('55.7140296', '37.4352823')",0.9359767720095377,0,1,1,1,3,4
"('55.71482', '37.750029')",3.7872617620617866,0,0,0,3,4,5
"('55.714883', '37.4332517')",1.0948404696244958,0,0,2,0,4,3
"('55.714891', '37.477399')",2.054347215395193,0,0,2,0,4,4
"('55.71548', '37.479034')",2.173450526006466,0,0,2,0,4,4
"('55.715626', '37.410106')",2.427164127945764,0,0,2,0,4,2
"('55.715839', '37.434361')",1.1162040775799364,0,0,2,0,4,3
"('55.715961', '37.751026')",3.6512923381965736,0,0,0,3,4,5
"('55.7164084', '37.6343347')",3.5349937467764847,0,0,0,2,3,10
"('55.7166', '37.50902')",4.01886247111957,0,0,0,2,2,8
"('55.71675', '37.57678')",4.026602556096191,0,0,0,1,6,7
"('55.71697', '37.500816')",3.5284656343079144,0,0,0,2,2,7
"('55.717188', '37.619522')",3.621724300750007,0,0,0,2,6,7
"('55.71729', '37.6213')",3.656157439045385,0,0,0,2,6,7
"('55.717295', '37.595097')",3.660508020740145,0,0,0,1,7,5
"('55.717579', '37.594225')",3.7040511932590854,0,0,0,1,6,6
"('55.718096', '37.666072')",1.7042654863968214,0,0,1,0,6,7
"('55.71883', '37.477623')",2.2539202346504323,0,0,2,0,5,3
"('55.718884', '37.634678')",3.4227459341128093,0,0,0,2,4,9
"('55.719009', '37.414993')",2.3029400726817633,0,0,2,0,4,3
"('55.7191524', '37.8311864')",3.4502024405426237,0,0,0,1,4,4
"('55.719585', '37.660656')",1.8870445134293032,0,0,1,0,6,6
"('55.719683', '37.578343')",4.269437308511444,0,0,0,1,6,6
"('55.720078', '37.90309')",7.409931780881562,0,0,0,0,2,4
"('55.720184', '37.431442')",1.6049708184658407,0,0,2,0,4,3
"('55.720717', '37.424947')",1.9184053301053015,0,0,2,0,4,3
"('55.721077', '37.62157')",4.071687669608354,0,0,0,2,6,6
"('55.721483', '37.62634')",3.8606692323069605,0,0,0,2,6,6
"('55.72177', '37.398384')",3.369779673892535,0,0,0,2,2,4
"('55.721873', '37.573977')",4.611478966090948,0,0,0,1,6,6
"('55.722157', '37.584721')",4.366083853824652,0,0,0,1,6,6
"('55.72237', '37.611015')",4.1331318446423815,0,0,0,2,6,6
"('55.722565', '37.612667')",4.160333877570429,0,0,0,2,6,6
"('55.72275', '37.895511')",6.867787462408625,0,0,0,0,2,4
"('55.723014', '37.434711')",1.7709109479709073,0,0,2,0,4,3
"('55.723014', '37.62563')",3.8760778104897144,0,0,0,2,6,6
"('55.72303', '37.613747')",4.216932253281139,0,0,0,2,6,6
"('55.7232502', '37.4704095')",2.2097943483914695,0,0,2,0,5,3
"('55.723643', '37.780051')",1.9370343676719783,0,0,1,1,4,4
"('55.723719', '37.452103')",1.7164199826131643,0,0,2,0,4,4
"('55.725433', '37.432655')",2.069607438297573,0,0,2,0,4,3
"('55.725478', '37.743345')",3.0142353917296454,0,0,0,3,4,5
"('55.726198', '37.766118')",2.1721747880910636,0,0,1,2,3,6
"('55.7263761', '37.6769525')",0.6383900834664484,0,1,0,2,4,8
"('55.72662', '37.753174')",2.7810366766387826,0,0,2,1,4,5
"('55.72729', '37.63783')",3.0696521857629575,0,0,0,1,8,4
"('55.7278', '37.634047')",3.3062574086929954,0,0,0,1,8,4
"('55.728515', '37.737587')",2.6851322153398,0,0,1,3,4,5
"('55.728601', '37.527867')",5.095055956390793,0,0,0,0,7,5
"('55.72923', '37.417724')",2.928904214464828,0,0,1,1,3,4
"('55.729818', '37.762201')",2.1113814749917963,0,0,2,1,4,5
"('55.730957', '37.67653')",0.7141043987281045,0,1,0,2,5,7
"('55.730995', '37.58041')",5.3841327422506655,0,0,0,0,8,5
"('55.731024', '37.623097')",4.007609397949421,0,0,0,1,6,7
"('55.7315262', '37.5863649')",5.331078697798521,0,0,0,0,8,5
"('55.732037', '37.622547')",4.052775708180156,0,0,0,1,6,7
"('55.732063', '37.419395')",3.1232896016394807,0,0,0,2,2,5
"('55.732839', '37.461867')",2.861595425863004,0,0,1,1,3,6
"('55.733443', '37.671094')",1.1475920466923506,0,0,1,1,6,6
"('55.73348', '37.632584')",3.4510562320854863,0,0,0,1,7,6
"('55.733696', '37.620052')",4.231976423376413,0,0,0,1,6,6
"('55.733795', '37.614033')",4.60778958039976,0,0,0,1,6,6
"('55.734202', '37.618866')",4.31422595984495,0,0,0,1,6,6
"('55.734324', '37.5267398')",4.460021161696259,0,0,0,1,5,7
"('55.734653', '37.744503')",1.9994130097559981,0,0,2,2,2,7
"('55.734805', '37.668156')",1.3845836881208584,0,0,1,0,7,5
"('55.734897', '37.638818')",3.1010878681132317,0,0,0,1,7,6
"('55.734973', '37.571013')",5.7731988684060855,0,0,0,0,7,6
"('55.735084', '37.698834')",1.093871470957494,0,0,1,2,3,7
"('55.73554', '37.626556')",3.8672563128283652,0,0,0,1,6,7
"('55.736047', '37.672765')",1.2467317589157554,0,0,1,1,6,6
"('55.736265', '37.456585')",3.141352602118082,0,0,0,2,2,7
"('55.73635', '37.588505')",5.821170814346041,0,0,0,0,9,4
"('55.736477', '37.422367')",3.457927844423,0,0,0,2,2,5
"('55.736878', '37.56936')",5.547336844436293,0,0,0,0,7,6
"('55.737431', '37.632969')",3.531239561010706,0,0,0,1,7,6
"('55.738049', '37.625873')",3.977966828098948,0,0,0,1,6,6
"('55.73829', '37.710342')",1.8735992849587388,0,0,2,1,4,6
"('55.738308', '37.64216')",3.02002667320313,0,0,0,1,7,6
"('55.738363', '37.438817')",3.3490184612536504,0,0,0,2,2,6
"('55.738561', '37.493452')",3.9567585179334737,0,0,0,3,4,6
"('55.738591', '37.490326')",4.005298429207641,0,0,0,3,4,6
"('55.738617', '37.538161')",4.259625799152545,0,0,0,1,6,6
"('55.7388', '37.570976')",5.466114468586347,0,0,0,0,7,6
"('55.73888', '37.602005')",5.453413201015197,0,0,0,0,7,6
"('55.738885', '37.58323')",6.035173596620829,0,0,0,0,8,5
"('55.739245', '37.76203')",1.7937344132349637,0,0,2,2,2,7
"('55.73959', '37.476636')",3.9297017321726955,0,0,0,3,2,7
"('55.73973', '37.601303')",5.517897568885071,0,0,0,0,7,6
"('55.74031', '37.593796')",5.991587045436167,0,0,0,0,8,5
"('55.740451', '37.635476')",3.499431760621874,0,0,0,1,7,6
"('55.740522', '37.661958')",2.082243681899203,0,0,1,0,7,5
"('55.740537', '37.604807')",5.326898530483017,0,0,0,0,7,6
"('55.740807', '37.588493')",6.168063992379008,0,0,0,0,9,4
"('55.741075', '37.687605')",1.4506935510480348,0,0,1,2,5,5
"('55.741115', '37.573151')",5.391276860817017,0,0,0,0,8,5
"('55.741191', '37.58888')",6.163106721530959,0,0,0,0,9,4
"('55.741632', '37.546156')",4.218652178177869,0,0,0,1,6,6
"('55.741733', '37.619028')",4.513648001585783,0,0,0,1,6,6
"('55.74185', '37.599148')",5.708339518780887,0,0,0,0,7,6
"('55.742124', '37.433687')",3.8193291490875922,0,0,0,2,2,6
"('55.742189', '37.574992')",5.401784522946396,0,0,0,0,8,5
"('55.742256', '37.87776')",5.482967837295947,0,0,0,0,3,3
"('55.74255', '37.799274')",0.616794807166233,0,1,0,2,2,7
"('55.742585', '37.577499')",5.49678858775557,0,0,0,0,8,5
"('55.742625', '37.548195')",4.201830744851878,0,0,0,1,6,6
"('55.74296', '37.600963')",5.633692499986796,0,0,0,0,7,6
"('55.743188', '37.684874')",1.6885124879181583,0,0,1,2,5,5
"('55.74333', '37.60144')",5.617373728411288,0,0,0,0,7,6
"('55.744022', '37.644325')",3.1991386384337877,0,0,0,1,7,6
"('55.744191', '37.594863')",6.040193845690744,0,0,0,0,7,6
"('55.7445153', '37.5898298')",6.008083604134024,0,0,0,0,8,5
"('55.744617', '37.562172')",4.618732196928417,0,0,0,1,6,7
"('55.745063', '37.557127')",4.357848551441543,0,0,0,1,6,7
"('55.74602', '37.60752')",5.3589005149559155,0,0,0,0,7,6
"('55.746421', '37.634344')",3.87080854991959,0,0,0,1,7,5
"('55.746785', '37.552184')",4.004759900932521,0,0,0,1,6,7
"('55.74692', '37.57678')",5.175167666733654,0,0,0,0,8,5
"('55.746922', '37.593111')",6.050403242778796,0,0,0,0,7,6
"('55.747585', '37.629807')",4.181404172390269,0,0,0,1,6,6
"('55.74772', '37.588432')",5.750435795952107,0,0,0,0,8,5
"('55.747844', '37.418703')",4.708193110936822,0,0,0,1,3,5
"('55.748306', '37.56645')",4.558237666219461,0,0,0,1,6,7
"('55.749172', '37.560538')",4.206866004031302,0,0,0,1,6,7
"('55.74931', '37.798027')",1.1377994190676217,0,0,1,1,3,6
"('55.749582', '37.599561')",5.9732638350336345,0,0,0,0,7,7
"('55.749785', '37.590326')",5.746970503405619,0,0,0,0,7,7
"('55.749866', '37.595116')",5.9907306778608795,0,0,0,0,7,7
"('55.750028', '37.590452')",5.741886176239125,0,0,0,0,7,7
"('55.750054', '37.522809')",2.7116521263610074,0,0,1,0,7,4
"('55.750246', '37.584802')",5.41539739603474,0,0,0,0,8,6
"('55.750494', '37.592761')",5.849444685548371,0,0,0,0,7,7
"('55.750663', '37.5907465')",5.72726846566866,0,0,0,0,7,7
"('55.750859', '37.415308')",4.903844286040831,0,0,0,1,3,5
"('55.75136', '37.521946')",2.5565152472112733,0,0,1,0,7,4
"('55.751381', '37.681946')",2.6138126602319045,0,0,1,2,5,6
"('55.7516028', '37.6554001')",3.2756544034699657,0,0,0,2,6,8
"('55.751644', '37.51626')",2.4318344079426906,0,0,1,0,7,4
"('55.751867', '37.416871')",4.840821200926802,0,0,0,1,3,5
"('55.752551', '37.835126')",3.1284683848563715,0,0,0,1,3,3
"('55.753044', '37.661007')",3.2152191189896606,0,0,0,2,6,8
"('55.753985', '37.592635')",5.511917237105169,0,0,0,0,7,7
"('55.754157', '37.645977')",3.86995241184288,0,0,0,1,7,6
"('55.754481', '37.607933')",5.700487305446646,0,0,0,0,7,7
"('55.754618', '37.524058')",2.270325673011151,0,0,1,0,7,4
"('55.754707', '37.680016')",2.9965069531777586,0,0,1,2,5,7
"('55.755267', '37.651187')",3.760902034119034,0,0,0,2,6,7
"('55.755424', '37.639015')",4.271103952520011,0,0,0,1,7,6
"('55.755621', '37.71875')",1.4691590413749689,0,0,2,2,3,7
"('55.756462', '37.569953')",4.270811480782541,0,0,0,1,7,7
"('55.757206', '37.834354')",3.3517809098839573,0,0,0,1,3,3
"('55.7572367', '37.591218')",5.140120602232333,0,0,0,0,7,7
"('55.7572408', '37.6507576')",3.9553638668217053,0,0,0,2,6,7
"('55.7578', '37.6031')",5.2537669746895475,0,0,0,0,7,7
"('55.757896', '37.656119')",3.8364986917042194,0,0,0,2,6,7
"('55.757908', '37.60697')",5.32093762258608,0,0,0,0,7,7
"('55.757921', '37.653235')",3.932566155529084,0,0,0,2,6,7
"('55.758357', '37.559415')",3.5843705522877674,0,0,0,1,6,7
"('55.758686', '37.591431')",4.983293622949249,0,0,0,1,6,8
"('55.758934', '37.607691')",5.229891504417161,0,0,0,0,7,7
"('55.759051', '37.595905')",4.999563810657348,0,0,0,1,6,8
"('55.759152', '37.58084')",4.790749074209113,0,0,0,2,4,10
"('55.75961', '37.52148')",1.7010692847355968,0,0,1,0,7,4
"('55.759628', '37.702373')",1.8527867279586092,0,0,2,1,5,6
"('55.7598634', '37.6331784')",4.881212813439265,0,0,0,1,6,7
"('55.759983', '37.636581')",4.746640284309804,0,0,0,1,7,6
"('55.760195', '37.654906')",4.096697150771708,0,0,0,2,6,7
"('55.760727', '37.603819')",4.958786645937779,0,0,0,1,6,8
"('55.76077', '37.592194')",4.763741398258055,0,0,0,2,5,9
"('55.7621', '37.590201')",4.595585454492836,0,0,0,2,5,9
"('55.762333', '37.616054')",5.030991533221516,0,0,0,0,7,7
"('55.763042', '37.636715')",5.001424530190625,0,0,0,0,8,5
"('55.763169', '37.600495')",4.634592390307796,0,0,0,2,5,9
"('55.763184', '37.413233')",3.614171605168551,0,0,0,1,3,4
"('55.763548', '37.645681')",4.715973254705506,0,0,0,2,6,7
"('55.763812', '37.732081')",1.1419289564458195,0,0,2,2,3,8
"('55.763847', '37.644782')",4.774765995112018,0,0,0,2,6,7
"('55.76391', '37.552803')",2.9547340206654926,0,0,1,1,6,6
"('55.7640156', '37.5381361')",2.1088554975489515,0,0,1,1,5,7
"('55.764156', '37.579133')",4.30093216287533,0,0,0,3,3,11
"('55.7642421', '37.5957485')",4.436177408389195,0,0,0,2,5,9
"('55.764526', '37.648196')",4.690368498028031,0,0,0,2,6,7
"('55.764564', '37.511544')",0.9632338193400574,0,1,0,1,5,7
"('55.764592', '37.405372')",3.252759886269809,0,0,0,1,3,4
"('55.765174', '37.592105')",4.282156511318554,0,0,0,2,5,9
"('55.765377', '37.581165')",4.1695672721701795,0,0,0,3,3,10
