coords,bus_stations_closest_km,bus_stations_less500m,bus_stations_0.5-1km,bus_stations_1-3km,bus_stations_3-5km,bus_stations_5-10km,bus_stations_10-15km
"('55.549327', '37.487586')",6.895146505912613,0,0,0,0,2,0
"('55.541922', '37.494144')",7.3437992720349765,0,0,0,0,2,0
"('55.500392', '37.521677')",11.105558496784985,0,0,0,0,0,2
"('55.541004', '37.493225')",7.461284050478622,0,0,0,0,2,0
"('55.5015837', '37.5981332')",11.131760489160316,0,0,0,0,0,1
"('55.589204', '37.167393')",16.413307670146065,0,0,0,0,0,0
"('55.575409', '37.473249')",5.712675736403029,0,0,0,0,2,0
"('55.496348', '37.517823')",2412.234688766139,0,0,0,0,0,0
"('55.820847', '37.65276')",9.299096954397987,0,0,0,0,1,1
"('55.56971', '37.49039')",5.14017970133278,0,0,0,0,2,0
"('55.49493', '37.515874')",2412.3676134095244,0,0,0,0,0,0
"('55.498133', '37.518012')",2412.2897076993668,0,0,0,0,0,0
"('55.511705', '37.366817')",12.663186910773858,0,0,0,0,0,1
"('55.544061', '37.562335')",6.07371183636148,0,0,0,0,1,2
"('55.50368', '37.588745')",10.770544846674506,0,0,0,0,0,1
"('55.549501', '37.564904')",5.48797441411932,0,0,0,0,1,2
"('55.500621', '37.576124')",10.975821069579402,0,0,0,0,0,1
"('55.5511', '37.571884')",5.384925747001583,0,0,0,0,1,2
"('55.54857', '37.553234')",5.550464498820394,0,0,0,0,1,2
"('55.502083', '37.57618')",10.814817130668036,0,0,0,0,0,1
"('55.510647', '37.565193')",9.796696671056587,0,0,0,0,1,0
"('55.563905', '37.582224')",4.2291397131631205,0,0,0,1,0,4
"('55.81028', '37.616844')",11.469086856921773,0,0,0,0,0,2
"('55.812303', '37.599757')",10.535853189277619,0,0,0,0,0,2
"('55.80427', '37.611088')",11.671193228287136,0,0,0,0,0,2
"('55.821113', '37.591431')",9.479363768364461,0,0,0,0,1,1
"('55.807911', '37.612362')",11.442749208770913,0,0,0,0,0,2
"('55.816555', '37.5934')",9.919535304732879,0,0,0,0,1,1
"('55.79526', '37.625')",11.120384278788089,0,0,0,0,0,2
"('55.784554', '37.630527')",11.037686337557815,0,0,0,0,0,2
"('55.828598', '37.576405')",8.222269287971567,0,0,0,0,1,1
"('55.821113', '37.591431')",9.479363768364461,0,0,0,0,1,1
"('55.8053599', '37.589619')",10.677864442927593,0,0,0,0,0,2
"('55.809055', '37.589256')",10.349912693674037,0,0,0,0,0,2
"('55.812358', '37.583634')",9.841098680092774,0,0,0,0,1,1
"('55.821113', '37.591431')",9.479363768364461,0,0,0,0,1,1
"('55.808083', '37.61088')",11.362587622395386,0,0,0,0,0,2
"('55.806499', '37.643911')",9.805633134393819,0,0,0,0,1,1
"('55.810436', '37.563988')",9.256899782748489,0,0,0,0,1,1
"('55.790297', '37.612847')",11.968782726320436,0,0,0,0,0,2
"('55.812459', '37.556685')",8.816137489876391,0,0,0,0,1,0
"('55.82537', '37.59751')",9.455003298320781,0,0,0,0,1,1
"('55.815747', '37.568246')",8.936526052488247,0,0,0,0,1,1
"('55.8025889', '37.5918333')",11.0042309934456,0,0,0,0,0,2
"('55.812312', '37.595316')",10.339793647870227,0,0,0,0,0,2
"('55.806747', '37.611824')",11.508809414507525,0,0,0,0,0,2
"('55.8053599', '37.589619')",10.677864442927593,0,0,0,0,0,2
"('55.8025889', '37.5918333')",11.0042309934456,0,0,0,0,0,2
"('55.78525', '37.560404')",11.580830568100755,0,0,0,0,0,1
"('55.774598', '37.54595')",12.330912878862305,0,0,0,0,0,1
"('55.811103', '37.561113')",9.094501669815685,0,0,0,0,1,1
"('55.650175', '37.615407')",6.932337647981613,0,0,0,0,2,2
"('55.646396', '37.63615')",7.427599108402444,0,0,0,0,3,1
"('55.648575', '37.617842')",6.873344689839567,0,0,0,0,2,2
"('55.642499', '37.615803')",6.255793730415836,0,0,0,0,2,2
"('55.65461', '37.625595')",7.703803727556326,0,0,0,0,2,2
"('55.6542767', '37.6257333')",7.678819674066042,0,0,0,0,2,2
"('55.66667', '37.621076')",8.6871624197928,0,0,0,0,2,2
"('55.6512', '37.591152')",6.319900894305693,0,0,0,0,1,3
"('55.66833', '37.593964')",8.175883705499423,0,0,0,0,1,3
"('55.673103', '37.530526')",8.447606755132114,0,0,0,0,2,0
"('55.644359', '37.61503')",6.390157716787149,0,0,0,0,2,2
"('55.63027', '37.592113')",4.2747878613084,0,0,0,1,1,3
"('55.6324625', '37.6076822')",5.070601599216223,0,0,0,0,2,2
"('55.644359', '37.614114')",6.35572867103743,0,0,0,0,2,2
"('55.654528', '37.607197')",7.082126019652799,0,0,0,0,2,2
"('55.662334', '37.605715')",7.820049544506667,0,0,0,0,1,3
"('55.66119', '37.6056')",7.7013069747581415,0,0,0,0,1,3
"('55.637656', '37.617636')",5.919877977467606,0,0,0,0,2,2
"('55.651363', '37.61062')",6.882216893914102,0,0,0,0,2,2
"('55.662217', '37.620869')",8.25049181773388,0,0,0,0,2,2
"('55.659886', '37.615919')",7.869674488517251,0,0,0,0,2,2
"('55.651994', '37.62828')",7.572336686868242,0,0,0,0,2,2
"('55.6374156', '37.6102554')",5.595729223950931,0,0,0,0,2,2
"('55.676018', '37.68418')",8.092942903666314,0,0,0,0,2,1
"('55.662217', '37.620869')",8.25049181773388,0,0,0,0,2,2
"('55.668569', '37.611608')",8.605678041874814,0,0,0,0,1,3
"('55.65461', '37.625595')",7.703803727556326,0,0,0,0,2,2
"('55.651134', '37.60723')",6.752276940297719,0,0,0,0,2,2
"('55.6545218', '37.6009467')",6.90472143054644,0,0,0,0,1,3
"('55.6546297', '37.6061646')",7.061746303812876,0,0,0,0,1,3
"('55.64945', '37.61205')",6.748950848923067,0,0,0,0,2,2
"('55.661623', '37.615569')",8.027731243396405,0,0,0,0,2,2
"('55.651363', '37.61062')",6.882216893914102,0,0,0,0,2,2
"('55.672783', '37.536014')",8.35815245427496,0,0,0,0,2,1
"('55.860181', '37.69905')",8.362344739554855,0,0,0,0,1,1
"('55.820566', '37.66238')",8.696615152895948,0,0,0,0,1,1
"('55.8178557', '37.6333335')",10.480848737019938,0,0,0,0,0,2
"('55.833572', '37.65577')",9.384906423879862,0,0,0,0,1,1
"('55.825629', '37.647298')",9.712981380892867,0,0,0,0,1,1
"('55.850574', '37.684148')",8.490663537052118,0,0,0,0,1,1
"('55.866306', '37.708332')",8.4151871726168,0,0,0,0,1,1
"('55.850636', '37.686142')",8.387608606414553,0,0,0,0,1,1
"('55.81995', '37.651394')",9.373242791563351,0,0,0,0,1,1
"('55.8298785', '37.6607697')",8.979125463495278,0,0,0,0,1,1
"('55.819084', '37.653694')",9.220182416162867,0,0,0,0,1,1
"('55.813749', '37.642096')",9.909440619358485,0,0,0,0,1,1
"('55.810466', '37.624247')",11.024808191476845,0,0,0,0,0,2
"('55.810688', '37.63676')",10.240123889031844,0,0,0,0,0,2
"('55.813314', '37.641')",9.976869641982436,0,0,0,0,1,1
"('55.867041', '37.709596')",8.421585828896532,0,0,0,0,1,1
"('55.850574', '37.684148')",8.490663537052118,0,0,0,0,1,1
"('55.863707', '37.692483')",8.93015992384677,0,0,0,0,1,1
"('55.820642', '37.642042')",9.964289349661138,0,0,0,0,1,1
"('55.856335', '37.69941')",8.071664175524903,0,0,0,0,1,1
"('55.82048', '37.65002')",9.465166165849258,0,0,0,0,1,1
"('55.822478', '37.648492')",9.586965992350123,0,0,0,0,1,1
"('55.828132', '37.650226')",9.582957198118933,0,0,0,0,1,1
"('55.818301', '37.62678')",10.894149501961518,0,0,0,0,0,2
"('55.8145435', '37.6248368')",10.993679564171444,0,0,0,0,0,2
"('55.816217', '37.626196')",10.916406053191514,0,0,0,0,0,2
"('55.825127', '37.62865')",10.859260411612864,0,0,0,0,0,2
"('55.850574', '37.684148')",8.490663537052118,0,0,0,0,1,1
"('55.8154079', '37.6271093')",10.854993495210838,0,0,0,0,0,2
"('55.82318', '37.62634')",10.974195464113343,0,0,0,0,0,2
"('55.812388', '37.64365')",9.808856124212596,0,0,0,0,1,1
"('55.810466', '37.624247')",11.024808191476845,0,0,0,0,0,2
"('55.866834', '37.702625')",8.705149169721569,0,0,0,0,1,1
"('55.807404', '37.640594')",10.008557526646598,0,0,0,0,0,2
"('55.808948', '37.638')",10.165344607973395,0,0,0,0,0,2
"('55.833572', '37.65577')",9.384906423879862,0,0,0,0,1,1
"('55.810688', '37.63676')",10.240123889031844,0,0,0,0,0,2
"('55.812337', '37.658571')",8.873399484982613,0,0,0,0,1,1
"('55.8072401', '37.6337868')",10.435778109483396,0,0,0,0,0,2
"('55.82318', '37.62634')",10.974195464113343,0,0,0,0,0,2
"('55.829456', '37.663494')",8.802150150850377,0,0,0,0,1,1
"('55.818301', '37.62678')",10.894149501961518,0,0,0,0,0,2
"('55.870713', '37.71371')",8.56291445175715,0,0,0,0,1,1
"('55.826554', '37.65028')",9.546617203346248,0,0,0,0,1,1
"('55.823393', '37.619899')",10.70485632050522,0,0,0,0,0,2
"('55.870713', '37.71371')",8.56291445175715,0,0,0,0,1,1
"('55.870713', '37.71371')",8.56291445175715,0,0,0,0,1,1
"('55.691379', '37.604906')",10.830330362969173,0,0,0,0,0,4
"('55.694813', '37.607914')",11.25165387193151,0,0,0,0,0,4
"('55.675631', '37.62872')",9.793113240561683,0,0,0,0,1,3
"('55.680143', '37.609685')",9.745849864470042,0,0,0,0,1,3
"('55.7094255', '37.6240153')",13.116408878887892,0,0,0,0,0,3
"('55.6873515', '37.5984783')",10.285772842226192,0,0,0,0,0,4
"('55.673676', '37.601106')",8.883554862884559,0,0,0,0,1,3
"('55.699943', '37.619683')",12.030858976272093,0,0,0,0,0,3
"('55.7094255', '37.6240153')",13.116408878887892,0,0,0,0,0,3
"('55.703842', '37.615875')",12.362170609041446,0,0,0,0,0,3
"('55.699943', '37.619683')",12.030858976272093,0,0,0,0,0,3
"('55.698173', '37.619827')",11.849097874491136,0,0,0,0,0,3
"('55.713998', '37.619989')",13.517319114566565,0,0,0,0,0,3
"('55.698173', '37.619827')",11.849097874491136,0,0,0,0,0,3
"('55.692734', '37.60302')",10.940628627607627,0,0,0,0,0,4
"('55.708288', '37.643228')",12.496976519396064,0,0,0,0,0,3
"('55.696487', '37.612747')",11.523196545611023,0,0,0,0,0,4
"('55.691745', '37.610269')",10.97316028635096,0,0,0,0,0,4
"('55.69181', '37.607978')",10.93450550392529,0,0,0,0,0,4
"('55.699406', '37.624444')",12.08115112445886,0,0,0,0,0,3
"('55.699943', '37.619683')",12.030858976272093,0,0,0,0,0,3
"('55.710732', '37.640551')",12.816911939463973,0,0,0,0,0,3
"('55.671174', '37.62908')",9.372075503382673,0,0,0,0,2,2
"('55.6825589', '37.6943914')",8.460986053850412,0,0,0,0,2,1
"('55.870693', '37.550846')",4.498666145544373,0,0,0,1,0,1
"('55.861272', '37.541234')",4.284734465560898,0,0,0,1,0,1
"('55.861524', '37.5425')",4.342490850418513,0,0,0,1,0,1
"('55.860077', '37.54629')",4.627059148388671,0,0,0,1,0,1
"('55.86405', '37.554447')",4.919324633943653,0,0,0,1,0,1
"('55.860944', '37.567212')",5.78880531261292,0,0,0,0,1,0
"('55.858867', '37.561284')",5.532401286972546,0,0,0,0,1,0
"('55.866687', '37.557107')",4.987241615197948,0,0,0,1,0,1
"('55.860994', '37.542051')",4.344407992533589,0,0,0,1,0,1
"('55.860077', '37.54629')",4.627059148388671,0,0,0,1,0,1
"('55.855043', '37.557013')",5.483820222098653,0,0,0,0,1,0
"('55.903014', '37.550801')",5.143149901857184,0,0,0,0,1,0
"('55.859968', '37.566683')",5.7967719159488835,0,0,0,0,1,0
"('55.871284', '37.497548')",1.3718908394109381,0,0,1,0,1,0
"('55.860994', '37.542051')",4.344407992533589,0,0,0,1,0,1
"('55.879455', '37.53657')",3.5077398487029208,0,0,0,1,0,1
"('55.865389', '37.558122')",5.0897165720139705,0,0,0,0,1,0
"('55.850368', '37.578181')",6.897692256618549,0,0,0,0,1,1
"('55.867578', '37.562794')",5.305509804901765,0,0,0,0,1,0
"('55.86204', '37.555695')",5.07222729330334,0,0,0,0,1,0
"('55.867714', '37.552742')",4.693128592817426,0,0,0,1,0,1
"('55.85726', '37.563323')",5.722902267235209,0,0,0,0,1,0
"('55.866718', '37.553918')",4.794695116419703,0,0,0,1,0,1
"('55.867714', '37.552742')",4.693128592817426,0,0,0,1,0,1
"('55.86995', '37.549004')",4.404251997521367,0,0,0,1,0,1
"('55.847442', '37.564967')",6.350960307794083,0,0,0,0,1,0
"('55.857458', '37.567958')",5.978069805623233,0,0,0,0,1,0
"('55.86132', '37.565414')",5.668689771591153,0,0,0,0,1,0
"('55.857656', '37.569233')",6.042502219919688,0,0,0,0,1,0
"('55.85726', '37.563323')",5.722902267235209,0,0,0,0,1,0
"('55.79942', '37.539223')",9.598063370470241,0,0,0,0,1,0
"('55.821371', '37.587946')",9.30072474053906,0,0,0,0,1,1
"('55.833182', '37.531595')",6.025385719531503,0,0,0,0,1,0
"('55.882064', '37.502858')",1.4372409983473409,0,0,1,0,1,0
"('55.733364', '37.828938')",8.84321230260145,0,0,0,0,1,2
"('55.736726', '37.824508')",8.422156399218716,0,0,0,0,1,2
"('55.710749', '37.794607')",9.866458098031162,0,0,0,0,1,2
"('55.732525', '37.83344')",8.996188299642505,0,0,0,0,1,2
"('55.724794', '37.798044')",9.610848004870109,0,0,0,0,1,2
"('55.720023', '37.823951')",10.251229734464578,0,0,0,0,0,3
"('55.7255', '37.810818')",9.555165781405945,0,0,0,0,1,2
"('55.715023', '37.802277')",10.37908546288245,0,0,0,0,0,3
"('55.71453', '37.777515')",10.284009378331216,0,0,0,0,0,3
"('55.75103', '37.80868')",6.710658317482506,0,0,0,0,1,1
"('55.81247', '37.80198')",0.19263048263188054,1,0,1,0,1,0
"('55.75311', '37.78632')",6.514876409884734,0,0,0,0,1,1
"('55.721817', '37.818886')",10.011239381000461,0,0,0,0,0,3
"('55.720322', '37.795987')",10.111165001075271,0,0,0,0,0,3
"('55.720956', '37.811016')",10.060727084080721,0,0,0,0,0,3
"('55.718628', '37.78827')",10.323172723110085,0,0,0,0,0,3
"('55.722477', '37.781641')",9.935640540956843,0,0,0,0,1,2
"('55.7186429', '37.8263095')",10.425612034514524,0,0,0,0,0,3
"('55.710094', '37.78995')",9.781149924323461,0,0,0,0,1,2
"('55.68399', '37.853147')",8.07892647388424,0,0,0,0,1,2
"('55.678566', '37.723988')",7.371801333732605,0,0,0,0,2,1
"('55.7156246', '37.7789853')",10.401592136728784,0,0,0,0,0,3
"('55.701465', '37.84004')",9.458033215042779,0,0,0,0,1,2
"('55.697194', '37.79004')",8.345743746297865,0,0,0,0,2,1
"('55.74855', '37.810055')",6.9931077043050385,0,0,0,0,1,1
"('55.700212', '37.810809')",8.82053917609521,0,0,0,0,1,2
"('55.740466', '37.767214')",8.13112696619855,0,0,0,0,1,2
"('55.757004', '37.827526')",6.265022124509445,0,0,0,0,1,0
"('55.715829', '37.82926')",10.765052996828498,0,0,0,0,0,3
"('55.686888', '37.920296')",11.117316116831507,0,0,0,0,0,2
"('55.733032', '37.825504')",8.837966286067763,0,0,0,0,1,2
"('55.714185', '37.799386')",10.269349399302254,0,0,0,0,0,3
"('55.714474', '37.78728')",10.265565059653998,0,0,0,0,0,3
"('55.722091', '37.825919')",10.04271152945979,0,0,0,0,0,3
"('55.720905', '37.808132')",10.055675596705099,0,0,0,0,0,3
"('55.711666', '37.79108')",9.958294295779329,0,0,0,0,1,2
"('55.718086', '37.819514')",10.428398622673065,0,0,0,0,0,3
"('55.71676', '37.830185')",10.673046344556566,0,0,0,0,0,3
"('55.759932', '37.694037')",8.759616963608888,0,0,0,0,1,0
"('55.750216', '37.817951')",6.8716360511757,0,0,0,0,1,1
"('55.756888', '37.777535')",6.200317184389954,0,0,0,0,1,1
"('55.85224', '37.610996')",8.696661851874484,0,0,0,0,1,1
"('55.85061', '37.5769')",6.8141229557676635,0,0,0,0,1,1
"('55.840218', '37.5849927')",7.840958614213862,0,0,0,0,1,1
"('55.861135', '37.590973')",7.195913137968462,0,0,0,0,1,1
"('55.841362', '37.580903')",7.557086614947963,0,0,0,0,1,1
"('55.848957', '37.587246')",7.474631761247086,0,0,0,0,1,1
"('55.85061', '37.5769')",6.8141229557676635,0,0,0,0,1,1
"('55.863304', '37.59109')",7.139668452135968,0,0,0,0,1,1
"('55.867445', '37.587533')",6.82155471449936,0,0,0,0,1,1
"('55.840029', '37.582586')",7.727503197807704,0,0,0,0,1,1
"('55.864292', '37.586914')",6.859293231574277,0,0,0,0,1,1
"('55.843555', '37.579672')",7.3590066671242145,0,0,0,0,1,1
"('55.823646', '37.571219')",8.385272778743175,0,0,0,0,1,1
"('55.868187', '37.606119')",7.9539199886713385,0,0,0,0,1,1
"('55.850914', '37.617536')",9.132060936521022,0,0,0,0,1,1
"('55.850141', '37.622425')",9.44922591319347,0,0,0,0,1,1
"('55.854133', '37.61865')",9.081461336072959,0,0,0,0,1,1
"('55.85533', '37.616856')",8.934156686947139,0,0,0,0,1,1
"('55.86968', '37.599545')",7.522470180623677,0,0,0,0,1,1
"('55.8648791', '37.5977803')",7.507419824277209,0,0,0,0,1,1
"('55.8468', '37.575792')",6.962013111267173,0,0,0,0,1,1
"('55.8468', '37.575792')",6.962013111267173,0,0,0,0,1,1
"('55.864017', '37.589684')",7.035013042805398,0,0,0,0,1,1
"('55.871531', '37.60796')",8.020144660683401,0,0,0,0,1,1
"('55.865889', '37.589042')",6.948913273323653,0,0,0,0,1,1
"('55.86446', '37.599094')",7.597717039366817,0,0,0,0,1,1
"('55.721802', '37.848565')",10.398333083129208,0,0,0,0,0,3
"('55.771732', '37.619099')",12.170039910305148,0,0,0,0,0,2
"('55.94088', '37.5291857')",7.526878084921597,0,0,0,0,1,0
"('55.9422093', '37.5297096')",7.675531954824905,0,0,0,0,1,0
"('55.9422093', '37.5297096')",7.675531954824905,0,0,0,0,1,0
"('55.853142', '37.501142')",3.1599098253886844,0,0,0,1,0,1
"('55.834714', '37.523519')",5.62254254654391,0,0,0,0,1,0
"('55.849559', '37.487299')",3.3105349819360756,0,0,0,1,0,1
"('55.850075', '37.478693')",3.2278829503322575,0,0,0,1,0,1
"('55.8367599', '37.5183955')",5.271734330435924,0,0,0,0,1,0
"('55.852521', '37.520402')",3.8671930822783502,0,0,0,1,0,1
"('55.830437', '37.486687')",5.426031667748932,0,0,0,0,1,0
"('55.850437', '37.5011')",3.4360512025681547,0,0,0,1,0,1
"('55.84073', '37.494404')",4.353868004385187,0,0,0,1,0,1
"('55.851591', '37.518389')",3.868373565040017,0,0,0,1,0,1
"('55.849559', '37.487299')",3.3105349819360756,0,0,0,1,0,1
"('55.857978', '37.471237')",2.416970894948489,0,0,1,0,1,0
"('55.840443', '37.528423')",5.241115236405765,0,0,0,0,1,0
"('55.857301', '37.475576')",2.4410731218109434,0,0,1,0,1,0
"('55.830857', '37.492922')",5.421389698776193,0,0,0,0,1,0
"('55.8370552', '37.4976526')",4.7968355961662015,0,0,0,1,0,1
"('55.868395', '37.462514')",1.636602693960229,0,0,1,0,1,0
"('55.857716', '37.506874')",2.8915947588241866,0,0,1,0,1,0
"('55.839572', '37.493183')",4.466084383619352,0,0,0,1,0,1
"('55.85078', '37.50035')",3.3831688588740287,0,0,0,1,0,1
"('55.84073', '37.494404')",4.353868004385187,0,0,0,1,0,1
"('55.857301', '37.475576')",2.4410731218109434,0,0,1,0,1,0
"('55.868662', '37.456755')",1.884621506106926,0,0,1,0,1,0
"('55.841561', '37.495863')",4.282796759533786,0,0,0,1,0,1
"('55.868662', '37.456755')",1.884621506106926,0,0,1,0,1,0
"('55.858124', '37.47192')",2.391197190208875,0,0,1,0,1,0
"('55.857841', '37.469099')",2.467223059105857,0,0,1,0,1,0
"('55.854436', '37.496129')",2.909133115497819,0,0,1,0,1,0
"('55.849615', '37.488682')",3.316571146830049,0,0,0,1,0,1
"('55.851616', '37.520994')",3.9682633775983844,0,0,0,1,0,1
"('55.84073', '37.494404')",4.353868004385187,0,0,0,1,0,1
"('55.841278', '37.494442')",4.294579535089824,0,0,0,1,0,1
"('55.864778', '37.466188')",1.8248984426500634,0,0,1,0,1,0
"('55.817461', '37.525594')",7.415310216917074,0,0,0,0,1,0
"('55.84132', '37.515972')",4.750861682019801,0,0,0,1,0,1
"('55.84769', '37.514187')",4.078105014149679,0,0,0,1,0,1
"('55.868662', '37.456755')",1.884621506106926,0,0,1,0,1,0
"('55.852707', '37.513584')",3.5894588786323354,0,0,0,1,0,1
"('55.841561', '37.495863')",4.282796759533786,0,0,0,1,0,1
"('55.851616', '37.520994')",3.9682633775983844,0,0,0,1,0,1
"('55.841079', '37.493704')",4.3071883756723865,0,0,0,1,0,1
"('55.821725', '37.516602')",6.770409699314912,0,0,0,0,1,0
"('55.819115', '37.489265')",6.695282585424595,0,0,0,0,1,0
"('55.820749', '37.518416')",6.91113573722452,0,0,0,0,1,0
"('55.816662', '37.51246')",7.228224286421444,0,0,0,0,1,0
"('55.81956', '37.517464')",7.015740124775972,0,0,0,0,1,0
"('55.816662', '37.51246')",7.228224286421444,0,0,0,0,1,0
"('55.819272', '37.494611')",6.713598155579328,0,0,0,0,1,0
"('55.826913', '37.521605')",6.349192757111962,0,0,0,0,1,0
"('55.869455', '37.46211')",1.571645166477282,0,0,1,0,1,0
"('55.809029', '37.505247')",7.948133572714715,0,0,0,0,1,0
"('55.826913', '37.521605')",6.349192757111962,0,0,0,0,1,0
"('55.808456', '37.505524')",8.014092161406543,0,0,0,0,1,0
"('55.812388', '37.483971')",7.424990314142568,0,0,0,0,1,0
"('55.819565', '37.489464')",6.646386785058678,0,0,0,0,1,0
"('55.816495', '37.514994')",7.291502434384073,0,0,0,0,1,0
"('55.820971', '37.523537')",7.004903381276553,0,0,0,0,1,0
"('55.816404', '37.522513')",7.454029459344203,0,0,0,0,1,0
"('55.817406', '37.48908')",6.884030827250265,0,0,0,0,1,0
"('55.778061', '37.555777')",12.19261712028403,0,0,0,0,0,1
"('55.775454', '37.5577')",12.506958564972436,0,0,0,0,0,1
"('55.800808', '37.503036')",8.824542763699204,0,0,0,0,1,0
"('55.818665', '37.51124')",6.992771759616527,0,0,0,0,1,0
"('55.812388', '37.483971')",7.424990314142568,0,0,0,0,1,0
"('55.822979', '37.526735')",6.880857737997058,0,0,0,0,1,0
"('55.812388', '37.483971')",7.424990314142568,0,0,0,0,1,0
"('55.8217699', '37.5199416')",6.838391677737175,0,0,0,0,1,0
"('55.71954', '37.690896')",12.284636251362295,0,0,0,0,0,3
"('55.7348828', '37.6793423')",11.377367394748438,0,0,0,0,0,3
"('55.7348828', '37.6793423')",11.377367394748438,0,0,0,0,0,3
"('55.72517', '37.676132')",12.33198524718179,0,0,0,0,0,3
"('55.72893', '37.67554')",12.033945163869745,0,0,0,0,0,3
"('55.718775', '37.674418')",12.669059795409925,0,0,0,0,0,3
"('55.729419', '37.677552')",11.910648654132103,0,0,0,0,0,3
"('55.730101', '37.673214')",12.031159261459244,0,0,0,0,0,3
"('55.729371', '37.67334')",12.087050165224355,0,0,0,0,0,3
"('55.728562', '37.678971')",11.926762067263462,0,0,0,0,0,3
"('55.734207', '37.679978')",11.407243991973498,0,0,0,0,0,3
"('55.730015', '37.67684')",11.88904228951975,0,0,0,0,0,3
"('55.7198492', '37.6940765')",12.145552193627388,0,0,0,0,0,3
"('55.725453', '37.67042')",12.537244885673212,0,0,0,0,0,3
"('55.73516', '37.678936')",11.371379448924394,0,0,0,0,0,3
"('55.71767', '37.667752')",12.713850145156492,0,0,0,0,0,3
"('55.72639', '37.67202')",12.39264067424807,0,0,0,0,0,3
"('55.725246', '37.67724')",12.281637316002694,0,0,0,0,0,3
"('55.730669', '37.670833')",12.083594450447519,0,0,0,0,0,3
"('55.725246', '37.67724')",12.281637316002694,0,0,0,0,0,3
"('55.730724', '37.670033')",12.112829252435093,0,0,0,0,0,3
"('55.73516', '37.678936')",11.371379448924394,0,0,0,0,0,3
"('55.722193', '37.672855')",12.719199092674556,0,0,0,0,0,3
"('55.7282164', '37.6727889')",12.206817059144461,0,0,0,0,0,3
"('55.725458', '37.678056')",12.231123625448546,0,0,0,0,0,3
"('55.739924', '37.667573')",11.4875268960397,0,0,0,0,0,1
"('55.681267', '37.7592')",6.775575693006223,0,0,0,0,2,1
"('55.704697', '37.75045')",9.440011511479247,0,0,0,0,1,2
"('55.703449', '37.742187')",9.44230849635425,0,0,0,0,1,2
"('55.70741', '37.757355')",9.644292193302324,0,0,0,0,1,2
"('55.6815818', '37.7454492')",7.0711636217088305,0,0,0,0,2,1
"('55.698883', '37.740201')",8.995951941905876,0,0,0,0,2,1
"('55.678966', '37.758419')",6.540271379112457,0,0,0,0,2,1
"('55.70414', '37.76866')",9.17694966349855,0,0,0,0,1,2
"('55.6961', '37.73675')",8.776553232286062,0,0,0,0,2,1
"('55.678825', '37.750893')",6.66526638574187,0,0,0,0,2,0
"('55.705521', '37.76008')",9.40683814443488,0,0,0,0,1,2
"('55.686213', '37.738072')",7.722775270058986,0,0,0,0,2,1
"('55.681092', '37.772613')",6.599594068327898,0,0,0,0,2,1
"('55.681453', '37.765193')",6.713206434642235,0,0,0,0,2,1
"('55.722483', '37.734259')",10.697433003688422,0,0,0,0,0,3
"('55.699639', '37.783356')",8.614573949581873,0,0,0,0,2,1
"('55.714839', '37.756673')",10.465674031576551,0,0,0,0,0,3
"('55.68027', '37.74982')",6.839400806124108,0,0,0,0,2,1
"('55.69464', '37.74631')",8.42858800022625,0,0,0,0,2,1
"('55.70507', '37.75788')",9.38216581896286,0,0,0,0,1,2
"('55.679066', '37.76078')",6.513710157805552,0,0,0,0,2,1
"('55.704605', '37.76142')",9.292169046455234,0,0,0,0,1,2
"('55.705663', '37.759339')",9.430488882065283,0,0,0,0,1,2
"('55.698746', '37.78718')",8.514497534499196,0,0,0,0,2,1
"('55.681037', '37.757566')",6.7768559732573905,0,0,0,0,2,1
"('55.698055', '37.787254')",8.437623831285343,0,0,0,0,2,1
"('55.700245', '37.784615')",8.681082286493636,0,0,0,0,1,2
"('55.702822', '37.7677')",9.038574645948227,0,0,0,0,1,2
"('55.704063', '37.754215')",9.318257777495154,0,0,0,0,1,2
"('55.677616', '37.758895')",6.387383822198573,0,0,0,0,2,0
"('55.698486', '37.782036')",8.488037008965124,0,0,0,0,2,1
"('55.707506', '37.758157')",9.645618040131271,0,0,0,0,1,2
"('55.70776', '37.760117')",9.652146679995717,0,0,0,0,1,2
"('55.698883', '37.740201')",8.995951941905876,0,0,0,0,2,1
"('55.677208', '37.75047')",6.5045110769574075,0,0,0,0,2,0
"('55.667046', '37.784595')",4.985031878117134,0,0,0,1,1,1
"('55.696149', '37.749319')",8.536651930461604,0,0,0,0,2,1
"('55.704489', '37.768121')",9.219537932289189,0,0,0,0,1,2
"('55.670849', '37.775442')",5.446009910101807,0,0,0,0,2,0
"('55.669939', '37.758768')",5.569931879523798,0,0,0,0,2,0
"('55.702404', '37.751978')",9.169357123176779,0,0,0,0,2,1
"('55.847705', '37.370581')",7.71812469231744,0,0,0,0,1,0
"('55.847705', '37.370581')",7.71812469231744,0,0,0,0,1,0
"('55.840755', '37.38834')",7.176476331779625,0,0,0,0,1,0
"('55.844834', '37.347494')",9.159689224138202,0,0,0,0,1,0
"('55.851884', '37.352012')",8.595992451253174,0,0,0,0,1,0
"('55.852137', '37.354582')",8.435494229573356,0,0,0,0,1,0
"('55.840149', '37.377569')",7.766864734102247,0,0,0,0,1,0
"('55.859505', '37.40859')",5.001708817957995,0,0,0,0,1,0
"('55.8565101', '37.4045102')",5.380231353216326,0,0,0,0,1,0
"('55.842464', '37.373302')",7.853154749352178,0,0,0,0,1,0
