coords,edu_uni_closest_km,edu_uni_less500m,edu_uni_0.5-1km,edu_uni_1-3km,edu_uni_3-5km,edu_uni_5-10km,edu_uni_10-15km
"('55.814117', '37.64788')",1.4559226499225308,0,0,1,0,1,0
"('55.806499', '37.643911')",0.7256276308854155,0,1,0,1,0,1
"('55.80527', '37.63897')",0.41477726279558075,1,0,1,0,1,0
"('55.801536', '37.636715')",0.10795033169672498,1,0,1,0,1,0
"('55.806565', '37.642662')",0.6739242349043458,0,1,0,1,0,1
"('55.815556', '37.624374')",0.6667897835819054,0,1,0,1,0,1
"('55.816045', '37.627247')",0.8062286170176718,0,1,0,1,0,1
"('55.8145435', '37.6248368')",0.5828339345863476,0,1,0,1,0,1
"('55.8158484', '37.6282409')",0.8272565086774327,0,1,0,1,0,1
"('55.812216', '37.632368')",0.8239414378205799,0,1,0,1,0,1
"('55.810602', '37.632098')",0.7762850057333993,0,1,0,1,0,1
"('55.8064017', '37.6481266')",0.9354132418518565,0,1,0,1,0,1
"('55.809904', '37.635081')",0.8549260953794748,0,1,0,1,0,1
"('55.810688', '37.63676')",0.9490812562580739,0,1,0,1,0,1
"('55.8039169', '37.6292881')",0.34290515558909423,1,0,1,0,1,0
"('55.806545', '37.632107')",0.5123356417759516,0,1,0,1,0,1
"('55.806545', '37.632107')",0.5123356417759516,0,1,0,1,0,1
"('55.808948', '37.638')",0.7705699500295186,0,1,0,1,0,1
"('55.806499', '37.643911')",0.7256276308854155,0,1,0,1,0,1
"('55.632825', '37.744549')",4.8659677825098395,0,0,0,1,0,1
"('55.632825', '37.744549')",4.8659677825098395,0,0,0,1,0,1
"('55.6339225', '37.7472722')",4.76565747685686,0,0,0,1,0,1
"('55.63254', '37.762471')",5.137383831451631,0,0,0,0,1,0
"('55.633953', '37.761078')",4.960471028893953,0,0,0,1,0,1
"('55.633537', '37.760845')",5.000008737173562,0,0,0,0,1,0
"('55.637333', '37.77095')",4.848022009897372,0,0,0,1,0,1
"('55.632139', '37.755392')",5.057159058594971,0,0,0,0,1,0
"('55.635157', '37.746624')",4.623870887439941,0,0,0,1,0,1
"('55.635157', '37.746624')",4.623870887439941,0,0,0,1,0,1
"('55.636356', '37.747639')",4.501125440894231,0,0,0,1,0,1
"('55.663918', '37.751772')",1.6778418689829324,0,0,1,0,1,0
"('55.69559', '37.604717')",1.3100987302993827,0,0,1,0,1,0
"('55.625755', '37.722882')",5.6882679748391745,0,0,0,0,1,0
"('55.6201123', '37.7485915')",6.300972860255161,0,0,0,0,1,0
"('55.679991', '37.68447')",3.2844234788181677,0,0,0,1,0,1
"('55.601203', '37.727553')",8.376866613915212,0,0,0,0,1,0
"('55.644008', '37.712542')",3.89159350415447,0,0,0,1,0,1
"('55.619118', '37.72502')",6.403651603650509,0,0,0,0,1,0
"('55.6499812', '37.738784')",2.9322530410809025,0,0,1,0,1,0
"('55.64665', '37.657637')",3.705224868969068,0,0,0,1,0,1
"('55.652496', '37.745007')",2.702608092563931,0,0,1,0,1,0
"('55.678047', '37.6773')",3.3053137852314474,0,0,0,1,0,1
"('55.641854', '37.763827')",4.201121717288001,0,0,0,1,0,1
"('55.639517', '37.755491')",4.264660553382716,0,0,0,1,0,1
"('55.637714', '37.76347')",4.617423708855371,0,0,0,1,0,1
"('55.639517', '37.755491')",4.264660553382716,0,0,0,1,0,1
"('55.6413', '37.767582')",4.3581307946700845,0,0,0,1,0,1
"('55.633658', '37.753928')",4.87140423389615,0,0,0,1,0,1
"('55.629684', '37.745367')",5.2191438027589285,0,0,0,0,1,0
"('55.636824', '37.764995')",4.745116925474932,0,0,0,1,0,1
"('55.637592', '37.76461')",4.656789834975709,0,0,0,1,0,1
"('55.537801', '37.503971')",15.370434135452953,0,0,0,0,0,0
"('55.659414', '37.759569')",2.3724958487503964,0,0,1,0,1,0
"('55.645426', '37.733707')",3.4390555452851452,0,0,0,1,0,1
"('55.6482618', '37.7208167')",3.2679713352750195,0,0,0,1,0,1
"('55.62235', '37.737614')",6.004955516797258,0,0,0,0,1,0
"('55.65431', '37.763728')",2.9857157048806915,0,0,1,0,1,0
"('55.616661', '37.745322')",6.662070955735258,0,0,0,0,1,0
"('55.688061', '37.7176547')",1.7371887867029798,0,0,1,0,1,0
"('55.618898', '37.719163')",6.479077725923743,0,0,0,0,1,0
"('55.63636', '37.657097')",4.688557830525903,0,0,0,1,0,1
"('55.635889', '37.76592')",4.8635175234758945,0,0,0,1,0,1
"('55.634237', '37.748601')",4.743636864496369,0,0,0,1,0,1
"('55.60817', '37.72758')",7.602917968493128,0,0,0,0,1,0
"('55.593726', '37.53826')",8.793156331856434,0,0,0,0,1,0
"('55.592744', '37.668713')",9.4961703155722,0,0,0,0,1,0
"('55.674631', '37.51344')",0.6868476433524077,0,1,0,1,0,1
"('55.616676', '37.497063')",7.135069937688579,0,0,0,0,1,0
"('55.889816', '37.663322')",0.5849096212574108,0,1,0,1,0,1
"('55.77557', '37.498096')",2.1286151198529315,0,0,1,0,1,0
"('55.720956', '37.811016')",5.617657213084459,0,0,0,0,1,0
"('55.67145', '37.766468')",1.9573430717508775,0,0,1,0,1,0
"('55.632526', '37.67765')",5.7150109806992315,0,0,0,0,1,0
"('55.896161', '37.612811')",3.143940022747322,0,0,0,1,0,1
"('55.88001', '37.59277')",4.162774789895709,0,0,0,1,0,1
"('55.876293', '37.580788')",3.9314769162109475,0,0,0,1,0,1
"('55.887276', '37.615047')",2.7539626449428414,0,0,1,0,1,0
"('55.900829', '37.589051')",4.715892936591068,0,0,0,1,0,1
"('55.8798634', '37.5972609')",3.886038721561656,0,0,0,1,0,1
"('55.89701', '37.600998')",3.8654311669651698,0,0,0,1,0,1
"('55.897686', '37.582394')",4.994347011793287,0,0,0,1,0,1
"('55.900829', '37.589051')",4.715892936591068,0,0,0,1,0,1
"('55.896171', '37.618498')",2.8213027034948372,0,0,1,0,1,0
"('55.902858', '37.574543')",5.643508089920519,0,0,0,0,1,0
"('55.891182', '37.603416')",3.5412799777341277,0,0,0,1,0,1
"('55.892092', '37.621902')",2.4496345789805547,0,0,1,0,1,0
"('55.898866', '37.625424')",2.606336528905864,0,0,1,0,1,0
"('55.899199', '37.605652')",3.6915519909607966,0,0,0,1,0,1
"('55.900547', '37.61407')",3.300151514662698,0,0,0,1,0,1
"('55.90435', '37.58175')",5.28956690651787,0,0,0,0,1,0
"('55.90553', '37.57319')",5.832855885934414,0,0,0,0,1,0
"('55.8798634', '37.5972609')",3.886038721561656,0,0,0,1,0,1
"('55.890007', '37.605481')",3.3895982810516765,0,0,0,1,0,1
"('55.898866', '37.625424')",2.606336528905864,0,0,1,0,1,0
"('55.907279', '37.567455')",6.239288459863374,0,0,0,0,1,0
"('55.89237', '37.577418')",5.164625443073035,0,0,0,0,1,0
"('55.881226', '37.583374')",4.494818506567349,0,0,0,1,0,1
"('55.896626', '37.594494')",4.236160540116175,0,0,0,1,0,1
"('55.898866', '37.625424')",2.606336528905864,0,0,1,0,1,0
"('55.887836', '37.615784')",2.715467887921468,0,0,1,0,1,0
"('55.894844', '37.583355')",4.855303651607768,0,0,0,1,0,1
"('55.892006', '37.613826')",2.929713755203435,0,0,1,0,1,0
"('55.89137', '37.58552')",4.646346753500992,0,0,0,1,0,1
"('55.890163', '37.584946')",4.662354868834177,0,0,0,1,0,1
"('55.905357', '37.575756')",5.677840171125411,0,0,0,0,1,0
"('55.898866', '37.625424')",2.606336528905864,0,0,1,0,1,0
"('55.90627', '37.567528')",6.191260083509162,0,0,0,0,1,0
"('55.900433', '37.608994')",3.568065103477847,0,0,0,1,0,1
"('55.881226', '37.583374')",4.494818506567349,0,0,0,1,0,1
"('55.892844', '37.577606')",5.162035049490496,0,0,0,0,1,0
"('55.883244', '37.59594')",3.9366332113726994,0,0,0,1,0,1
"('55.895966', '37.570446')",5.67019859763063,0,0,0,0,1,0
"('55.893808', '37.577376')",5.196080746003995,0,0,0,0,1,0
"('55.894667', '37.590057')",4.443318032285471,0,0,0,1,0,1
"('55.893713', '37.629421')",2.088123705481977,0,0,1,0,1,0
"('55.886086', '37.592472')",4.154368162149079,0,0,0,1,0,1
"('55.888966', '37.598743')",3.7891043721353164,0,0,0,1,0,1
"('55.904367', '37.589069')",4.875947698287456,0,0,0,1,0,1
"('55.843414', '37.566072')",0.6054049103283925,0,1,0,1,0,1
"('55.679311', '37.44727')",4.570262386038243,0,0,0,1,0,1
"('55.694454', '37.470581')",3.5125939593408346,0,0,0,1,0,1
"('55.698004', '37.474411')",3.515396263427709,0,0,0,1,0,1
"('55.693622', '37.469189')",3.548686344025275,0,0,0,1,0,1
"('55.6988776', '37.4683463')",3.884985947906899,0,0,0,1,0,1
"('55.689918', '37.47024')",3.3264814410089873,0,0,0,1,0,1
"('55.692745', '37.453403')",4.42960698487147,0,0,0,1,0,1
"('55.698622', '37.474517')",3.5504093464204516,0,0,0,1,0,1
"('55.70595', '37.47959')",3.871779804321458,0,0,0,1,0,1
"('55.699393', '37.468928')",3.886608697222421,0,0,0,1,0,1
"('55.699981', '37.466479')",4.050792969350828,0,0,0,1,0,1
"('55.698622', '37.474517')",3.5504093464204516,0,0,0,1,0,1
"('55.696423', '37.47377')",3.4500860449559476,0,0,0,1,0,1
"('55.713496', '37.487469')",3.8407063368913543,0,0,0,1,0,1
"('55.689035', '37.46997')",3.31020205159383,0,0,0,1,0,1
"('55.699393', '37.468928')",3.886608697222421,0,0,0,1,0,1
"('55.69408', '37.477095')",3.1350022239153406,0,0,0,1,0,1
"('55.698004', '37.474411')",3.515396263427709,0,0,0,1,0,1
"('55.702323', '37.463035')",4.37701653107976,0,0,0,1,0,1
"('55.739404', '37.739899')",3.9977664373838246,0,0,0,1,0,1
"('55.704327', '37.780437')",3.3711543161164705,0,0,0,1,0,1
"('55.856982', '37.637569')",2.535916054218155,0,0,1,0,1,0
"('55.647465', '37.610672')",3.126132309207725,0,0,0,1,0,1
"('55.873541', '37.705095')",2.8343541591162307,0,0,1,0,1,0
"('55.663918', '37.751772')",1.6778418689829324,0,0,1,0,1,0
"('55.69559', '37.604717')",1.3100987302993827,0,0,1,0,1,0
"('55.880295', '37.496174')",5.249860898861251,0,0,0,0,1,0
"('55.874567', '37.580077')",3.7407493502861633,0,0,0,1,0,1
"('55.81745', '37.800865')",2.262575027071752,0,0,1,0,1,0
"('55.865541', '37.653909')",2.018229933643834,0,0,1,0,1,0
"('55.714035', '37.765884')",2.696272404742852,0,0,1,0,1,0
"('55.707491', '37.928632')",10.414632364719255,0,0,0,0,0,1
"('55.722036', '37.787498')",4.308393722802753,0,0,0,1,0,1
"('55.81021', '37.723045')",1.5359249072853403,0,0,1,0,1,0
"('55.783524', '37.467096')",0.10754606122417469,1,0,1,0,1,0
"('55.728652', '37.68067')",1.870633303886388,0,0,1,0,1,0
"('55.70653', '37.786743')",3.7777853302182476,0,0,0,1,0,1
"('55.926605', '37.5402')",8.75488776226032,0,0,0,0,1,0
"('55.738388', '37.7049')",2.5297045320626923,0,0,1,0,1,0
"('55.672306', '37.76203')",1.662711177000584,0,0,1,0,1,0
"('55.807101', '37.799328')",1.1506679354348555,0,0,1,0,1,0
"('55.70053', '37.758266')",2.014685774348217,0,0,1,0,1,0
"('55.704874', '37.916936')",10.206983031689619,0,0,0,0,0,1
"('55.518265', '37.572701')",16.92524008870421,0,0,0,0,0,0
"('55.653126', '37.558723')",2.099300039216922,0,0,1,0,1,0
"('55.500856', '37.522207')",19.128638122462906,0,0,0,0,0,0
"('55.566231', '37.497629')",12.509699149126211,0,0,0,0,0,1
"('55.65675', '37.563213')",1.6174892959576872,0,0,1,0,1,0
"('55.661217', '37.52978')",2.1079233717778556,0,0,1,0,1,0
"('55.592378', '37.604232')",8.900614345863485,0,0,0,0,1,0
"('55.603141', '37.588656')",7.5442087427891575,0,0,0,0,1,0
"('55.587453', '37.597163')",9.35174408410654,0,0,0,0,1,0
"('55.59687', '37.593704')",8.281769712713917,0,0,0,0,1,0
"('55.587453', '37.597163')",9.35174408410654,0,0,0,0,1,0
"('55.5838', '37.591288')",9.701102189263196,0,0,0,0,1,0
"('55.596457', '37.599822')",8.397440586718982,0,0,0,0,1,0
"('55.581726', '37.580842')",9.873737804877816,0,0,0,0,1,0
"('55.584645', '37.603487')",9.732084926243422,0,0,0,0,1,0
"('55.581726', '37.580842')",9.873737804877816,0,0,0,0,1,0
"('55.582392', '37.58034')",9.798058019138375,0,0,0,0,1,0
"('55.589977', '37.601196')",9.121578718130383,0,0,0,0,1,0
"('55.591259', '37.598339')",8.947288168150788,0,0,0,0,1,0
"('55.596457', '37.599822')",8.397440586718982,0,0,0,0,1,0
"('55.591259', '37.598339')",8.947288168150788,0,0,0,0,1,0
"('55.669518', '37.628882')",0.5922296146887573,0,1,0,1,0,1
"('55.582412', '37.578797')",9.791442996056382,0,0,0,0,1,0
"('55.582629', '37.582469')",9.779361663837944,0,0,0,0,1,0
"('55.590913', '37.594953')",8.949068431278379,0,0,0,0,1,0
"('55.588415', '37.601798')",9.299555066649278,0,0,0,0,1,0
"('55.581872', '37.579927')",9.854617690363074,0,0,0,0,1,0
"('55.594055', '37.598114')",8.638693142533628,0,0,0,0,1,0
"('55.59687', '37.593704')",8.281769712713917,0,0,0,0,1,0
"('55.587517', '37.610997')",9.527322623362167,0,0,0,0,1,0
"('55.581726', '37.580842')",9.873737804877816,0,0,0,0,1,0
"('55.5979409', '37.608826')",8.370819360397034,0,0,0,0,1,0
"('55.593605', '37.605865')",8.791392510719207,0,0,0,0,1,0
"('55.597027', '37.588871')",8.220926113637848,0,0,0,0,1,0
"('55.58292', '37.581164')",9.742102651943183,0,0,0,0,1,0
"('55.585321', '37.601169')",9.629952294758747,0,0,0,0,1,0
"('55.601299', '37.597971')",7.845891395160364,0,0,0,0,1,0
"('55.581578', '37.581606')",9.89285241554619,0,0,0,0,1,0
"('55.568914', '37.590543')",11.343129189425104,0,0,0,0,0,1
"('55.582418', '37.5814')",9.798741318696555,0,0,0,0,1,0
"('55.776537', '37.540928')",1.950166239297391,0,0,1,0,1,0
"('55.53399', '37.51512')",15.6002467659777,0,0,0,0,0,0
"('55.847442', '37.564967')",0.8501612374962324,0,1,0,1,0,1
"('55.806287', '37.417994')",3.9211661734441496,0,0,0,1,0,1
"('55.642822', '37.60628')",3.7022627559808696,0,0,0,1,0,1
"('55.809196', '37.574066')",1.0695151571914272,0,0,1,0,1,0
"('55.61117', '37.52794')",7.156034427435333,0,0,0,0,1,0
"('55.4866118', '36.9185187')",2477.4555906596465,0,0,0,0,0,0
"('55.536166', '37.159387')",27.775362942515383,0,0,0,0,0,0
"('55.487709', '36.9149866')",2477.8491405357113,0,0,0,0,0,0
"('55.4833037', '36.9148754')",2477.6815818553036,0,0,0,0,0,0
"('55.4999698', '36.9183258')",2478.016270551759,0,0,0,0,0,0
"('55.545416', '37.154742')",27.438904945563923,0,0,0,0,0,0
"('55.5422995', '37.151866')",27.781308069553244,0,0,0,0,0,0
"('55.545416', '37.154742')",27.438904945563923,0,0,0,0,0,0
"('55.5444083', '37.1538739')",27.546210120327885,0,0,0,0,0,0
"('55.495129', '36.916608')",2477.989716045157,0,0,0,0,0,0
"('55.753007', '37.59303')",0.4907166747896804,1,0,1,0,1,0
"('55.748936', '37.595627')",0.614731539643386,0,1,0,1,0,1
"('55.746243', '37.600711')",1.027934757857461,0,0,1,0,1,0
"('55.7261873', '37.5635277')",2.325880005902665,0,0,1,0,1,0
"('55.762145', '37.606227')",1.2464663073703381,0,0,1,0,1,0
"('55.748376', '37.599256')",0.8508187140663496,0,1,0,1,0,1
"('55.747363', '37.594486')",0.6293922532738496,0,1,0,1,0,1
"('55.753058', '37.58579')",0.2449325465841914,1,0,1,0,1,0
"('55.748939', '37.599247')",0.8338874981394881,0,1,0,1,0,1
"('55.748936', '37.595627')",0.614731539643386,0,1,0,1,0,1
"('55.747267', '37.593381')",0.5810488806087428,0,1,0,1,0,1
"('55.75092', '37.593695')",0.4638257941277539,1,0,1,0,1,0
"('55.747363', '37.594486')",0.6293922532738496,0,1,0,1,0,1
"('55.753058', '37.58579')",0.2449325465841914,1,0,1,0,1,0
"('55.753197', '37.584145')",0.28844741041180816,1,0,1,0,1,0
"('55.753129', '37.589096')",0.31054551033449573,1,0,1,0,1,0
"('55.749871', '37.59356')",0.4629876141773884,1,0,1,0,1,0
"('55.750084', '37.584955')",0.06389936329312242,1,0,1,0,1,0
"('55.747936', '37.599058')",0.8549151375670189,0,1,0,1,0,1
"('55.599153', '37.365811')",13.209785043130093,0,0,0,0,0,1
"('55.599819', '37.35636')",13.60436787736927,0,0,0,0,0,1
"('55.6178', '37.264445')",17.496156470709934,0,0,0,0,0,0
"('55.491177', '37.311867')",2438.84405919603,0,0,0,0,0,0
"('55.621374', '37.30574')",14.96343889094024,0,0,0,0,0,1
"('55.598817', '37.360196')",13.496636059378579,0,0,0,0,0,1
"('55.626101', '37.311274')",14.4242110495753,0,0,0,0,0,1
"('55.626101', '37.311274')",14.4242110495753,0,0,0,0,0,1
"('55.6238395', '37.3049863')",14.889200945092117,0,0,0,0,0,1
"('55.623697', '37.30539')",14.87276988552671,0,0,0,0,0,1
"('55.626082', '37.310203')",14.486503588961357,0,0,0,0,0,1
"('55.599396', '37.202255')",21.90887053625463,0,0,0,0,0,0
"('55.624261', '37.309585')",14.606675726862596,0,0,0,0,0,1
"('55.491177', '37.311867')",2438.84405919603,0,0,0,0,0,0
"('55.489014', '37.312576')",2438.6857099852787,0,0,0,0,0,0
"('55.624967', '37.30654')",14.747935962677865,0,0,0,0,0,1
"('55.601416', '37.363466')",13.15022277488076,0,0,0,0,0,1
"('55.860337', '37.667061')",1.0284445213031663,0,0,1,0,1,0
"('55.604712', '37.240253')",19.48650322781525,0,0,0,0,0,0
"('55.616554', '37.264642')",17.5400852325443,0,0,0,0,0,0
"('55.603212', '37.358372')",13.262872569274844,0,0,0,0,0,1
"('55.612263', '37.306055')",15.414397406563543,0,0,0,0,0,0
"('55.6222077', '37.3069577')",14.854071193744128,0,0,0,0,0,1
"('55.4488835', '37.2497875')",2443.229376085074,0,0,0,0,0,0
"('55.609097', '37.305515')",15.618845715520834,0,0,0,0,0,0
"('55.8608539', '37.6672562')",1.0656903122657706,0,0,1,0,1,0
"('55.601956', '37.359989')",13.275745287602506,0,0,0,0,0,1
"('55.588973', '37.166081')",24.465071391041928,0,0,0,0,0,0
"('55.61408', '37.301067')",15.59348438706496,0,0,0,0,0,0
"('55.605093', '37.366394')",12.741930850935663,0,0,0,0,0,1
"('55.60477', '37.36249')",12.952577032115597,0,0,0,0,0,1
"('55.588973', '37.166081')",24.465071391041928,0,0,0,0,0,0
"('55.587345', '37.165618')",24.56732213807583,0,0,0,0,0,0
"('55.587969', '37.167962')",24.40400921741586,0,0,0,0,0,0
"('55.860337', '37.667061')",1.0284445213031663,0,0,1,0,1,0
"('55.86071', '37.670967')",0.9281093237565621,0,1,0,1,0,1
"('55.593527', '37.364463')",13.703513597243719,0,0,0,0,0,1
"('55.588973', '37.166081')",24.465071391041928,0,0,0,0,0,0
"('55.602861', '37.35769')",13.320921116795908,0,0,0,0,0,1
"('55.56925', '37.286426')",19.16869903730279,0,0,0,0,0,0
"('55.604387', '37.369907')",12.627015537829323,0,0,0,0,0,1
"('55.5525815', '37.334048')",18.362452893662695,0,0,0,0,0,0
"('55.601788', '37.374353')",12.616235278576594,0,0,0,0,0,1
"('55.644521', '37.339885')",11.986739330604484,0,0,0,0,0,1
"('55.798473', '37.53276')",1.1217520797463627,0,0,1,0,1,0
"('55.792832', '37.51414')",0.4818203360324863,1,0,1,0,1,0
"('55.812595', '37.53138')",2.1455831173929347,0,0,1,0,1,0
"('55.812595', '37.53138')",2.1455831173929347,0,0,1,0,1,0
"('55.812595', '37.53138')",2.1455831173929347,0,0,1,0,1,0
"('55.799345', '37.523968')",0.9742922323389284,0,1,0,1,0,1
"('55.8108538', '37.5331014')",1.9560624236272444,0,0,1,0,1,0
"('55.80822', '37.532008')",1.9018027020906596,0,0,1,0,1,0
"('55.793864', '37.541001')",1.2761440895775436,0,0,1,0,1,0
"('55.805746', '37.557385')",0.4036402407851371,1,0,1,0,1,0
"('55.804901', '37.509289')",1.7406532809568174,0,0,1,0,1,0
"('55.808144', '37.539527')",1.4608966915600683,0,0,1,0,1,0
"('55.812595', '37.53138')",2.1455831173929347,0,0,1,0,1,0
"('55.808758', '37.53307')",1.8601375628330878,0,0,1,0,1,0
"('55.806454', '37.521873')",1.7512187178480865,0,0,1,0,1,0
"('55.806362', '37.52286')",1.7434619657167778,0,0,1,0,1,0
"('55.809147', '37.533436')",1.8553153770421145,0,0,1,0,1,0
"('55.794606', '37.542816')",1.4093352584061836,0,0,1,0,1,0
"('55.811128', '37.514688')",2.3053721880472975,0,0,1,0,1,0
"('55.808758', '37.53307')",1.8601375628330878,0,0,1,0,1,0
"('55.811128', '37.514688')",2.3053721880472975,0,0,1,0,1,0
"('55.79935', '37.518166')",0.9761256887326587,0,1,0,1,0,1
"('55.793622', '37.545086')",1.3916094101261045,0,0,1,0,1,0
"('55.798961', '37.537092')",1.3470485656516116,0,0,1,0,1,0
"('55.80278', '37.536285')",1.5289557164146121,0,0,1,0,1,0
"('55.797751', '37.532466')",1.0484123522264537,0,0,1,0,1,0
"('55.798136', '37.545276')",1.083808148627153,0,0,1,0,1,0
"('55.8054', '37.538773')",1.4070916956025639,0,0,1,0,1,0
"('55.801186', '37.50938')",1.3720496715578543,0,0,1,0,1,0
"('55.806736', '37.54014')",1.3659544818778335,0,0,1,0,1,0
"('55.804956', '37.512344')",1.6745899477489459,0,0,1,0,1,0
"('55.802204', '37.53941')",1.3337305846567298,0,0,1,0,1,0
"('55.803894', '37.532986')",1.6401454609692976,0,0,1,0,1,0
"('55.81081', '37.53465')",1.86843531803584,0,0,1,0,1,0
"('55.793186', '37.526968')",0.445111034745445,1,0,1,0,1,0
"('55.807127', '37.515901')",1.8534660687086675,0,0,1,0,1,0
"('55.798363', '37.546435')",1.0075753204142508,0,0,1,0,1,0
"('55.797943', '37.546993')",0.999623217004558,0,1,0,1,0,1
"('55.809303', '37.53296')",1.8895811552080766,0,0,1,0,1,0
"('55.79422', '37.51759')",0.4430652243660027,1,0,1,0,1,0
"('55.8038226', '37.5305733')",1.570669731642931,0,0,1,0,1,0
"('55.808144', '37.539527')",1.4608966915600683,0,0,1,0,1,0
"('55.806105', '37.515569')",1.7454668110154306,0,0,1,0,1,0
"('55.792832', '37.51414')",0.4818203360324863,1,0,1,0,1,0
"('55.797837', '37.543066')",1.222994942435855,0,0,1,0,1,0
"('55.793864', '37.541001')",1.2761440895775436,0,0,1,0,1,0
"('55.800843', '37.515703')",1.1741439316346842,0,0,1,0,1,0
"('55.793864', '37.541001')",1.2761440895775436,0,0,1,0,1,0
"('55.798136', '37.545276')",1.083808148627153,0,0,1,0,1,0
"('55.78571', '37.52138')",0.4917028931321181,1,0,1,0,1,0
"('55.811295', '37.561787')",0.9576651279658502,0,1,0,1,0,1
"('55.885963', '37.67846')",1.1716870919761713,0,0,1,0,1,0
"('55.886248', '37.646099')",0.8146688947062188,0,1,0,1,0,1
"('55.881207', '37.65417')",0.4671059488358764,1,0,1,0,1,0
"('55.87685', '37.646893')",1.131548728455544,0,0,1,0,1,0
"('55.88158', '37.634827')",1.5353524249521262,0,0,1,0,1,0
"('55.881757', '37.694953')",2.2157261657536496,0,0,1,0,1,0
"('55.86602', '37.650253')",2.12550301994962,0,0,1,0,1,0
"('55.867314', '37.671624')",1.6091323475859844,0,0,1,0,1,0
"('55.875657', '37.644432')",1.3332621028051757,0,0,1,0,1,0
"('55.893046', '37.660305')",0.9019843665565775,0,1,0,1,0,1
"('55.885812', '37.699346')",2.472946889555504,0,0,1,0,1,0
"('55.856184', '37.659254')",1.1903385668479027,0,0,1,0,1,0
"('55.87851', '37.717728')",3.6808152221733845,0,0,0,1,0,1
"('55.876274', '37.650253')",1.0603454466717122,0,0,1,0,1,0
"('55.878864', '37.639752')",1.3472463445022715,0,0,1,0,1,0
"('55.87685', '37.646893')",1.131548728455544,0,0,1,0,1,0
"('55.868693', '37.656011')",1.7680368284433896,0,0,1,0,1,0
"('55.88158', '37.634827')",1.5353524249521262,0,0,1,0,1,0
"('55.890347', '37.66663')",0.7374007320995944,0,1,0,1,0,1
"('55.882145', '37.657394')",0.276147639927763,1,0,1,0,1,0
"('55.867622', '37.686743')",1.6981859563775832,0,0,1,0,1,0
"('55.877693', '37.677643')",1.344012068268979,0,0,1,0,1,0
"('55.8522635', '37.6602582')",1.0819996400031389,0,0,1,0,1,0
"('55.86752', '37.633034')",2.4848012039647145,0,0,1,0,1,0
"('55.87517', '37.698906')",2.653230117052794,0,0,1,0,1,0
"('55.886625', '37.703972')",2.7677522887363484,0,0,1,0,1,0
