coords,edu_uni_closest_km,edu_uni_less500m,edu_uni_0.5-1km,edu_uni_1-3km,edu_uni_3-5km,edu_uni_5-10km,edu_uni_10-15km
"('55.699657', '37.92538')",10.987265575438625,0,0,0,0,0,1
"('55.71236', '37.882566')",8.392657967567585,0,0,0,0,1,0
"('55.701815', '37.942727')",11.466805427595148,0,0,0,0,0,1
"('55.703271', '37.916819')",10.350063902239544,0,0,0,0,0,1
"('55.704433', '37.918984')",10.320954715023266,0,0,0,0,0,1
"('55.70319', '37.931713')",10.90985627493395,0,0,0,0,0,1
"('55.70492', '37.943427')",11.234978679344499,0,0,0,0,0,1
"('55.699639', '37.941783')",11.6146216936585,0,0,0,0,0,1
"('55.710951', '37.893131')",8.838962437298253,0,0,0,0,1,0
"('55.700111', '37.929988')",11.116398530575728,0,0,0,0,0,1
"('55.70526', '37.93386')",10.814856859254332,0,0,0,0,0,1
"('55.717574', '37.888621')",8.057884506177084,0,0,0,0,1,0
"('55.713365', '37.88757')",8.435458245873718,0,0,0,0,1,0
"('55.703261', '37.947838')",11.55767615657245,0,0,0,0,0,1
"('55.705919', '37.931731')",10.673290699874249,0,0,0,0,0,1
"('55.69963', '37.92916')",11.128567296322618,0,0,0,0,0,1
"('55.720859', '37.90533')",8.338915226231265,0,0,0,0,1,0
"('55.699639', '37.941783')",11.6146216936585,0,0,0,0,0,1
"('55.712284', '37.891433')",8.657348079111163,0,0,0,0,1,0
"('55.700101', '37.941981')",11.582849650749436,0,0,0,0,0,1
"('55.712878', '37.896948')",8.774609353831202,0,0,0,0,1,0
"('55.70492', '37.943427')",11.234978679344499,0,0,0,0,0,1
"('55.705696', '37.938602')",10.969967609572642,0,0,0,0,0,1
"('55.685178', '37.927311')",12.039847117880356,0,0,0,0,0,1
"('55.682788', '37.928542')",12.098584554714002,0,0,0,0,0,1
"('55.68113', '37.92423')",11.818227140934475,0,0,0,0,0,1
"('55.698584', '37.932216')",11.336419568213195,0,0,0,0,0,1
"('55.702318', '37.928174')",10.851291343507986,0,0,0,0,0,1
"('55.70143', '37.944514')",11.572402120132733,0,0,0,0,0,1
"('55.698584', '37.932216')",11.336419568213195,0,0,0,0,0,1
"('55.682788', '37.928542')",12.098584554714002,0,0,0,0,0,1
"('55.682808', '37.917331')",11.394798879501769,0,0,0,0,0,1
"('55.682869', '37.9192')",11.512558893929308,0,0,0,0,0,1
"('55.689976', '37.72704')",1.526130419925967,0,0,1,0,1,0
"('55.693226', '37.722082')",1.1933615789991185,0,0,1,0,1,0
"('55.671514', '37.723376')",0.9705202574412679,0,1,0,1,0,1
"('55.689686', '37.730858')",1.5008521442502036,0,0,1,0,1,0
"('55.69551', '37.746113')",1.5374390175374233,0,0,1,0,1,0
"('55.67957', '37.762246')",1.652364213340052,0,0,1,0,1,0
"('55.686684', '37.72608')",1.2980069819302706,0,0,1,0,1,0
"('55.686684', '37.72608')",1.2980069819302706,0,0,1,0,1,0
"('55.689686', '37.730858')",1.5008521442502036,0,0,1,0,1,0
"('55.693226', '37.722082')",1.1933615789991185,0,0,1,0,1,0
"('55.925707', '37.544369')",8.480992874748242,0,0,0,0,1,0
"('55.930453', '37.54506')",8.739388615102781,0,0,0,0,1,0
"('55.912315', '37.548115')",7.503500526502647,0,0,0,0,1,0
"('55.932551', '37.551178')",8.572707054035291,0,0,0,0,1,0
"('55.9203', '37.550217')",7.856589721207658,0,0,0,0,1,0
"('55.920381', '37.553217')",7.699346977100876,0,0,0,0,1,0
"('55.896843', '37.53005')",5.9362631380452315,0,0,0,0,1,0
"('55.892304', '37.535772')",5.367112009023299,0,0,0,0,1,0
"('55.88331', '37.538162')",4.3556430703189015,0,0,0,1,0,1
"('55.867996', '37.533616')",2.808163042720184,0,0,1,0,1,0
"('55.930453', '37.54506')",8.739388615102781,0,0,0,0,1,0
"('55.913565', '37.553972')",7.297667836966382,0,0,0,0,1,0
"('55.831423', '37.351716')",5.288662341335024,0,0,0,0,1,0
"('55.843876', '37.445347')",0.6814476114175676,0,1,0,1,0,1
"('55.848026', '37.427776')",0.6176061265933496,0,1,0,1,0,1
"('55.739721', '37.659874')",0.2517461157107443,1,0,1,0,1,0
"('55.741151', '37.672046')",0.4652477489183548,1,0,1,0,1,0
"('55.742032', '37.664285')",0.12359584725131048,1,0,1,0,1,0
"('55.747322', '37.66203')",0.4786963700107315,1,0,1,0,1,0
"('55.736235', '37.671849')",0.8631136576073063,0,1,0,1,0,1
"('55.735348', '37.659272')",0.5006140080129929,0,1,0,1,0,1
"('55.740289', '37.658796')",0.20467967396354114,1,0,1,0,1,0
"('55.74894', '37.655148')",0.8779298053625737,0,1,0,1,0,1
"('55.733253', '37.644592')",0.9449663951771266,0,1,0,1,0,1
"('55.781109', '37.641584')",0.29694946505573483,1,0,1,0,1,0
"('55.8239989', '37.754714')",3.659478880342336,0,0,0,1,0,1
"('55.7411641', '37.6230759')",0.5858082197049781,0,1,0,1,0,1
"('55.740249', '37.650846')",0.28287899966266783,1,0,1,0,1,0
"('55.737137', '37.651322')",0.34030564793180784,1,0,1,0,1,0
"('55.739676', '37.669639')",0.4623220068709768,1,0,1,0,1,0
"('55.7811995', '37.6439518')",0.44520548180838365,1,0,1,0,1,0
"('55.812303', '37.599757')",1.200705985273279,0,0,1,0,1,0
"('55.801556', '37.609344')",0.424007271839654,1,0,1,0,1,0
"('55.8053565', '37.6170284')",0.09495980109242974,1,0,1,0,1,0
"('55.803738', '37.61088')",0.22151392242686996,1,0,1,0,1,0
"('55.792007', '37.615785')",1.315561923428048,0,0,1,0,1,0
"('55.8049325', '37.6134014')",0.0739956882799482,1,0,1,0,1,0
"('55.805084', '37.618004')",0.14280577231133698,1,0,1,0,1,0
"('55.779778', '37.63897')",0.14939120666460462,1,0,1,0,1,0
"('55.77647', '37.59887')",1.033498392290626,0,0,1,0,1,0
"('55.658129', '37.752975')",2.27109335203112,0,0,1,0,1,0
"('55.652623', '37.718687')",2.857434373284452,0,0,1,0,1,0
"('55.662364', '37.779098')",3.0934757758225717,0,0,0,1,0,1
"('55.65498', '37.760494')",2.810769182224809,0,0,1,0,1,0
"('55.652319', '37.773412')",3.536118770016095,0,0,0,1,0,1
"('55.663486', '37.76536')",2.305969819752914,0,0,1,0,1,0
"('55.658642', '37.762929')",2.5721901791077295,0,0,1,0,1,0
"('55.633419', '37.801134')",6.269749123956342,0,0,0,0,1,0
"('55.651765', '37.769936')",3.4453756409026117,0,0,0,1,0,1
"('55.663658', '37.748687')",1.6006065809105559,0,0,1,0,1,0
"('55.660785', '37.731919')",1.7470040400101872,0,0,1,0,1,0
"('55.664055', '37.753245')",1.7202681643914242,0,0,1,0,1,0
"('55.661796', '37.729592')",1.666829092409517,0,0,1,0,1,0
"('55.660654', '37.749933')",1.9341288570613548,0,0,1,0,1,0
"('55.662187', '37.746076')",1.6810757118890958,0,0,1,0,1,0
"('55.660516', '37.774373')",2.957598710344616,0,0,1,0,1,0
"('55.661796', '37.729592')",1.666829092409517,0,0,1,0,1,0
"('55.660654', '37.749933')",1.9341288570613548,0,0,1,0,1,0
"('55.660008', '37.743332')",1.862846724211755,0,0,1,0,1,0
"('55.660892', '37.747065')",1.8379813219860885,0,0,1,0,1,0
"('55.663568', '37.770537')",2.5647922475693927,0,0,1,0,1,0
"('55.641', '37.65718')",4.230202196494433,0,0,0,1,0,1
"('55.698004', '37.474411')",3.515396263427709,0,0,0,1,0,1
"('55.698004', '37.474411')",3.515396263427709,0,0,0,1,0,1
"('55.712234', '37.489509')",3.851090143842631,0,0,0,1,0,1
"('55.712888', '37.489455')",3.800578692051263,0,0,0,1,0,1
"('55.705067', '37.495518')",3.2146523419456723,0,0,0,1,0,1
"('55.71005', '37.47141')",4.554623850562825,0,0,0,1,0,1
"('55.710423', '37.476017')",4.397583794715809,0,0,0,1,0,1
"('55.704933', '37.469765')",4.225973083825289,0,0,0,1,0,1
"('55.709596', '37.481603')",4.110564237128587,0,0,0,1,0,1
"('55.712812', '37.485367')",3.9887566987859193,0,0,0,1,0,1
"('55.708035', '37.478962')",4.074540888117437,0,0,0,1,0,1
"('55.718872', '37.499893')",2.8656592649371726,0,0,1,0,1,0
"('55.721027', '37.456505')",5.045468617613382,0,0,0,0,1,0
"('55.719318', '37.445779')",5.742490060781557,0,0,0,0,1,0
"('55.695487', '37.485702')",2.7806933888186074,0,0,1,0,1,0
"('55.783817', '37.533867')",1.0536701782168092,0,0,1,0,1,0
"('55.731518', '37.458614')",4.607301605767615,0,0,0,1,0,1
"('55.72274', '37.46025')",4.757048570724344,0,0,0,1,0,1
"('55.76739', '37.586094')",1.2554150810675302,0,0,1,0,1,0
"('55.764992', '37.593722')",1.5315207161142057,0,0,1,0,1,0
"('55.77647', '37.59887')",1.033498392290626,0,0,1,0,1,0
"('55.762824', '37.591728')",1.3755160120245007,0,0,1,0,1,0
"('55.7647383', '37.5928068')",1.5951710653778102,0,0,1,0,1,0
"('55.765235', '37.598295')",1.281477830230022,0,0,1,0,1,0
"('55.7630905', '37.5930036')",1.4261695543392419,0,0,1,0,1,0
"('55.763913', '37.595465')",1.5121230354534485,0,0,1,0,1,0
"('55.765711', '37.592626')",1.5501610060404825,0,0,1,0,1,0
"('55.767058', '37.591602')",1.5434361162075692,0,0,1,0,1,0
"('55.762824', '37.591728')",1.3755160120245007,0,0,1,0,1,0
"('55.774092', '37.594683')",1.232321204001365,0,0,1,0,1,0
"('55.7755221', '37.5984969')",1.0232023217259183,0,0,1,0,1,0
"('55.773241', '37.603657')",0.6647351097089821,0,1,0,1,0,1
"('55.767621', '37.5994921')",1.0701457210830088,0,0,1,0,1,0
"('55.773241', '37.603657')",0.6647351097089821,0,1,0,1,0,1
"('55.774527', '37.592195')",1.392454005014775,0,0,1,0,1,0
"('55.764734', '37.594414')",1.5110190956332437,0,0,1,0,1,0
"('55.882183', '37.706505')",2.9290113825610606,0,0,1,0,1,0
"('55.878091', '37.716252')",3.598940762316123,0,0,0,1,0,1
"('55.8709917', '37.6883546')",2.0856665116030686,0,0,1,0,1,0
"('55.87263', '37.634216')",2.028259612489798,0,0,1,0,1,0
"('55.869026', '37.646236')",1.89349189209495,0,0,1,0,1,0
"('55.875683', '37.72626')",3.923770630003135,0,0,0,1,0,1
"('55.866783', '37.66743')",1.6351666983422601,0,0,1,0,1,0
"('55.874157', '37.694028')",2.4265253628836603,0,0,1,0,1,0
"('55.8709917', '37.6883546')",2.0856665116030686,0,0,1,0,1,0
"('55.868797', '37.63719')",2.210283885831268,0,0,1,0,1,0
"('55.867035', '37.638485')",2.3231239910950454,0,0,1,0,1,0
"('55.869243', '37.712731')",2.814132816470578,0,0,1,0,1,0
"('55.874294', '37.647846')",1.326835062587066,0,0,1,0,1,0
"('55.751366', '37.53652')",0.8429758377852488,0,1,0,1,0,1
"('55.754735', '37.546354')",0.9876897064669063,0,1,0,1,0,1
"('55.7476382', '37.5349718')",0.6142186937862303,0,1,0,1,0,1
"('55.754735', '37.546354')",0.9876897064669063,0,1,0,1,0,1
"('55.7839099', '37.595828')",1.6648481224041356,0,0,1,0,1,0
"('55.789213', '37.599669')",1.6958266628798022,0,0,1,0,1,0
"('55.787376', '37.600388')",1.8054319157509213,0,0,1,0,1,0
"('55.787376', '37.600388')",1.8054319157509213,0,0,1,0,1,0
"('55.777353', '37.575648')",1.5363867779261562,0,0,1,0,1,0
"('55.7839099', '37.595828')",1.6648481224041356,0,0,1,0,1,0
"('55.779251', '37.597962')",1.227275773792576,0,0,1,0,1,0
"('55.782856', '37.59232')",1.6597735721699114,0,0,1,0,1,0
"('55.7850895', '37.5890829')",1.340523763292311,0,0,1,0,1,0
"('55.780796', '37.612551')",0.8581789544518719,0,1,0,1,0,1
"('55.789213', '37.599669')",1.6958266628798022,0,0,1,0,1,0
"('55.78612', '37.598778')",1.7401924649244422,0,0,1,0,1,0
"('55.781834', '37.61183')",0.9789448580647295,0,1,0,1,0,1
"('55.790863', '37.603514')",1.6058935381791486,0,0,1,0,1,0
"('55.78795', '37.592106')",1.306766225729688,0,0,1,0,1,0
"('55.786996', '37.594414')",1.4846734610385475,0,0,1,0,1,0
"('55.77676', '37.575738')",1.4772049775436542,0,0,1,0,1,0
"('55.787832', '37.598771')",1.69238301678213,0,0,1,0,1,0
"('55.776791', '37.606011')",0.6570602778769382,0,1,0,1,0,1
"('55.781834', '37.61183')",0.9789448580647295,0,1,0,1,0,1
"('55.77437', '37.60461')",0.6199586651137767,0,1,0,1,0,1
"('55.78724', '37.59604')",1.56251027174692,0,0,1,0,1,0
"('55.72833', '37.520752')",1.2192607166722884,0,0,1,0,1,0
"('55.713126', '37.513071')",2.9468116155434525,0,0,1,0,1,0
"('55.67028', '37.498231')",1.7176267487029497,0,0,1,0,1,0
"('55.712244', '37.488341')",3.9007946796711286,0,0,0,1,0,1
"('55.712234', '37.489509')",3.851090143842631,0,0,0,1,0,1
"('55.72833', '37.520752')",1.2192607166722884,0,0,1,0,1,0
"('55.707963', '37.508544')",3.223664449447604,0,0,0,1,0,1
"('55.716038', '37.503998')",2.943831956254704,0,0,1,0,1,0
"('55.711108', '37.504708')",3.3821003129533933,0,0,0,1,0,1
"('55.718669', '37.511221')",2.448823520981035,0,0,1,0,1,0
"('55.719313', '37.478019')",3.9162812856564573,0,0,0,1,0,1
"('55.712196', '37.49926')",3.464983779493992,0,0,0,1,0,1
"('55.715601', '37.516413')",2.6125365443551574,0,0,1,0,1,0
"('55.72746', '37.479977')",3.4122316732516165,0,0,0,1,0,1
"('55.849211', '37.407403')",1.7648448707297788,0,0,1,0,1,0
"('55.849211', '37.407403')",1.7648448707297788,0,0,1,0,1,0
"('55.84629', '37.40327')",1.933379431405011,0,0,1,0,1,0
"('55.840103', '37.413358')",1.307452934999912,0,0,1,0,1,0
"('55.843567', '37.35433')",4.96865848534155,0,0,0,1,0,1
"('55.842766', '37.371513')",3.891756106108226,0,0,0,1,0,1
"('55.860524', '37.410394')",2.3843129827594347,0,0,1,0,1,0
"('55.841736', '37.359504')",4.6459278184423605,0,0,0,1,0,1
"('55.837456', '37.405605')",1.8554862156464966,0,0,1,0,1,0
"('55.852137', '37.354582')",5.049778942728642,0,0,0,0,1,0
"('55.661308', '37.322224')",12.606103216249958,0,0,0,0,0,1
"('55.61502', '37.202885')",21.21781858031604,0,0,0,0,0,0
"('55.633739', '37.324183')",13.338865913728243,0,0,0,0,0,1
"('55.634639', '37.328899')",13.026171261041181,0,0,0,0,0,1
"('55.637581', '37.333399')",12.639784821394459,0,0,0,0,0,1
"('55.63407', '37.320023')",13.567223052740028,0,0,0,0,0,1
"('55.639065', '37.326078')",13.010379701861181,0,0,0,0,0,1
"('55.626579', '37.313502')",14.274432475626996,0,0,0,0,0,1
"('55.637754', '37.321461')",13.333822657122498,0,0,0,0,0,1
"('55.6498464', '37.3145953')",13.340738416613998,0,0,0,0,0,1
"('55.638978', '37.324524')",13.105501464039856,0,0,0,0,0,1
"('55.63407', '37.320023')",13.567223052740028,0,0,0,0,0,1
"('55.602963', '37.360304')",13.18774838246389,0,0,0,0,0,1
"('55.635899', '37.329788')",12.920827061907804,0,0,0,0,0,1
"('55.637581', '37.333399')",12.639784821394459,0,0,0,0,0,1
"('55.63973', '37.32668')",12.949160730138818,0,0,0,0,0,1
"('55.5513855', '37.3346711')",18.440200432405835,0,0,0,0,0,0
"('55.624637', '37.313295')",14.377355409071315,0,0,0,0,0,1
"('55.64269', '37.3577113')",11.007143605972326,0,0,0,0,0,1
"('55.655975', '37.38569')",8.848426266140846,0,0,0,0,1,0
"('55.6393405', '37.3085458')",14.040528296121426,0,0,0,0,0,1
"('55.634639', '37.328899')",13.026171261041181,0,0,0,0,0,1
"('55.637073', '37.329869')",12.867216144602107,0,0,0,0,0,1
"('55.636687', '37.315415')",13.732060810417703,0,0,0,0,0,1
"('55.651018', '37.343362')",11.55922419676987,0,0,0,0,0,1
"('55.649093', '37.343263')",11.626370223978457,0,0,0,0,0,1
"('55.636646', '37.331216')",12.806191457113258,0,0,0,0,0,1
"('55.637581', '37.319772')",13.44019151780154,0,0,0,0,0,1
"('55.637581', '37.319772')",13.44019151780154,0,0,0,0,0,1
"('55.649093', '37.343263')",11.626370223978457,0,0,0,0,0,1
"('55.6336943', '37.3312393')",12.931707480012005,0,0,0,0,0,1
"('55.650409', '37.343362')",11.578187993351335,0,0,0,0,0,1
"('55.633409', '37.321524')",13.507621113214215,0,0,0,0,0,1
"('55.634639', '37.328899')",13.026171261041181,0,0,0,0,0,1
"('55.643678', '37.338313')",12.111130484299967,0,0,0,0,0,1
"('55.63657', '37.321461')",13.38068115626122,0,0,0,0,0,1
"('55.69243', '37.49232')",2.2430681223089217,0,0,1,0,1,0
"('55.688558', '37.468398')",3.3883190631841655,0,0,0,1,0,1
"('55.695487', '37.485702')",2.7806933888186074,0,0,1,0,1,0
"('55.69008', '37.492006')",2.1036923629224002,0,0,1,0,1,0
"('55.688558', '37.468398')",3.3883190631841655,0,0,0,1,0,1
"('55.689065', '37.471381')",3.227169103506512,0,0,0,1,0,1
"('55.699393', '37.468928')",3.886608697222421,0,0,0,1,0,1
"('55.6988776', '37.4683463')",3.884985947906899,0,0,0,1,0,1
"('55.694214', '37.487469')",2.6052480147780837,0,0,1,0,1,0
"('55.688453', '37.469392')",3.3251191493475125,0,0,0,1,0,1
"('55.692993', '37.501205')",1.8928639558848381,0,0,1,0,1,0
"('55.69243', '37.49232')",2.2430681223089217,0,0,1,0,1,0
"('55.692648', '37.496704')",2.0541832105936897,0,0,1,0,1,0
"('55.6979', '37.49557')",2.5415729829992686,0,0,1,0,1,0
"('55.682011', '37.495923')",1.5317142578747311,0,0,1,0,1,0
"('55.69639', '37.494827')",2.4400523402059067,0,0,1,0,1,0
"('55.6911051', '37.4940774')",2.0645949220045767,0,0,1,0,1,0
"('55.68659', '37.485134')",2.3196369620342074,0,0,1,0,1,0
"('55.687832', '37.494656')",1.8304769959705676,0,0,1,0,1,0
"('55.69319', '37.503651')",1.8186136850755246,0,0,1,0,1,0
"('55.687817', '37.493093')",1.915649960581842,0,0,1,0,1,0
"('55.688558', '37.468398')",3.3883190631841655,0,0,0,1,0,1
"('55.6951902', '37.487787')",2.6589073230902627,0,0,1,0,1,0
"('55.695487', '37.485702')",2.7806933888186074,0,0,1,0,1,0
"('55.679432', '37.46964')",3.162938799712322,0,0,0,1,0,1
"('55.685158', '37.480516')",2.5526780106339717,0,0,1,0,1,0
"('55.769909', '37.484217')",1.9057697282222517,0,0,1,0,1,0
"('55.770142', '37.47368')",1.6245808343092747,0,0,1,0,1,0
"('55.773044', '37.46494')",1.2760697201101197,0,0,1,0,1,0
"('55.76919', '37.472675')",1.716203778532565,0,0,1,0,1,0
"('55.770142', '37.47368')",1.6245808343092747,0,0,1,0,1,0
"('55.769974', '37.48298')",1.8591904591301447,0,0,1,0,1,0
"('55.775692', '37.464268')",0.9945936280425548,0,1,0,1,0,1
"('55.77271', '37.463942')",1.3234142769520416,0,0,1,0,1,0
"('55.769043', '37.470842')",1.7165351596503802,0,0,1,0,1,0
"('55.77393', '37.47039')",1.1727895544775904,0,0,1,0,1,0
"('55.77474', '37.469368')",1.0763600486621405,0,0,1,0,1,0
"('55.777758', '37.457987')",0.9500015398548998,0,1,0,1,0,1
"('55.80244', '37.41213')",3.9891284601219956,0,0,0,1,0,1
"('55.770664', '37.472791')",1.5561712190722228,0,0,1,0,1,0
"('55.781337', '37.451267')",1.0655600184546907,0,0,1,0,1,0
"('55.773768', '37.469009')",1.1828227787613215,0,0,1,0,1,0
"('55.770375', '37.489859')",2.0770361509559385,0,0,1,0,1,0
"('55.785078', '37.464886')",0.16180444829538657,1,0,1,0,1,0
"('55.785078', '37.464886')",0.16180444829538657,1,0,1,0,1,0
"('55.775646', '37.459505')",1.0989072916720954,0,0,1,0,1,0
"('55.775646', '37.459505')",1.0989072916720954,0,0,1,0,1,0
"('55.781337', '37.451267')",1.0655600184546907,0,0,1,0,1,0
"('55.7895917', '37.4757329')",0.7375449966388656,0,1,0,1,0,1
"('55.738728', '37.491521')",2.4883780253079713,0,0,1,0,1,0
"('55.932412', '37.387076')",10.30870829970351,0,0,0,0,0,1
"('55.901697', '37.388313')",7.064546479165862,0,0,0,0,1,0
"('55.894672', '37.390335')",6.300904069241183,0,0,0,0,1,0
"('55.900749', '37.395931')",6.787325789950933,0,0,0,0,1,0
"('55.892718', '37.400557')",5.848529631600487,0,0,0,0,1,0
"('55.883176', '37.387442')",5.2734333247879785,0,0,0,0,1,0
"('55.892718', '37.400557')",5.848529631600487,0,0,0,0,1,0
"('55.8869013', '37.3890556')",5.572962587529663,0,0,0,0,1,0
"('55.88972', '37.398985')",5.575535725068515,0,0,0,0,1,0
"('55.892718', '37.400557')",5.848529631600487,0,0,0,0,1,0
"('55.73186', '37.40628')",7.000403796938257,0,0,0,0,1,0
"('55.735245', '37.414238')",6.414965852937658,0,0,0,0,1,0
"('55.739433', '37.417545')",5.908944918524815,0,0,0,0,1,0
"('55.740421', '37.39709')",6.595080102763814,0,0,0,0,1,0
"('55.760414', '37.40652')",4.662026706605781,0,0,0,1,0,1
"('55.7383822', '37.4025433')",6.547817700857229,0,0,0,0,1,0
"('55.728819', '37.409451')",7.18350762684604,0,0,0,0,1,0
"('55.735676', '37.41581')",6.322974853270998,0,0,0,0,1,0
"('55.7367235', '37.4186826')",6.131261642396779,0,0,0,0,1,0
"('55.732124', '37.427723')",6.337081878073218,0,0,0,0,1,0
"('55.742438', '37.429869')",5.23793879847459,0,0,0,0,1,0
"('55.755738', '37.403324')",5.13500549448267,0,0,0,0,1,0
"('55.743512', '37.422099')",5.372240900295647,0,0,0,0,1,0
"('55.761766', '37.40866')",4.465787004658673,0,0,0,1,0,1
"('55.736164', '37.407654')",6.554777083845253,0,0,0,0,1,0
"('55.738243', '37.418415')",5.993689499219214,0,0,0,0,1,0
"('55.733208', '37.4052')",6.913262146164815,0,0,0,0,1,0
"('55.72926', '37.421713')",6.782056370979248,0,0,0,0,1,0
"('55.737948', '37.416314')",6.090211514370648,0,0,0,0,1,0
"('55.745351', '37.685674')",1.2892616681578004,0,0,1,0,1,0
"('55.745351', '37.685674')",1.2892616681578004,0,0,1,0,1,0
"('55.743147', '37.683769')",1.1471411388023247,0,0,1,0,1,0
"('55.738971', '37.685512')",1.338555304982617,0,0,1,0,1,0
"('55.738323', '37.687704')",1.4928066567817668,0,0,1,0,1,0
"('55.740013', '37.68765')",1.43307996279037,0,0,1,0,1,0
"('55.740013', '37.68765')",1.43307996279037,0,0,1,0,1,0
"('55.73961', '37.688944')",1.5229612661453036,0,0,1,0,1,0
"('55.742103', '37.68897')",1.4780782034045714,0,0,1,0,1,0
"('55.747966', '37.687102')",1.4566388424906176,0,0,1,0,1,0
"('55.7453', '37.70232')",2.3240160145210194,0,0,1,0,1,0
"('55.743988', '37.686545')",1.3244056100716577,0,0,1,0,1,0
"('55.748356', '37.571545')",0.9155583721584558,0,1,0,1,0,1
"('55.744064', '37.67378')",0.5286636929488902,0,1,0,1,0,1
"('55.635371', '37.671849')",5.246587891954971,0,0,0,0,1,0
"('55.870445', '37.53747')",2.977581329069945,0,0,1,0,1,0
"('55.867869', '37.526941')",2.9904985485616975,0,0,1,0,1,0
"('55.8539585', '37.5058702')",3.0171437418849965,0,0,0,1,0,1
"('55.843363', '37.489143')",3.4242959402878035,0,0,0,1,0,1
"('55.880945', '37.54118')",4.062477289201472,0,0,0,1,0,1
"('55.78685', '37.614509')",1.5026545118632366,0,0,1,0,1,0
"('55.856124', '37.555723')",1.2669368091825883,0,0,1,0,1,0
"('55.857158', '37.627687')",2.7588211605646498,0,0,1,0,1,0
"('55.8738384', '37.5390459')",3.3143876765732876,0,0,0,1,0,1
"('55.866576', '37.532682')",2.6901082612085054,0,0,1,0,1,0
"('55.8715345', '37.5395432')",3.0581330525991097,0,0,0,1,0,1
"('55.869359', '37.527633')",3.1118557491402807,0,0,0,1,0,1
"('55.868748', '37.535475')",2.8407680683709895,0,0,1,0,1,0
"('55.8768038', '37.5354543')",3.6917483815503496,0,0,0,1,0,1
"('55.86798', '37.528046')",2.965660932841972,0,0,1,0,1,0
"('55.800003', '37.411564')",3.893845871075297,0,0,0,1,0,1
"('55.817603', '37.395239')",3.692801970548538,0,0,0,1,0,1
"('55.803231', '37.347476')",6.96765706336671,0,0,0,0,1,0
"('55.812332', '37.402201')",3.9183096642534934,0,0,0,1,0,1
"('55.806135', '37.421686')",3.7301208157005163,0,0,0,1,0,1
"('55.804283', '37.405848')",4.433019997579061,0,0,0,1,0,1
"('55.803231', '37.347476')",6.96765706336671,0,0,0,0,1,0
"('55.814988', '37.394098')",3.962444068987279,0,0,0,1,0,1
"('55.808892', '37.404213')",4.196549891887997,0,0,0,1,0,1
"('55.806408', '37.395832')",4.689256182512031,0,0,0,1,0,1
"('55.808852', '37.397099')",4.414883885496406,0,0,0,1,0,1
"('55.817603', '37.395239')",3.692801970548538,0,0,0,1,0,1
"('55.803231', '37.347476')",6.96765706336671,0,0,0,0,1,0
"('55.817603', '37.395239')",3.692801970548538,0,0,0,1,0,1
"('55.816915', '37.395293')",3.7490137703533284,0,0,0,1,0,1
"('55.67269', '37.620266')",0.34247234732759824,1,0,1,0,1,0
"('55.68057', '37.651512')",1.77938310328146,0,0,1,0,1,0
"('55.66965', '37.611482')",0.9904115306390077,0,1,0,1,0,1
"('55.66965', '37.611482')",0.9904115306390077,0,1,0,1,0,1
"('55.669518', '37.628882')",0.5922296146887573,0,1,0,1,0,1
"('55.67868', '37.652912')",1.8018985239685394,0,0,1,0,1,0
"('55.68128', '37.646363')",1.5160693696441145,0,0,1,0,1,0
"('55.673519', '37.596435')",1.5003044940810502,0,0,1,0,1,0
"('55.669554', '37.588871')",0.9895300168877961,0,1,0,1,0,1
"('55.673179', '37.597396')",1.5514661228724838,0,0,1,0,1,0
"('55.672935', '37.51761')",0.739639869878512,0,1,0,1,0,1
"('55.783524', '37.467096')",0.10754606122417469,1,0,1,0,1,0
"('55.78282', '37.473465')",0.38500623377154825,1,0,1,0,1,0
"('55.775211', '37.484478')",1.4533578979069066,0,0,1,0,1,0
"('55.782775', '37.47881')",0.7020971516704597,0,1,0,1,0,1
"('55.782972', '37.475701')",0.5087257991279058,0,1,0,1,0,1
"('55.7807015', '37.468725')",0.41174222561293716,1,0,1,0,1,0
"('55.7807015', '37.468725')",0.41174222561293716,1,0,1,0,1,0
"('55.77636', '37.496569')",2.003327821895732,0,0,1,0,1,0
"('55.7799454', '37.4858997')",1.2275133649513361,0,0,1,0,1,0
"('55.785215', '37.456136')",0.7044669511039816,0,1,0,1,0,1
"('55.786774', '37.46856')",0.24436472647565458,1,0,1,0,1,0
"('55.778674', '37.476258')",0.8200552076668343,0,1,0,1,0,1
"('55.7807015', '37.468725')",0.41174222561293716,1,0,1,0,1,0
"('55.785073', '37.459774')",0.4758908967046592,1,0,1,0,1,0
"('55.793677', '37.455732')",1.2390813725618373,0,0,1,0,1,0
"('55.784267', '37.468452')",0.03171917900297412,1,0,1,0,1,0
"('55.785053', '37.471911')",0.24804555564769926,1,0,1,0,1,0
"('55.781927', '37.46363')",0.3662974238977088,1,0,1,0,1,0
"('55.781927', '37.46363')",0.3662974238977088,1,0,1,0,1,0
"('55.774325', '37.470545')",1.130531785312873,0,0,1,0,1,0
"('55.780213', '37.471623')",0.5166626793794262,0,1,0,1,0,1
"('55.773201', '37.463484')",1.2758566076174642,0,0,1,0,1,0
"('55.781443', '37.481567')",0.9125947699980543,0,1,0,1,0,1
"('55.7847649', '37.4665621')",0.05138810434740152,1,0,1,0,1,0
"('55.771864', '37.492689')",2.084146127326599,0,0,1,0,1,0
"('55.781927', '37.46363')",0.3662974238977088,1,0,1,0,1,0
