coords,moscow_stations_closest_km,moscow_stations_less500m,moscow_stations_0.5-1km,moscow_stations_1-3km,moscow_stations_3-5km,moscow_stations_5-10km,moscow_stations_10-15km
"('55.73002', '37.633652')",0.3182318206711701,1,2,20,41,126,138
"('55.730431', '37.574067')",0.5086428776379863,0,1,16,38,128,131
"('55.730948', '37.64401')",0.36006578481286644,1,0,22,35,132,131
"('55.730957', '37.67653')",0.607487017907704,0,3,14,42,114,139
"('55.730995', '37.58041')",0.39353435392396413,1,0,19,36,136,126
"('55.731024', '37.623097')",0.2287747742788596,1,4,20,44,128,132
"('55.731212', '37.415442')",0.5019624183277054,0,1,6,9,60,111
"('55.7315262', '37.5863649')",0.5948133341025768,0,2,19,39,132,131
"('55.731992', '37.672756')",0.37017619917879224,2,0,18,39,123,130
"('55.732037', '37.622547')",0.3387993928495945,1,4,22,42,131,129
"('55.732063', '37.419395')",0.5807136017607528,0,1,6,10,61,115
"('55.732839', '37.461867')",0.4682237631932343,1,1,10,20,81,131
"('55.733443', '37.671094')",0.33685019158333906,2,0,18,42,121,132
"('55.73348', '37.632584')",0.5662108549894717,0,5,20,43,124,137
"('55.733624', '37.654448')",0.699558292345793,0,5,17,44,125,137
"('55.733696', '37.620052')",0.35698275223570924,1,4,23,39,138,123
"('55.733795', '37.614033')",0.4400618631558341,1,2,23,39,136,124
"('55.733964', '37.620905')",0.3470205160336645,1,4,23,39,138,123
"('55.734139', '37.740579')",0.747436325538926,0,4,9,28,101,115
"('55.734202', '37.618866')",0.2892020651665735,1,4,22,40,137,121
"('55.734324', '37.5267398')",0.6384063586788723,0,3,16,26,122,126
"('55.734385', '37.525342')",0.5516610706627109,0,3,16,26,122,126
"('55.734653', '37.744503')",0.9571920237619898,0,5,9,32,94,122
"('55.734805', '37.668156')",0.33284629824544987,2,0,20,40,124,137
"('55.734897', '37.638818')",0.5741070456974553,0,1,29,33,137,125
"('55.734973', '37.571013')",1.0044729140734374,0,0,22,35,135,125
"('55.735084', '37.698834')",0.2229163054433609,1,0,18,24,121,123
"('55.735505', '37.635593')",0.6706460372621406,0,3,26,38,129,133
"('55.73554', '37.626556')",0.5193015182573504,0,5,21,42,129,131
"('55.7355913', '37.5720679')",0.9749518548467315,0,1,21,36,134,126
"('55.735738', '37.499435')",0.8819992339032512,0,1,16,21,111,124
"('55.735941', '37.583598')",0.7183646575659762,0,2,19,42,133,127
"('55.736047', '37.672765')",0.6213653109417248,0,2,15,46,118,139
"('55.736265', '37.456585')",0.6377054623449896,0,3,10,17,79,130
"('55.73635', '37.588505')",0.4102211951557846,1,0,22,43,133,129
"('55.736458', '37.599678')",0.2940018595585128,1,0,24,39,143,118
"('55.736477', '37.422367')",0.6903734289293605,0,1,7,9,66,116
"('55.736508', '37.522054')",0.3387744592568278,1,2,16,27,120,127
"('55.736878', '37.56936')",0.768338809246335,0,1,18,39,129,131
"('55.736883', '37.617105')",0.09404488485250954,1,4,21,43,136,122
"('55.736909', '37.62599')",0.42603967521350705,2,2,25,37,136,124
"('55.737431', '37.632969')",0.5897125319720136,0,4,24,39,132,129
"('55.737507', '37.518371')",0.22443600261777935,1,0,17,26,120,123
"('55.737568', '37.631748')",0.521443407886669,0,4,24,39,131,130
"('55.738049', '37.625873')",0.29890418689437026,2,1,26,37,135,126
"('55.73829', '37.710342')",0.6996525547776378,0,1,17,25,120,118
"('55.738308', '37.64216')",0.8365061633535805,0,5,25,38,134,127
"('55.738363', '37.438817')",0.9473274344993364,0,2,9,13,70,124
"('55.738561', '37.493452')",0.5988645558489499,0,2,14,24,102,129
"('55.738591', '37.490326')",0.42085173198901626,1,1,16,21,103,127
"('55.738617', '37.538161')",0.33330932793058876,2,1,16,28,129,128
"('55.7388', '37.570976')",0.6448282315077384,0,1,22,37,133,127
"('55.73888', '37.602005')",0.5325738243450714,0,2,25,41,142,119
"('55.738885', '37.58323')",0.8006046652460513,0,2,21,42,132,128
"('55.73913', '37.414364')",0.2622386482458638,1,0,6,7,67,105
"('55.739245', '37.76203')",0.6457450193569957,0,1,11,20,99,105
"('55.739544', '37.415047')",0.20708771340067966,1,0,7,6,67,107
"('55.739554', '37.597414')",0.4062275921229022,1,1,28,37,146,115
"('55.73959', '37.476636')",0.4564654127937163,1,1,11,25,93,130
"('55.73973', '37.601303')",0.5595810798529625,0,2,26,38,144,118
"('55.74031', '37.593796')",0.4681447704969763,1,1,28,40,138,123
"('55.740451', '37.635476')",0.4450854766154169,1,1,32,31,139,121
"('55.740472', '37.584272')",0.8067326486857395,0,2,23,40,135,125
"('55.740522', '37.661958')",0.3725451441524844,2,2,19,45,123,137
"('55.740537', '37.604807')",0.5312587304437059,0,3,25,43,134,129
"('55.740664', '37.60284')",0.5230248061397248,0,2,26,41,141,122
"('55.740807', '37.588493')",0.6601416514269196,0,2,24,44,132,128
"('55.741075', '37.631236')",0.19120887868843225,2,1,30,35,136,124
"('55.741075', '37.687605')",0.5119321957056966,0,3,20,37,123,129
"('55.741115', '37.573151')",0.6087379632092766,0,2,22,38,131,128
"('55.741191', '37.58888')",0.6800454570225213,0,2,25,43,132,128
"('55.741323', '37.417733')",0.13240203025176064,1,0,7,8,66,114
"('55.741475', '37.535826')",0.14998944849521018,2,4,12,37,120,135
"('55.741632', '37.546156')",0.34985305537464667,1,3,16,37,125,131
"('55.741733', '37.619028')",0.42907483238377775,1,2,31,34,140,118
"('55.74185', '37.599148')",0.49863759422198767,1,1,27,40,139,123
"('55.742027', '37.670277')",0.8261200723837384,0,4,14,51,116,141
"('55.742124', '37.433687')",1.1373770200836706,0,0,9,9,71,125
"('55.742163', '37.6364893')",0.45350794407750267,1,1,33,27,144,115
"('55.742189', '37.574992')",0.6898622017039747,0,2,21,41,125,134
"('55.742256', '37.87776')",0.9178155063886548,0,1,2,12,36,65
"('55.74255', '37.799274')",0.40265539650045185,1,0,11,13,75,99
"('55.742585', '37.577499')",0.6947394389550775,0,2,22,41,129,130
"('55.742625', '37.510242')",0.5186543863939103,0,3,15,26,119,121
"('55.742625', '37.548195')",0.4304386389178941,1,3,17,37,125,130
"('55.74296', '37.600963')",0.3308574251885157,1,2,26,43,133,128
"('55.743005', '37.602256')",0.2833504692083767,1,2,26,44,131,130
"('55.743188', '37.684874')",0.34923186530287437,1,2,17,44,117,135
"('55.743324', '37.542393')",0.605889515659811,0,7,13,41,117,136
"('55.74333', '37.60144')",0.27996224711407336,1,2,27,43,134,127
"('55.744022', '37.644325')",0.5940733818608757,0,4,30,32,139,121
"('55.74419', '37.803318')",0.7088445965893846,0,1,7,17,68,103
"('55.744191', '37.594863')",0.6002297031269442,0,3,26,43,131,131
"('55.744237', '37.407591')",0.5968844083863196,0,1,5,8,62,106
"('55.744308', '37.419521')",0.4079825168975483,1,0,7,8,67,114
"('55.74446', '37.613018')",0.5605313075718243,0,6,28,40,129,130
"('55.744476', '37.79976')",0.5994992875828951,0,1,7,18,70,102
"('55.7445153', '37.5898298')",0.519667850588509,0,3,26,43,128,136
"('55.744526', '37.545267')",0.6575307952954217,0,7,13,40,120,132
"('55.744617', '37.562172')",0.20747019871393246,1,0,21,39,131,126
"('55.744774', '37.659866')",0.48825988068227444,1,2,25,39,133,123
"('55.745063', '37.557127')",0.49040195746733556,1,1,21,43,120,138
"('55.74536', '37.643524')",0.698927464497461,0,4,30,33,138,121
"('55.74602', '37.60752')",0.22250592485969423,1,4,30,39,131,127
"('55.746292', '37.57193')",0.6039913529267952,0,2,23,40,127,130
"('55.746365', '37.54797')",0.5462705375628487,0,5,14,41,119,137
"('55.746421', '37.634344')",0.5499731640326282,0,2,37,27,142,115
"('55.746547', '37.628038')",0.46924584898819466,1,1,37,26,144,116
"('55.746785', '37.552184')",0.7122910565275204,0,5,15,46,117,139
"('55.74692', '37.57678')",0.44972800798080864,1,1,28,34,137,124
"('55.746922', '37.593111')",0.5911944770478968,0,3,26,46,126,136
"('55.746978', '37.40698')",0.8270898770827444,0,1,3,10,62,106
"('55.747115', '37.539078')",0.2711334233285185,4,3,16,37,118,135
"('55.7472878', '37.6227971')",0.680446374395,0,4,32,31,140,117
"('55.747566', '37.407645')",0.8523029423981358,0,1,3,10,61,108
"('55.747585', '37.629807')",0.5792316954079015,0,3,35,27,143,116
"('55.74772', '37.588432')",0.2907585645015972,1,0,29,39,133,129
"('55.747844', '37.418703')",0.7456982984765557,0,1,6,9,68,116
"('55.7482025', '37.6930091')",0.4094114478169161,1,2,20,39,116,130
"('55.748306', '37.56645')",0.5957872494780704,0,1,22,44,126,133
"('55.748321', '37.592482')",0.5492748921796438,0,3,26,45,129,136
"('55.748473', '37.518883')",0.359076455337703,1,1,14,26,123,123
"('55.748914', '37.557304')",0.7748839474719404,0,2,22,40,126,132
"('55.749152', '37.518695')",0.39545647128285816,1,4,11,27,123,123
"('55.749172', '37.560538')",0.7109273142175869,0,1,22,42,124,133
"('55.74931', '37.798027')",0.8867194057294828,0,2,5,18,69,105
"('55.74938', '37.534092')",0.12810345962457095,3,4,14,38,115,136
"('55.749582', '37.599561')",0.39147738415679817,1,4,28,41,130,133
"('55.749626', '37.537427')",0.027242291827889696,4,1,18,36,121,131
"('55.749633', '37.577561')",0.4464247746255405,1,0,28,41,133,128
"('55.749674', '37.502292')",0.7579615620959467,0,2,18,20,123,116
"('55.749785', '37.590326')",0.47017218437160957,1,1,28,45,128,136
"('55.749866', '37.595116')",0.5921667848053583,0,6,23,48,124,139
"('55.749902', '37.516719')",0.38800810226192406,1,2,12,28,120,125
"('55.749962', '37.691215')",0.5130438485725484,0,3,17,41,117,129
"('55.750028', '37.534397')",0.20222680000679868,4,1,17,36,119,132
"('55.750028', '37.590452')",0.49073543386651614,1,1,27,45,128,136
"('55.750054', '37.522809')",0.6616959941341478,0,7,12,30,121,127
"('55.750246', '37.584802')",0.2889241293255048,1,0,29,43,129,134
"('55.750494', '37.592761')",0.6421686822986176,0,3,25,47,125,137
"('55.75052', '37.539401')",0.16667266429448288,4,1,19,33,127,127
"('55.750663', '37.5907465')",0.5459388406611658,0,2,27,45,126,138
"('55.750712', '37.564904')",0.846994854012041,0,1,26,37,131,127
"('55.750727', '37.562272')",0.8552900646878707,0,1,22,39,127,131
"('55.750859', '37.415308')",0.8039591191508779,0,1,5,9,65,116
"('55.750957', '37.695259')",0.7341540192456781,0,1,19,33,120,126
"('55.751017', '37.6985938')",0.8795703921257734,0,1,20,30,121,122
"('55.75133', '37.526896')",0.43445757045154587,1,7,13,33,120,129
"('55.7513508', '37.5341325')",0.3079891114354356,4,3,16,36,120,130
"('55.75136', '37.521946')",0.6545486555678178,0,5,15,27,124,123
"('55.751381', '37.681946')",0.4811037480813173,2,1,18,44,120,129
"('55.751447', '37.703775')",0.8600107530929114,0,1,15,33,113,126
"('55.751457', '37.577355')",0.581084537408145,0,2,27,42,131,132
"('55.751568', '37.535314')",0.2808478938814512,5,2,17,35,123,127
"('55.7516028', '37.6554001')",0.5423243659877082,0,3,30,38,130,125
"('55.751644', '37.51626')",0.5611114700970682,0,3,14,26,121,125
"('55.751867', '37.416871')",0.7793603988063191,0,1,5,9,65,118
"('55.751903', '37.664069')",0.5413425956259769,0,3,22,46,120,135
"('55.751928', '37.696364')",0.8623725628004225,0,1,18,35,119,125
"('55.751974', '37.578855')",0.5670671102345316,0,3,24,43,130,133
"('55.752141', '37.592411')",0.6959259087431464,0,2,28,44,123,139
"('55.7522727', '37.5266276')",0.3799305280898845,1,5,14,31,124,124
"('55.752551', '37.835126')",1.2901398920894256,0,0,5,10,59,87
"('55.753038', '37.635')",0.4490139451155186,1,2,36,35,136,122
"('55.753044', '37.661007')",0.34108059178825184,1,2,27,43,123,131
"('55.753225', '37.706973')",0.6730343625709118,0,1,13,36,111,124
"('55.753311', '37.580661')",0.653729930841301,0,3,24,47,126,137
"('55.753686', '37.513143')",0.772820523108045,0,3,18,22,124,121
"('55.7538036', '37.5246841')",0.37082362438218947,3,3,17,28,126,121
"('55.75396', '37.620393')",0.33335070777203823,2,7,32,36,136,123
"('55.753985', '37.592635')",0.706577956978903,0,2,28,43,125,136
"('55.754157', '37.645977')",0.8595972926681879,0,4,36,36,131,125
"('55.754481', '37.607933')",0.253413187983288,4,3,29,47,120,142
"('55.7546089', '37.5420957')",0.4872920458231348,1,4,17,35,125,125
"('55.754618', '37.524058')",0.27812135822594386,3,1,19,26,127,120
"('55.754707', '37.680016')",0.8464476736628663,0,2,20,44,118,136
"('55.7547649', '37.5098127')",0.929524798999299,0,3,16,24,121,123
"('55.754955', '37.5105626')",0.8813533640757628,0,3,17,23,123,121
"('55.7550202', '37.5435738')",0.53509590342337,0,5,16,37,123,127
"('55.755267', '37.651187')",0.5146087950012789,0,3,34,38,127,128
"('55.755388', '37.60054')",0.3893548394880808,1,4,31,46,118,145
"('55.755424', '37.639015')",0.4973454055021093,1,1,35,36,137,121
"('55.7554262', '37.5450296')",0.5962548598623296,0,4,17,36,124,126
"('55.755621', '37.71875')",0.4187203025729302,1,1,13,32,108,122
"('55.7559', '37.506675')",1.1003086485191298,0,0,19,20,123,118
"('55.7561254', '37.5136497')",0.6632768171275221,0,2,20,21,127,118
"('55.756133', '37.538718')",0.4939023093558739,1,6,16,37,123,126
"('55.756376', '37.508975')",0.9511127858306332,0,2,19,21,123,121
"('55.756396', '37.596929')",0.6135616251773514,0,3,31,43,127,134
"('55.756462', '37.569953')",0.6262697367239698,0,3,27,38,131,130
"('55.75667', '37.70716')",0.8337266414010706,0,3,13,36,111,123
"('55.757206', '37.834354')",1.358838489243508,0,0,4,10,57,88
"('55.7572367', '37.591218')",0.740962076859158,0,3,29,48,120,143
"('55.7572408', '37.6507576')",0.5403938456574429,0,3,31,40,123,129
"('55.7573443', '37.5119741')",0.7596577665509869,0,2,19,22,123,120
"('55.757584', '37.555653')",0.8209894059945092,0,1,20,40,127,129
"('55.7578', '37.6031')",0.6115099434904344,0,9,25,53,115,147
"('55.757896', '37.656119')",0.19783472614492892,3,0,31,39,128,124
"('55.757908', '37.60697')",0.5146420500107975,0,10,25,52,118,142
"('55.757921', '37.653235')",0.37135092645137924,3,0,34,37,128,121
"('55.758073', '37.547144')",0.9164741462347771,0,1,19,41,118,134
"('55.758357', '37.559415')",0.647365581904393,0,1,22,39,128,127
"('55.758686', '37.591431')",0.681317916203163,0,2,30,46,121,142
"('55.758934', '37.607691')",0.5011593567957888,0,10,25,50,122,138
"('55.759051', '37.595905')",0.8624256250482634,0,4,30,46,122,140
"('55.759152', '37.58084')",0.1844395432712162,2,0,31,43,126,136
"('55.75961', '37.52148')",0.32168708710287014,2,1,20,23,126,125
"('55.759628', '37.702373')",0.6274948969099826,0,2,17,34,117,119
"('55.7597798', '37.5166008')",0.5546851266903968,0,2,19,22,124,122
"('55.7598634', '37.6331784')",0.39232806774786894,2,6,29,40,132,125
"('55.759897', '37.644477')",0.6871942656491735,0,7,28,42,125,133
"('55.759983', '37.636581')",0.5093115412444923,0,7,28,44,128,131
"('55.76018', '37.554897')",0.6244246548799809,0,1,22,38,127,128
"('55.760195', '37.654906')",0.3167012584765308,2,1,30,42,124,126
"('55.760692', '37.68217')",1.3188129506906137,0,0,24,41,121,128
"('55.760727', '37.603819')",0.5139715390774935,0,7,28,45,126,133
"('55.76077', '37.592194')",0.6875451961654384,0,4,27,49,121,143
"('55.760834', '37.593444')",0.7660254186108733,0,3,28,48,123,142
"('55.761154', '37.7025')",0.47609470870886017,2,0,16,33,116,119
"('55.761492', '37.592976')",0.7407254288357151,0,4,27,49,122,142
"('55.76174', '37.608311')",0.446275731188451,3,2,33,41,130,129
"('55.7621', '37.590201')",0.5809356495573124,0,5,25,52,116,146
"('55.76233', '37.574005')",0.29210453972443107,2,1,26,41,126,132
"('55.762333', '37.616054')",0.4055220710900752,1,8,30,41,130,130
"('55.762789', '37.480373')",0.5927733570763276,0,2,10,24,101,126
"('55.763042', '37.636715')",0.2384348840670475,3,4,32,38,133,123
"('55.763067', '37.605831')",0.2804169115734894,3,3,30,41,131,128
"('55.763169', '37.600495')",0.3236598267199624,2,2,30,44,125,137
"('55.763184', '37.413233')",0.7751447612160162,0,1,1,11,62,119
"('55.763209', '37.410583')",0.7252999458417604,0,1,1,11,61,118
"('55.763245', '37.624822')",0.19611269330275266,2,9,26,40,126,134
"('55.763341', '37.591162')",0.6843067953733275,0,5,25,50,119,141
"('55.763457', '37.636024')",0.21768500210033842,3,4,32,38,133,123
"('55.763548', '37.645681')",0.4907635673492521,1,3,32,39,125,131
"('55.763812', '37.732081')",0.7064242163942791,0,1,13,26,106,114
"('55.763847', '37.644782')",0.4267426546533351,1,3,32,41,126,130
"('55.76391', '37.552803')",0.5943426605863815,0,1,23,36,127,125
"('55.763941', '37.509791')",1.1749993336904379,0,0,19,23,121,118
"('55.7640156', '37.5381361')",1.1536543391976157,0,0,21,34,124,125
"('55.764121', '37.513071')",1.0415350798602454,0,0,21,21,122,120
"('55.764156', '37.579133')",0.397144879291249,2,0,28,44,119,140
"('55.7642421', '37.5957485')",0.5272541337559694,0,5,25,50,120,143
"('55.7642819', '37.6599564')",0.6392162797545142,0,4,25,42,123,128
"('55.764425', '37.65214')",0.5108992493239601,0,5,24,48,116,136
"('55.764526', '37.648196')",0.42170056760112967,1,5,28,44,121,133
"('55.764564', '37.511544')",1.1426694838062015,0,0,19,23,120,120
"('55.764592', '37.405372')",0.8801763843247833,0,1,1,10,60,116
"('55.764755', '37.704197')",0.1608426735357889,2,0,17,29,113,120
"('55.765174', '37.592105')",0.5761936252116336,0,4,25,51,119,142
"('55.765377', '37.581165')",0.5103940580510047,0,2,26,47,119,141
"('55.765625', '37.612495')",0.25157144755922645,1,7,27,43,126,134
"('55.765635', '37.405471')",0.9932143876437312,0,1,1,9,62,114
"('55.765757', '37.616162')",0.4221099527862522,2,7,30,41,127,133
"('55.76603', '37.613557')",0.3194221259663547,1,7,29,41,128,132
"('55.7660893', '37.6114805')",0.1913569654280892,3,4,30,40,130,132
"('55.766121', '37.582529')",0.5986824190195723,0,3,24,49,122,138
"('55.766754', '37.566395')",0.4060681633982136,1,1,24,42,123,132
"('55.76703', '37.67458')",0.6606721622729809,0,1,24,42,122,128
"('55.767038', '37.564302')",0.367311918447212,1,0,27,40,128,127
"('55.767165', '37.658356')",0.674652234214938,0,4,24,45,123,128
"('55.767392', '37.593021')",0.33461718765869064,1,3,29,47,123,138
"('55.767428', '37.498536')",1.2191077587993615,0,0,13,25,111,120
"('55.767477', '37.50025')",1.1698928355728229,0,0,17,21,116,119
"('55.767833', '37.585116')",0.729129719642598,0,3,26,47,122,137
"('55.76796', '37.557376')",0.542524500295358,0,3,21,45,121,131
"('55.768046', '37.499659')",1.1265093801852342,0,0,16,22,115,118
"('55.768167', '37.59595')",0.18333531245156776,1,3,29,46,125,135
"('55.76817', '37.502879')",1.0440343939105345,0,0,17,22,120,113
"('55.768284', '37.596363')",0.17001763856883248,1,3,29,46,126,134
"('55.768385', '37.606685')",0.31487022741778153,3,3,32,38,131,129
"('55.768653', '37.597549')",0.1542424366827461,1,3,29,45,127,135
"('55.768696', '37.68357')",0.5013599936364163,0,1,22,34,120,120
"('55.768745', '37.63827')",0.3355517221593404,3,2,33,37,126,130
"('55.7689221', '37.5714596')",0.7998992977296995,0,1,22,46,117,138
"('55.768936', '37.398438')",1.477820294784202,0,0,1,6,58,110
"('55.768962', '37.59825')",0.159863712203312,1,3,32,41,131,131
"('55.768972', '37.580104')",0.9134272692543137,0,4,24,46,119,142
"('55.769093', '37.601833')",0.36288917441487323,3,1,35,38,135,127
"('55.7691245', '37.5918648')",0.28205092660969594,1,2,32,42,128,133
"('55.769325', '37.602802')",0.41833751641852335,3,1,35,38,135,127
"('55.769666', '37.570069')",0.8033916901829199,0,1,22,46,117,137
"('55.769722', '37.603497')",0.4585850143252419,3,1,35,37,136,126
"('55.769924', '37.62602')",0.35607690007200277,2,5,34,34,133,124
"('55.769955', '37.41777')",1.580194593964703,0,0,1,10,63,119
"('55.769972', '37.409031')",1.462933628806697,0,0,1,9,62,113
"('55.770244', '37.564689')",0.7176588524379649,0,1,23,39,125,130
"('55.770289', '37.473671')",0.31238758083830254,1,1,7,28,91,128
"('55.770335', '37.57165')",0.9235138689380646,0,1,19,49,114,141
"('55.7705968', '37.5954692')",0.0988476642839903,1,3,32,41,130,129
