coords,train_stations_closest_km,train_stations_less500m,train_stations_0.5-1km,train_stations_1-3km,train_stations_3-5km,train_stations_5-10km,train_stations_10-15km
"('55.602615', '37.584515')",14.571241339653888,0,0,0,0,0,1
"('55.603419', '37.662498')",14.138493444514156,0,0,0,0,0,1
"('55.604692', '37.661105')",13.988733279070258,0,0,0,0,0,1
"('55.604866', '37.55593')",14.865382638279739,0,0,0,0,0,1
"('55.605583', '37.743668')",15.298059932848618,0,0,0,0,0,0
"('55.605858', '37.664731')",13.883739665219148,0,0,0,0,0,1
"('55.606131', '37.411705')",18.087007400757773,0,0,0,0,0,0
"('55.606668', '37.527176')",15.38629013773221,0,0,0,0,0,0
"('55.606945', '37.72538')",14.700416273455295,0,0,0,0,0,1
"('55.607377', '37.705023')",14.233420448932678,0,0,0,0,0,1
"('55.607377', '37.712749')",14.381711195735564,0,0,0,0,0,1
"('55.607956', '37.729035')",14.682441186188655,0,0,0,0,0,1
"('55.608348', '37.546417')",14.731059425432893,0,0,0,0,0,1
"('55.608389', '37.613683')",13.608657857037224,0,0,0,0,0,1
"('55.608816', '37.535412')",14.97305292023546,0,0,0,0,0,1
"('55.612506', '37.749863')",14.78403944518531,0,0,0,0,0,1
"('55.612608', '37.518397')",14.836199552670468,0,0,0,0,0,1
"('55.6131349', '37.7484728')",14.681186844298585,0,0,0,0,0,1
"('55.615967', '37.546543')",13.953299978052137,0,0,0,0,0,2
"('55.616127', '37.756587')",14.637429670982288,0,0,0,0,0,1
"('55.617281', '37.417446')",16.84939896666109,0,0,0,0,0,0
"('55.617378', '37.411463')",17.052619588869707,0,0,0,0,0,0
"('55.618336', '37.74964')",14.207138692202967,0,0,0,0,0,1
"('55.618679', '37.586006')",12.81585198176686,0,0,0,0,0,2
"('55.618761', '37.263555')",23.545021564075025,0,0,0,0,0,0
"('55.619467', '37.415344')",16.722244152618785,0,0,0,0,0,0
"('55.619599', '37.417167')",16.645224801407373,0,0,0,0,0,0
"('55.620888', '37.601627')",12.351931999709173,0,0,0,0,0,2
"('55.621333', '37.303602')",21.374893165620488,0,0,0,0,0,0
"('55.622243', '37.733635')",13.352890528508969,0,0,0,0,0,1
"('55.623238', '37.588825')",12.279517455012584,0,0,0,0,0,2
"('55.623427', '37.697963')",12.394527445136571,0,0,0,0,0,1
"('55.62451', '37.652077')",11.742825035825474,0,0,0,0,0,3
"('55.625211', '37.345491')",19.11005525506572,0,0,0,0,0,0
"('55.625471', '37.342814')",19.213031608530414,0,0,0,0,0,0
"('55.6255029', '37.3040935')",21.058626418068553,0,0,0,0,0,0
"('55.625831', '37.641575')",11.569914066694986,0,0,0,0,0,3
"('55.627397', '37.718471')",12.42995691069167,0,0,0,0,0,2
"('55.627663', '37.488953')",13.741236323282088,0,0,0,0,0,2
"('55.627727', '37.342984')",19.034545707167336,0,0,0,0,0,0
"('55.62883', '37.512937')",13.156315791630213,0,0,0,0,0,2
"('55.628932', '37.341843')",18.997405447590577,0,0,0,0,0,0
"('55.630085', '37.655463')",11.140747660106921,0,0,0,0,0,3
"('55.631793', '37.412047')",15.738375184162052,0,0,0,0,0,0
"('55.631803', '37.41926')",15.461877321753153,0,0,0,0,0,0
"('55.63194', '37.48322')",13.43308565259626,0,0,0,0,0,2
"('55.632413', '37.415694')",15.543162760895648,0,0,0,0,0,0
"('55.633932', '37.529214')",12.374569510919391,0,0,0,0,0,2
"('55.6343125', '37.332509')",19.050687098003245,0,0,0,0,0,0
"('55.634812', '37.539715')",12.170051739453445,0,0,0,0,0,2
"('55.636621', '37.60549')",10.58671371349172,0,0,0,0,0,3
"('55.636702', '37.310384')",19.985118803782186,0,0,0,0,0,0
"('55.63735', '37.532017')",11.96800879254612,0,0,0,0,0,2
"('55.637581', '37.428073')",14.614528073564118,0,0,0,0,0,1
"('55.63786', '37.429815')",14.524524862627457,0,0,0,0,0,1
"('55.63816', '37.756299')",12.566418143870527,0,0,0,0,0,2
"('55.638175', '37.531765')",11.880561517428879,0,0,0,0,0,2
"('55.640335', '37.309199')",19.808282147398092,0,0,0,0,0,0
"('55.640423', '37.61026')",10.113605475466048,0,0,0,0,0,3
"('55.640914', '37.526834')",11.64309357397939,0,0,0,0,0,2
"('55.641773', '37.362869')",17.057375237638546,0,0,0,0,0,0
"('55.641919', '37.677708')",10.068552203588943,0,0,0,0,0,4
"('55.64192', '37.523456')",11.581305638800137,0,0,0,0,0,2
"('55.642372', '37.672468')",9.945741198010767,0,0,0,0,1,5
"('55.642977', '37.393074')",15.586571884442797,0,0,0,0,0,0
"('55.64316', '37.602984')",9.91017051885794,0,0,0,0,1,4
"('55.643465', '37.725496')",11.023045887580826,0,0,0,0,0,3
"('55.643744', '37.492284')",12.000365415199896,0,0,0,0,0,2
"('55.644206', '37.490551')",11.995846143535482,0,0,0,0,0,2
"('55.644755', '37.392553')",15.468599407361165,0,0,0,0,0,0
"('55.645367', '37.34869')",17.483847718854943,0,0,0,0,0,0
"('55.645553', '37.495779')",11.73007144813823,0,0,0,0,0,2
"('55.64566', '37.390603')",15.48464163418077,0,0,0,0,0,0
"('55.645893', '37.477022')",12.191492025930813,0,0,0,0,0,2
"('55.64664', '37.47969')",12.040866077142072,0,0,0,0,0,2
"('55.646868', '37.526555')",11.000314902416532,0,0,0,0,0,4
"('55.647204', '37.618641')",9.283089060748528,0,0,0,0,1,6
"('55.647432', '37.38631')",15.542430423926474,0,0,0,0,0,0
"('55.647728', '37.65381')",9.175341086323538,0,0,0,0,1,5
"('55.648148', '37.596435')",9.480272594408783,0,0,0,0,1,6
"('55.648794', '37.388188')",15.352400942289428,0,0,0,0,0,0
"('55.649276', '37.660215')",9.052886669103833,0,0,0,0,1,5
"('55.649312', '37.717842')",10.219938799902032,0,0,0,0,0,6
"('55.6495', '37.387846')",15.314442128821602,0,0,0,0,0,0
"('55.649571', '37.400135')",14.751879205136259,0,0,0,0,0,1
"('55.649901', '37.367419')",16.250713890951626,0,0,0,0,0,0
"('55.650583', '37.563543')",10.025751707599005,0,0,0,0,0,5
"('55.650836', '37.597387')",9.176393975879817,0,0,0,0,1,6
"('55.651186', '37.483095')",11.492554558004617,0,0,0,0,0,2
"('55.65161', '37.482018')",11.48165185802589,0,0,0,0,0,2
"('55.652156', '37.733769')",10.475874936606283,0,0,0,0,0,6
"('55.6522', '37.47304')",11.696124770932094,0,0,0,0,0,2
"('55.652486', '37.738243')",10.607755253363477,0,0,0,0,0,6
"('55.652796', '37.474192')",11.602401721237324,0,0,0,0,0,2
"('55.65313', '37.715218')",9.768019725675424,0,0,0,0,1,5
"('55.654823', '37.409011')",13.943333539761626,0,0,0,0,0,1
"('55.655254', '37.473123')",11.400446326231956,0,0,0,0,0,2
"('55.655254', '37.609595')",8.504388046701202,0,0,0,0,1,6
"('55.65559', '37.469305')",11.493972093495573,0,0,0,0,0,2
"('55.6561864', '37.516193')",10.175414150301009,0,0,0,0,0,4
"('55.656301', '37.413089')",13.6454717980378,0,0,0,0,0,1
"('55.656346', '37.424327')",13.152341205161362,0,0,0,0,0,1
"('55.65724', '37.494548')",10.569626470765208,0,0,0,0,0,3
"('55.658124', '37.602005')",8.315729829901642,0,0,0,0,2,5
"('55.658581', '37.744262')",10.302785199466868,0,0,0,0,0,6
"('55.65868', '37.53109')",9.654772463035847,0,0,0,0,1,3
"('55.658683', '37.560377')",9.347214353202205,0,0,0,0,2,5
"('55.658994', '37.5226097')",9.757381779563364,0,0,0,0,1,3
"('55.66017', '37.730724')",9.637698234662416,0,0,0,0,1,5
"('55.660374', '37.602049')",8.075008634162568,0,0,0,0,2,7
"('55.660531', '37.730895')",9.61183220042117,0,0,0,0,1,5
"('55.660977', '37.514252')",9.710127904501293,0,0,0,0,1,3
"('55.661327', '37.509342')",9.782269404812027,0,0,0,0,1,3
"('55.661394', '37.414212')",13.198320411783714,0,0,0,0,0,1
"('55.661496', '37.47147')",10.866717164732664,0,0,0,0,0,3
"('55.661526', '37.560932')",9.061684385820778,0,0,0,0,2,6
"('55.661547', '37.473923')",10.778050911011954,0,0,0,0,0,3
"('55.661547', '37.558113')",9.092468857976513,0,0,0,0,2,6
"('55.661836', '37.516')",9.583281517824618,0,0,0,0,1,3
"('55.6620528', '37.5125239')",9.635054509829102,0,0,0,0,1,3
"('55.662434', '37.58476')",8.247552236413098,0,0,0,0,2,7
"('55.662816', '37.471614')",10.739095444187098,0,0,0,0,0,3
"('55.662964', '37.528217')",9.23638763174814,0,0,0,0,1,5
"('55.663629', '37.73244')",9.397530660260804,0,0,0,0,1,5
"('55.663639', '37.486679')",10.16435101631438,0,0,0,0,0,3
"('55.663918', '37.576187')",8.341249685149291,0,0,0,0,2,7
"('55.66534', '37.733338')",9.284764698816613,0,0,0,0,1,5
"('55.665594', '37.547594')",8.707296425642873,0,0,0,0,2,6
"('55.666086', '37.561688')",8.577378791736352,0,0,0,0,2,7
"('55.666142', '37.511356')",9.237322781174365,0,0,0,0,1,3
"('55.666589', '37.586518')",7.7815324133614725,0,0,0,0,2,7
"('55.666868', '37.505678')",9.302950212938203,0,0,0,0,1,3
"('55.667657', '37.440226')",11.548891955901132,0,0,0,0,0,2
"('55.668021', '37.508741')",9.107732495823562,0,0,0,0,1,5
"('55.668386', '37.56379')",8.31786362923205,0,0,0,0,2,7
"('55.668909', '37.583418')",7.636971861484985,0,0,0,0,2,7
"('55.669544', '37.78783')",11.483266868700252,0,0,0,0,0,5
"('55.669712', '37.439957')",11.395252523167999,0,0,0,0,0,3
"('55.669899', '37.515371')",8.755256300424769,0,0,0,0,1,7
"('55.670242', '37.610332')",6.8743869572026535,0,0,0,0,2,7
"('55.67065', '37.6115')",6.811248597561827,0,0,0,0,2,7
"('55.671031', '37.460421')",10.425233804200817,0,0,0,0,0,3
"('55.6714126', '37.5485865')",8.057024025128133,0,0,0,0,2,7
"('55.671494', '37.599518')",6.956186879761547,0,0,0,0,2,7
"('55.671555', '37.78962')",11.44645036627317,0,0,0,0,0,6
"('55.6726', '37.464283')",10.135955853129165,0,0,0,0,0,3
"('55.67278', '37.619144')",6.470361581252001,0,0,0,0,3,6
"('55.672905', '37.524318')",8.247676233104315,0,0,0,0,2,7
"('55.673138', '37.66627')",6.5226115545827446,0,0,0,0,2,7
"('55.67335', '37.51068')",8.515673493006505,0,0,0,0,1,7
"('55.6736287', '37.4948009')",8.945238838698346,0,0,0,0,1,4
"('55.674118', '37.507008')",8.53607921294523,0,0,0,0,1,7
"('55.674671', '37.487712')",9.079759186986804,0,0,0,0,1,4
"('55.675529', '37.598618')",6.561302819163192,0,0,0,0,3,6
"('55.675798', '37.443982')",10.736619450007886,0,0,0,0,0,3
"('55.6758988', '37.4906266')",8.865669454155123,0,0,0,0,1,4
"('55.676154', '37.536131')",7.689623597136523,0,0,0,0,2,7
"('55.67638', '37.642')",5.94332905732168,0,0,0,0,3,6
"('55.676585', '37.634092')",5.928353982327138,0,0,0,0,3,6
"('55.6773', '37.50356')",8.319398410473648,0,0,0,0,1,7
"('55.677539', '37.634398')",5.821220968499777,0,0,0,0,3,6
"('55.677837', '37.763638')",9.709566136013995,0,0,0,0,1,6
"('55.678169', '37.580939')",6.822133852764794,0,0,0,0,2,7
"('55.678382', '37.599301')",6.252795757698105,0,0,0,0,3,6
"('55.678707', '37.634631')",5.69057296092956,0,0,0,0,3,6
"('55.678768', '37.578702')",6.8436653252676605,0,0,0,0,2,7
"('55.679245', '37.685055')",6.3088186696789235,0,0,0,0,2,8
"('55.67928', '37.542428')",7.260706802347442,0,0,0,0,2,7
"('55.6794626', '37.6953989')",6.608661584014975,0,0,0,0,2,8
"('55.68027', '37.515191')",7.696853999788894,0,0,0,0,2,7
"('55.68032', '37.45746')",9.78085304528297,0,0,0,0,1,2
"('55.68032', '37.72457')",7.672005612813161,0,0,0,0,2,7
"('55.680935', '37.75373')",9.00397578539985,0,0,0,0,1,7
"('55.681047', '37.551088')",6.972914658607768,0,0,0,0,2,7
"('55.681067', '37.48296')",8.668285000049556,0,0,0,0,1,5
"('55.681163', '37.610233')",5.713812967360439,0,0,0,0,3,6
"('55.6811648', '37.5948427')",6.094741707546647,0,0,0,0,3,6
"('55.681194', '37.527696')",7.305940675010778,0,0,0,0,2,7
"('55.681275', '37.718238')",7.321366997668733,0,0,0,0,2,7
"('55.681387', '37.674445')",5.814043752662264,0,0,0,0,3,7
"('55.682645', '37.637434')",5.245442165074649,0,0,0,0,3,6
"('55.682674', '37.650345')",5.284456242101243,0,0,0,0,3,7
"('55.682747', '37.489356')",8.278761806600135,0,0,0,0,1,7
"('55.683239', '37.530939')",7.024387659303733,0,0,0,0,2,7
"('55.683407', '37.555355')",6.6797240863958685,0,0,0,0,2,7
"('55.6834388', '37.6950682')",6.226318932272239,0,0,0,0,2,8
"('55.683518', '37.530256')",7.008703085926557,0,0,0,0,2,7
"('55.683563', '37.67088')",5.5063005433150725,0,0,0,0,3,7
"('55.6836471', '37.6983498')",6.325457814446481,0,0,0,0,2,8
"('55.68402', '37.656307')",5.198772766989675,0,0,0,0,4,6
"('55.684366', '37.533993')",6.846038309607521,0,0,0,0,2,7
"('55.684396', '37.695519')",6.154506721785449,0,0,0,0,2,8
"('55.6846329', '37.6990343')",6.2623162396246,0,0,0,0,2,8
"('55.684772', '37.585404')",6.053763376730361,0,0,0,0,3,6
"('55.684975', '37.49206')",7.9780747300760035,0,0,0,0,1,8
"('55.685158', '37.68641')",5.77281900769059,0,0,0,0,3,7
"('55.685234', '37.921005')",17.035640905117386,0,0,0,0,0,0
"('55.685477', '37.593345')",5.72014042520377,0,0,0,0,3,6
"('55.686366', '37.582152')",6.027841756106374,0,0,0,0,3,6
"('55.686504', '37.681038')",5.4757257213511785,0,0,0,0,4,6
"('55.686579', '37.676933')",5.3500696941548735,0,0,0,0,4,6
"('55.686985', '37.589733')",5.697628339056992,0,0,0,0,3,6
"('55.688862', '37.684416')",5.355136490438405,0,0,0,0,6,4
"('55.6895027', '37.655056')",4.585312369522983,0,0,0,1,5,5
"('55.689563', '37.561949')",5.964944683275633,0,0,0,0,4,5
"('55.689725', '37.854746')",14.243074616454942,0,0,0,0,0,3
"('55.690258', '37.495583')",7.373194601941059,0,0,0,0,1,8
"('55.6907642', '37.6558984')",4.460091642962195,0,0,0,1,5,5
"('55.690821', '37.858824')",14.295051985917022,0,0,0,0,0,3
"('55.692024', '37.467509')",8.419854499726915,0,0,0,0,1,5
"('55.692317', '37.531551')",6.060094285781808,0,0,0,0,3,6
"('55.692851', '37.562766')",5.596992532288499,0,0,0,0,4,5
"('55.693145', '37.546525')",5.697512264545865,0,0,0,0,3,6
"('55.693957', '37.585098')",5.2518432140938005,0,0,0,0,5,4
"('55.694096', '37.81723')",11.853571306432137,0,0,0,0,0,6
"('55.694114', '37.665183')",4.282008797535426,0,0,0,1,5,5
"('55.69426', '37.457592')",8.73234045134318,0,0,0,0,1,4
"('55.694322', '37.63676')",3.947558756586487,0,0,0,1,6,4
"('55.694435', '37.602634')",4.5642924359737735,0,0,0,1,6,3
"('55.695195', '37.530229')",5.7944107677085155,0,0,0,0,3,6
"('55.695246', '37.85073')",13.617827511111903,0,0,0,0,0,3
"('55.69553', '37.56943')",5.297772047843867,0,0,0,0,4,5
"('55.695611', '37.47351')",7.871916304066448,0,0,0,0,1,8
"('55.696037', '37.460421')",8.47003921874769,0,0,0,0,1,4
"('55.696123', '37.469817')",8.008059659985474,0,0,0,0,1,8
"('55.696161', '37.476761')",7.679912179541738,0,0,0,0,1,8
"('55.6968553', '37.6359431')",3.668605344508419,0,0,0,1,6,4
"('55.697179', '37.512577')",6.126474982993781,0,0,0,0,3,6
"('55.697238', '37.476732')",7.600149875746116,0,0,0,0,1,8
"('55.69731', '37.473725')",7.735917158886106,0,0,0,0,1,8
"('55.697453', '37.633976')",3.612038930512051,0,0,0,1,6,4
"('55.697853', '37.944029')",17.000618613866994,0,0,0,0,0,0
"('55.698208', '37.647504')",3.546630116133176,0,0,0,1,6,4
"('55.698285', '37.497872')",6.5869668215358175,0,0,0,0,2,7
"('55.698437', '37.942906')",16.904640480122968,0,0,0,0,0,0
"('55.698477', '37.625999')",3.583521748124624,0,0,0,1,6,4
"('55.698589', '37.825856')",12.213799349547598,0,0,0,0,0,6
"('55.69868', '37.92679')",16.16476197561882,0,0,0,0,0,0
"('55.6988237', '37.6385601')",3.4430507280373375,0,0,0,1,6,4
"('55.698874', '37.468312')",7.88504196652257,0,0,0,0,1,8
"('55.69899', '37.928253')",16.204304095593912,0,0,0,0,0,0
"('55.699287', '37.74525')",7.459803664437779,0,0,0,0,3,7
"('55.699558', '37.631101')",3.402275204096984,0,0,0,1,6,4
"('55.699886', '37.500745')",6.334044126942809,0,0,0,0,3,6
"('55.700104', '37.468034')",7.814021873007998,0,0,0,0,1,8
"('55.700645', '37.930508')",16.173718352225055,0,0,0,0,0,0
"('55.7008162', '37.768386')",8.715460854170887,0,0,0,0,2,7
"('55.700983', '37.493479')",6.552285197878323,0,0,0,0,2,7
"('55.70108', '37.661356')",3.4735849658283318,0,0,0,1,6,4
"('55.701262', '37.651583')",3.2602348488473685,0,0,0,1,6,4
"('55.70128', '37.642654')",3.1751014063744054,0,0,0,1,6,4
"('55.701516', '37.948898')",16.94979350125849,0,0,0,0,0,0
"('55.7016804', '37.4925216')",6.539477144396113,0,0,0,0,2,7
"('55.701708', '37.512237')",5.7251615492339125,0,0,0,0,3,6
"('55.701775', '37.663404')",3.4565212373168035,0,0,0,1,6,4
"('55.702296', '37.781559')",9.434919701142144,0,0,0,0,2,6
"('55.702307', '37.515093')",5.565900307990629,0,0,0,0,3,6
"('55.702312', '37.640633')",3.054917535945803,0,0,0,1,6,4
"('55.702901', '37.491251')",6.50206365020967,0,0,0,0,3,6
"('55.702926', '37.67855')",3.8637141406551865,0,0,0,1,5,5
"('55.703022', '37.81619')",11.490115545120787,0,0,0,0,0,6
"('55.70323', '37.670753')",3.544582973153897,0,0,0,1,6,4
"('55.703373', '37.943616')",16.564509758780225,0,0,0,0,0,0
"('55.703599', '37.516463')",5.3987515271817506,0,0,0,0,3,6
"('55.703976', '37.923798')",15.61304408736347,0,0,0,0,0,0
"('55.704103', '37.565021')",4.340518126073516,0,0,0,1,6,3
"('55.704413', '37.503352')",5.848134886780487,0,0,0,0,3,6
"('55.70442', '37.77749')",9.1172421667284,0,0,0,0,2,7
"('55.704524', '37.615371')",3.1921505758396513,0,0,0,1,7,3
"('55.704981', '37.501618')",5.876591087590703,0,0,0,0,3,6
"('55.706715', '37.615067')",2.989598524403231,0,0,1,0,9,1
"('55.707295', '37.456822')",7.951785597683053,0,0,0,0,1,8
"('55.707365', '37.57775')",4.040655194845351,0,0,0,2,6,3
"('55.707623', '37.768561')",8.474602566052178,0,0,0,0,2,8
"('55.707745', '37.671875')",3.18279986331348,0,0,0,1,7,3
"('55.707841', '37.655472')",2.636291563330059,0,0,1,0,8,2
"('55.708663', '37.590255')",3.885704633553486,0,0,0,2,7,3
"('55.708785', '37.676807')",3.306412374896282,0,0,0,1,7,3
"('55.709028', '37.620761')",2.590571540318637,0,0,1,0,9,1
"('55.70927', '37.61811')",2.647320745760946,0,0,1,1,8,2
"('55.709424', '37.817735')",11.214846805815652,0,0,0,0,0,7
"('55.709713', '37.679412')",3.354770595421177,0,0,0,1,7,3
"('55.7100458', '37.6088908')",2.918483477770467,0,0,1,1,8,2
"('55.7100596', '37.3993136')",11.120075146613239,0,0,0,0,0,2
"('55.710094', '37.65888')",2.502889978961749,0,0,1,0,8,2
"('55.710106', '37.679943')",3.351052341853646,0,0,0,1,7,3
"('55.7106908', '37.5980618')",3.3602965433278156,0,0,0,2,7,3
"('55.710692', '37.607448')",2.926516808368893,0,0,1,1,8,2
"('55.712452', '37.940418')",15.750981198612946,0,0,0,0,0,0
"('55.7125233', '37.5968509')",3.2969263277247176,0,0,0,2,7,3
"('55.71271', '37.644478')",1.921756384069345,0,0,1,0,9,1
"('55.712766', '37.528064')",4.144363217539173,0,0,0,1,4,5
"('55.71304', '37.500944')",5.298102393991292,0,0,0,0,3,6
"('55.7131028', '37.9460569')",15.979684902107525,0,0,0,0,0,0
"('55.713135', '37.618526')",2.2719658888718746,0,0,1,1,8,2
"('55.713441', '37.721292')",5.449019702863008,0,0,0,0,5,5
"('55.7135459', '37.4365861')",8.790655211074236,0,0,0,0,1,4
"('55.7137', '37.621838')",2.104035909759269,0,0,1,1,8,2
"('55.713725', '37.520222')",4.367933151846641,0,0,0,1,3,6
"('55.713796', '37.483939')",6.118413825996478,0,0,0,0,3,6
"('55.713968', '37.405121')",10.635306336106074,0,0,0,0,0,4
"('55.7140296', '37.4352823')",8.846799498476628,0,0,0,0,1,4
"('55.714191', '37.670914')",2.6243558510725333,0,0,1,1,7,3
"('55.714206', '37.505355')",5.001720489351306,0,0,0,0,3,6
"('55.714546', '37.436319')",8.765153179998924,0,0,0,0,1,4
"('55.714699', '37.504701')",4.998368196188799,0,0,0,1,2,7
"('55.71482', '37.750029')",7.139588991924224,0,0,0,0,6,4
"('55.714883', '37.4332517')",8.931745045140298,0,0,0,0,1,3
"('55.714891', '37.477399')",6.409175053863963,0,0,0,0,2,7
"('55.7149838', '37.474807')",6.546699406367706,0,0,0,0,2,7
"('55.715469', '37.521111')",4.186446321893347,0,0,0,1,4,5
"('55.71548', '37.479034')",6.287464654164837,0,0,0,0,2,7
"('55.715626', '37.410106')",10.28085791839065,0,0,0,0,0,4
"('55.715839', '37.434361')",8.829308366782675,0,0,0,0,1,4
"('55.715961', '37.751026')",7.1721863376697685,0,0,0,0,6,4
"('55.7164084', '37.6343347')",1.5201873818537748,0,0,1,1,8,2
"('55.7166', '37.50902')",4.654251639838044,0,0,0,1,3,6
"('55.716671', '37.751071')",7.158396720519476,0,0,0,0,6,4
"('55.71675', '37.57678')",3.004127026886242,0,0,0,2,7,3
"('55.71697', '37.500816')",5.039723855305295,0,0,0,0,3,6
"('55.717188', '37.619522')",1.8801933721236785,0,0,1,1,8,2
"('55.71729', '37.6213')",1.7986165278053172,0,0,1,1,8,2
"('55.717295', '37.595097')",3.1172539087842406,0,0,0,2,7,3
"('55.7174103', '37.7821036')",8.827438209695845,0,0,0,0,3,7
"('55.717579', '37.594225')",3.152706661406415,0,0,0,2,7,3
"('55.717752', '37.4298685')",9.025907706642057,0,0,0,0,1,3
"('55.7178871', '37.4265829')",9.21761825214535,0,0,0,0,1,3
"('55.718096', '37.666072')",2.1125435133514996,0,0,1,1,8,2
"('55.7181046', '37.3990861')",10.869669704810127,0,0,0,0,0,3
"('55.718624', '37.637337')",1.2456725127802184,0,0,1,1,8,2
"('55.718633', '37.623214')",1.6067310728377509,0,0,1,2,7,3
"('55.718659', '37.576807')",2.797492274012622,0,0,1,1,8,2
"('55.71883', '37.477623')",6.193279859709657,0,0,0,0,2,7
"('55.718884', '37.634678')",1.2469450362241121,0,0,1,1,8,2
"('55.719009', '37.414993')",9.878962667694166,0,0,0,0,1,3
"('55.719054', '37.429007')",9.033217053766469,0,0,0,0,1,3
"('55.7191524', '37.8311864')",10.694010559398816,0,0,0,0,0,7
"('55.719395', '37.820908')",10.367171845109809,0,0,0,0,0,7
"('55.719433', '37.656871')",1.582648716188181,0,0,1,1,8,2
"('55.71947', '37.694398')",3.6323301917109387,0,0,0,2,7,3
"('55.719585', '37.660656')",1.7438480620081935,0,0,1,1,8,2
"('55.719683', '37.578343')",2.7120406527882075,0,0,1,1,8,2
