coords,kids_hospitals_closest_km,kids_hospitals_less500m,kids_hospitals_0.5-1km,kids_hospitals_1-3km,kids_hospitals_3-5km,kids_hospitals_5-10km,kids_hospitals_10-15km
"('55.656428', '37.481576')",10.901504621697143,0,0,0,0,0,5
"('55.651978', '37.486005')",10.518485460211684,0,0,0,0,0,5
"('55.647163', '37.468192')",11.530694948107232,0,0,0,0,0,4
"('55.646406', '37.482592')",10.621318610796013,0,0,0,0,0,5
"('55.644145', '37.473492')",11.15284266821037,0,0,0,0,0,4
"('55.632753', '37.474004')",11.010582979004523,0,0,0,0,0,3
"('55.64541', '37.481873')",10.65066499277472,0,0,0,0,0,5
"('55.645131', '37.487892')",10.270970220438192,0,0,0,0,0,5
"('55.654041', '37.489931')",10.327488574421604,0,0,0,0,0,5
"('55.644145', '37.473492')",11.15284266821037,0,0,0,0,0,4
"('55.713654', '37.607655')",1.3244724535420906,0,0,1,0,6,2
"('55.71019', '37.6180324')",1.5602159936189628,0,0,1,0,7,1
"('55.844395', '37.449093')",2.9103040679236503,0,0,1,0,2,3
"('55.821917', '37.438614')",4.0032232253570825,0,0,0,1,2,3
"('55.814746', '37.424309')",4.369763650835084,0,0,0,1,2,3
"('55.821917', '37.438614')",4.0032232253570825,0,0,0,1,2,3
"('55.7212377', '37.6943255')",4.206707708972553,0,0,0,2,3,4
"('55.71954', '37.690896')",4.43411081947297,0,0,0,2,3,4
"('55.7212377', '37.6943255')",4.206707708972553,0,0,0,2,3,4
"('55.769271', '37.56582')",1.1499588815133466,0,0,2,0,6,2
"('55.775454', '37.5577')",1.8354012375577045,0,0,2,0,6,2
"('55.775454', '37.5577')",1.8354012375577045,0,0,2,0,6,2
"('55.770622', '37.560394')",1.5075645077133426,0,0,2,0,6,2
"('55.764236', '37.54028')",0.9297258077445112,0,1,1,2,3,5
"('55.770306', '37.56461')",1.2408722748911667,0,0,2,0,6,2
"('55.774796', '37.556316')",1.8848604326951761,0,0,2,0,6,2
"('55.766329', '37.557861')",1.532797824071135,0,0,2,0,6,2
"('55.76246', '37.567554')",1.0956936297051658,0,0,2,0,6,2
"('55.770573', '37.562954')",1.3484821351722238,0,0,2,0,6,2
"('55.820855', '37.632772')",4.299953584971785,0,0,0,1,4,4
"('55.797701', '37.610754')",3.6750283033590776,0,0,0,1,6,2
"('55.601284', '37.586166')",5.053104367765175,0,0,0,0,1,2
"('55.608709', '37.590012')",4.374510123297444,0,0,0,1,0,3
"('55.544494', '37.545527')",11.50178539708934,0,0,0,0,0,1
"('55.524355', '37.513961')",14.48278148361701,0,0,0,0,0,1
"('55.532966', '37.527265')",13.214119127142663,0,0,0,0,0,1
"('55.535061', '37.5418826')",12.504738145804792,0,0,0,0,0,1
"('55.547056', '37.545968')",11.251591531210533,0,0,0,0,0,1
"('55.549261', '37.545402')",11.072654186135415,0,0,0,0,0,1
"('55.703261', '37.947838')",11.27441494657496,0,0,0,0,0,1
"('55.709491', '37.9426752')",11.12168209380045,0,0,0,0,0,1
"('55.7254379', '37.8614816')",7.355388655055655,0,0,0,0,1,2
"('55.708455', '37.925838')",10.072438410644713,0,0,0,0,0,2
"('55.830407', '37.580104')",5.0522541358333,0,0,0,0,5,3
"('55.81563', '37.585133')",5.267935192722236,0,0,0,0,6,2
"('55.817405', '37.573034')",5.508752125557232,0,0,0,0,5,3
"('55.847295', '37.638521')",1.3365498556183504,0,0,1,0,3,5
"('55.851677', '37.633286')",1.0101202191312728,0,0,1,0,3,5
"('55.87275', '37.712568')",4.619257838327179,0,0,0,1,1,3
"('55.566445', '37.568129')",8.681970933176167,0,0,0,0,1,0
"('55.565493', '37.56777')",8.781303015436434,0,0,0,0,1,0
"('55.565646', '37.564123')",8.903235985521986,0,0,0,0,1,0
"('55.546287', '37.555598')",10.985494345042358,0,0,0,0,0,1
"('55.552408', '37.552157')",10.539513265693088,0,0,0,0,0,1
"('55.561232', '37.586176')",8.580238834607066,0,0,0,0,1,0
"('55.554975', '37.507205')",12.197884920821316,0,0,0,0,0,1
"('55.554975', '37.507205')",12.197884920821316,0,0,0,0,0,1
"('55.537792', '37.57569')",11.219047616641038,0,0,0,0,0,1
"('55.684654', '37.531586')",6.957893935596018,0,0,0,0,4,3
"('55.699314', '37.511239')",6.360807431591852,0,0,0,0,4,2
"('55.684777', '37.524597')",7.294805908240606,0,0,0,0,4,2
"('55.685806', '37.8624')",5.678104008343078,0,0,0,0,1,2
"('55.687756', '37.8636')",5.770517681236145,0,0,0,0,1,2
"('55.72161', '37.8988')",9.057864910668044,0,0,0,0,1,2
"('55.86932', '37.500324')",6.124200625492728,0,0,0,0,2,3
"('55.717424', '37.496474')",4.904649629039127,0,0,0,1,3,4
"('55.73407', '37.490883')",3.7878108349308506,0,0,0,2,2,5
"('55.618878', '37.4144')",14.81092932545828,0,0,0,0,0,1
"('55.7553539', '37.5108763')",1.7777118337715423,0,0,1,2,2,6
"('55.747288', '37.514957')",1.7236130030124828,0,0,1,2,2,6
"('55.763697', '37.509925')",2.0641540683991746,0,0,2,1,3,5
"('55.766567', '37.48703')",1.40383327264666,0,0,1,1,3,5
"('55.967992', '37.150575')",5.324933044895715,0,0,0,0,1,0
"('55.825189', '37.564284')",6.19022825944619,0,0,0,0,5,3
"('55.731627', '37.581227')",2.2708021289882367,0,0,1,2,4,5
"('55.87241', '37.484568')",5.298565837848227,0,0,0,0,2,3
"('55.865013', '37.474264')",4.4239677328177285,0,0,0,1,0,5
"('55.871147', '37.48042')",5.005308035840673,0,0,0,0,1,4
"('55.8675884', '37.4829033')",5.022723587878827,0,0,0,0,1,4
"('55.872577', '37.488422')",5.52983192113549,0,0,0,0,2,3
"('55.860827', '37.469728')",4.045801952279224,0,0,0,1,0,5
"('55.778282', '37.517597')",2.900892427749846,0,0,1,2,2,6
"('55.780279', '37.516602')",3.127016755617357,0,0,0,3,1,7
"('55.767638', '37.50186')",2.2788601040809837,0,0,2,0,4,4
"('55.776537', '37.540928')",2.2959144758986794,0,0,2,1,4,4
"('55.776537', '37.540928')",2.2959144758986794,0,0,2,1,4,4
"('55.775682', '37.538539')",2.2087666013499083,0,0,2,1,4,4
"('55.77996', '37.526744')",2.834678861383844,0,0,1,2,2,6
"('55.780168', '37.531307')",2.7762059946029813,0,0,1,2,2,6
"('55.776537', '37.540928')",2.2959144758986794,0,0,2,1,4,4
"('55.774598', '37.54595')",2.097361420816573,0,0,2,0,5,3
"('55.781927', '37.46363')",1.2397956397989356,0,0,1,0,4,3
"('55.76317', '37.508592')",2.113835335156962,0,0,2,1,3,5
"('55.762136', '37.511105')",1.9228296855699987,0,0,2,1,3,5
"('55.767638', '37.50186')",2.2788601040809837,0,0,2,0,4,4
"('55.763697', '37.509925')",2.0641540683991746,0,0,2,1,3,5
"('55.781927', '37.46363')",1.2397956397989356,0,0,1,0,4,3
"('55.762136', '37.511105')",1.9228296855699987,0,0,2,1,3,5
"('55.763265', '37.514994')",1.7619639121608865,0,0,1,2,2,6
"('55.763697', '37.509925')",2.0641540683991746,0,0,2,1,3,5
"('55.761421', '37.512865')",1.7899968641374928,0,0,1,2,2,6
"('55.637434', '37.680194')",1.9559004873153003,0,0,1,0,2,2
"('55.77633', '37.630726')",3.0141941327194828,0,0,0,2,4,4
"('55.770532', '37.629736')",2.748228825869542,0,0,1,3,3,5
"('55.779975', '37.615722')",2.373040222093469,0,0,1,1,6,2
"('55.777454', '37.616173')",2.257236825811583,0,0,1,1,6,2
"('55.788442', '37.557578')",2.7895722771903446,0,0,1,1,6,2
"('55.797413', '37.52334')",4.655147546551684,0,0,0,2,3,5
"('55.793864', '37.541001')",3.922966177229112,0,0,0,2,4,4
"('55.778026', '37.540147')",2.4630144314457483,0,0,2,1,4,4
"('55.801632', '37.767635')",4.638766299934276,0,0,0,1,1,5
"('55.805252', '37.773126')",5.10249446159642,0,0,0,0,2,4
"('55.807419', '37.7761972')",5.373528613045845,0,0,0,0,2,4
"('55.802847', '37.728658')",2.5446504286552734,0,0,1,0,4,3
"('55.623778', '37.590865')",3.7038041554594763,0,0,0,1,0,4
"('55.644596', '37.602077')",3.2748107063705847,0,0,0,1,1,5
"('55.63721', '37.606773')",2.7391009070737597,0,0,1,0,2,4
"('55.7658', '37.60274')",0.9896499815122343,0,1,0,3,3,5
"('55.76526', '37.607567')",1.2897433915258996,0,0,1,2,4,4
"('55.769733', '37.604034')",1.1855724504842295,0,0,1,2,4,4
"('55.776112', '37.692765')",1.2145279840697902,0,0,2,0,6,2
"('55.745544', '37.75461')",3.370753053330957,0,0,0,1,3,5
"('55.721523', '37.62298')",0.39910202879596984,1,0,1,0,6,2
"('55.764493', '37.511489')",2.0209330103762184,0,0,2,1,3,5
"('55.761421', '37.512865')",1.7899968641374928,0,0,1,2,2,6
"('55.764493', '37.511489')",2.0209330103762184,0,0,2,1,3,5
"('55.767638', '37.50186')",2.2788601040809837,0,0,2,0,4,4
"('55.765711', '37.480436')",1.0725396855734493,0,0,1,1,3,5
"('55.764493', '37.511489')",2.0209330103762184,0,0,2,1,3,5
"('55.762666', '37.51291')",1.8451283908929097,0,0,1,2,2,6
"('55.763265', '37.514994')",1.7619639121608865,0,0,1,2,2,6
"('55.762666', '37.51291')",1.8451283908929097,0,0,1,2,2,6
"('55.761282', '37.513422')",1.7517685446542142,0,0,1,2,2,6
"('55.618471', '37.723124')",4.7767065396012764,0,0,0,1,1,2
"('55.62146', '37.741')",5.810044013497215,0,0,0,0,2,1
"('55.6203272', '37.7387044')",5.688905185545054,0,0,0,0,2,1
"('55.618268', '37.742196')",5.9499124153803,0,0,0,0,2,1
"('55.610321', '37.752895')",6.835237161573925,0,0,0,0,2,0
"('55.615476', '37.743274')",6.089361479677486,0,0,0,0,2,1
"('55.75946', '37.777428')",4.483158320733929,0,0,0,1,2,5
"('55.76799', '37.837437')",8.316482779263715,0,0,0,0,2,2
"('55.829502', '37.82185')",9.048053678239413,0,0,0,0,1,2
"('55.802103', '37.814483')",7.489342179141022,0,0,0,0,2,4
"('55.85973', '37.6653')",1.4220199940196727,0,0,1,0,2,3
"('55.518265', '37.572701')",13.298737257098812,0,0,0,0,0,1
"('55.828674', '37.361018')",3.8107813824913506,0,0,0,1,1,2
"('55.774406', '37.708931')",1.5411007235862366,0,0,2,0,4,3
"('55.787513', '37.706766')",0.571828620054036,0,1,0,2,3,4
"('55.780834', '37.692688')",0.7192902165584772,0,1,1,1,5,3
"('55.774603', '37.696489')",1.3461957639047695,0,0,2,0,6,2
"('55.7814011', '37.7250089')",1.8188741421068055,0,0,2,0,4,3
"('55.788819', '37.698358')",0.09271243872955648,1,0,1,1,4,4
"('55.774406', '37.708931')",1.5411007235862366,0,0,2,0,4,3
"('55.774887', '37.707783')",1.4608282047151904,0,0,2,0,4,3
"('55.772861', '37.710287')",1.6165609072438543,0,0,2,0,4,3
"('55.773388', '37.708965')",1.6433622021041787,0,0,2,0,4,3
"('55.780294', '37.705535')",0.8688332336501802,0,1,1,1,4,3
"('55.780319', '37.699211')",0.7154913858051508,0,1,1,1,4,4
"('55.776112', '37.692765')",1.2145279840697902,0,0,2,0,6,2
"('55.78202', '37.726655')",1.8969018499319656,0,0,2,0,4,3
"('55.77309', '37.706074')",1.6042138419454763,0,0,2,0,4,3
"('55.774603', '37.696489')",1.3461957639047695,0,0,2,0,6,2
"('55.708225', '37.819244')",4.099403191946038,0,0,0,1,1,4
"('55.703641', '37.790934')",2.6117166275617443,0,0,1,0,2,4
"('55.695625', '37.821663')",3.4229966128029523,0,0,0,1,0,5
"('55.70041', '37.809479')",3.0602522657643596,0,0,0,1,1,4
"('55.712409', '37.803657')",3.8529926365505207,0,0,0,1,1,5
"('55.704002', '37.813073')",3.4945205025205164,0,0,0,1,1,4
"('55.67559', '37.465694')",9.903571980636167,0,0,0,0,1,4
"('55.663004', '37.475881')",10.910230762314441,0,0,0,0,0,5
"('55.675103', '37.499516')",9.15513720897217,0,0,0,0,2,3
"('55.643033', '37.475468')",11.01247400131696,0,0,0,0,0,4
"('55.664538', '37.473483')",10.808517325631032,0,0,0,0,0,5
"('55.661328', '37.468308')",11.264712199036165,0,0,0,0,0,5
"('55.663004', '37.475881')",10.910230762314441,0,0,0,0,0,5
"('55.667493', '37.493156')",10.03910727764628,0,0,0,0,0,5
"('55.67558', '37.475612')",9.628175438538165,0,0,0,0,1,4
"('55.665492', '37.498743')",9.914399532714997,0,0,0,0,1,4
"('55.667126', '37.495132')",9.968928773337218,0,0,0,0,1,4
"('55.608139', '37.58597')",4.624504155964034,0,0,0,1,0,3
"('55.61545', '37.587723')",4.15703253490879,0,0,0,1,0,3
"('55.884292', '37.540147')",6.958709253698721,0,0,0,0,2,4
"('55.881177', '37.5349')",7.139601087626656,0,0,0,0,2,4
"('53.9448795', '32.8480138')",2816.008161690271,0,0,0,0,0,0
"('55.474465', '37.527561')",2406.6081170121515,0,0,0,0,0,0
"('55.495937', '37.519247')",2408.329034356776,0,0,0,0,0,0
"('55.496659', '37.515407')",2408.733500948174,0,0,0,0,0,0
"('55.497256', '37.519036')",2408.405586103433,0,0,0,0,0,0
"('55.498654', '36.9174438')",2467.220300738323,0,0,0,0,0,0
"('55.504986', '37.534794')",15.632857859335884,0,0,0,0,0,0
"('55.508542', '37.581629')",14.135152189295782,0,0,0,0,0,1
"('55.520161', '37.212217')",19.45916317928673,0,0,0,0,0,0
"('55.532666', '37.521408')",13.458427631589936,0,0,0,0,0,1
"('55.53827', '37.51017')",13.41322242196462,0,0,0,0,0,1
"('55.539732', '37.581271')",10.880046842063201,0,0,0,0,0,1
"('55.540928', '37.57667')",10.875587835441074,0,0,0,0,0,1
"('55.541504', '37.57544')",10.850154807065032,0,0,0,0,0,1
"('55.54193', '37.560745')",11.234789183569987,0,0,0,0,0,1
"('55.543516', '37.511544')",12.917100641968473,0,0,0,0,0,1
"('55.5437', '37.483508')",14.148142029081997,0,0,0,0,0,1
"('55.544255', '37.52324')",12.371849163705972,0,0,0,0,0,1
"('55.54753', '37.323517')",19.732440871321558,0,0,0,0,0,0
"('55.547712', '37.487459')",13.663035003560791,0,0,0,0,0,1
"('55.5479124', '37.5569644')",10.786464094170809,0,0,0,0,0,1
"('55.548665', '37.48685')",13.62105892426487,0,0,0,0,0,1
"('55.548894', '37.53835')",11.372290126861579,0,0,0,0,0,1
"('55.549144', '37.525836')",11.850504685531144,0,0,0,0,0,1
"('55.54921', '37.556559')",10.678662011155293,0,0,0,0,0,1
"('55.549725', '37.489455')",13.419744453505755,0,0,0,0,0,1
"('55.551843', '37.503953')",12.586411082235456,0,0,0,0,0,1
"('55.5525622', '37.3350953')",20.172141908124015,0,0,0,0,0,0
"('55.5529937', '37.464911')",14.394793191777396,0,0,0,0,0,1
"('55.554236', '37.465838')",14.26576410816588,0,0,0,0,0,1
"('55.555184', '37.554008')",10.220039806931496,0,0,0,0,0,1
"('55.565136', '37.576405')",8.510054788908244,0,0,0,0,1,0
"('55.569016', '37.48614')",12.274242530790985,0,0,0,0,0,1
"('55.569138', '37.489257')",12.103074907071475,0,0,0,0,0,1
"('55.57462', '37.469227')",12.86823153337818,0,0,0,0,0,1
"('55.577566', '37.48269')",11.966072815828134,0,0,0,0,0,1
"('55.5782812', '37.4827046')",11.92677863435475,0,0,0,0,0,1
"('55.585067', '37.602067')",5.772020624566735,0,0,0,0,1,1
"('55.587056', '37.610538')",5.3207306094981295,0,0,0,0,1,1
"('55.587285', '37.456981')",12.973401624828615,0,0,0,0,0,1
"('55.588412', '37.164133')",27.535367442887797,0,0,0,0,0,0
"('55.588533', '37.171806')",27.31195480715986,0,0,0,0,0,0
"('55.588649', '37.604448')",5.35285732980803,0,0,0,0,1,1
"('55.589096', '37.171143')",27.38700396127221,0,0,0,0,0,0
"('55.589198', '37.602714')",5.359121385177825,0,0,0,0,1,1
"('55.590343', '37.606334')",5.129921116803395,0,0,0,0,1,2
"('55.59126', '37.444499')",13.562517037891705,0,0,0,0,0,1
"('55.591498', '37.447295')",13.386949607940558,0,0,0,0,0,1
"('55.591599', '37.42916')",14.471885725179426,0,0,0,0,0,1
"('55.593245', '37.425689')",14.629018879729449,0,0,0,0,0,1
"('55.593735', '37.596184')",5.193974770307197,0,0,0,0,1,2
"('55.594102', '37.664976')",4.066441707345879,0,0,0,1,0,3
"('55.598405', '37.519476')",8.857679039631329,0,0,0,0,1,0
"('55.600893', '37.724077')",5.663117201766806,0,0,0,0,2,0
"('55.601004', '37.717178')",5.3025836750655735,0,0,0,0,2,0
"('55.602312', '37.415613')",15.001363910835877,0,0,0,0,0,0
"('55.602615', '37.584515')",5.044745548662592,0,0,0,0,1,2
"('55.603419', '37.662498')",3.0226876135542535,0,0,0,1,0,3
"('55.604692', '37.661105')",2.8632769597664054,0,0,1,0,1,2
"('55.604866', '37.55593')",6.466819515714475,0,0,0,0,1,1
"('55.605583', '37.743668')",6.485586996173076,0,0,0,0,2,0
"('55.605858', '37.664731')",2.8052525341587127,0,0,1,0,1,2
"('55.606131', '37.411705')",15.162581028127711,0,0,0,0,0,0
"('55.606668', '37.527176')",8.07578557846103,0,0,0,0,1,1
"('55.606945', '37.72538')",5.383882704704299,0,0,0,0,2,1
"('55.607377', '37.705023')",4.265157867261597,0,0,0,1,1,2
"('55.607377', '37.712749')",4.67007964577131,0,0,0,1,1,2
"('55.607956', '37.729035')",5.538350868961633,0,0,0,0,2,1
"('55.608348', '37.546417')",6.869749203464568,0,0,0,0,1,1
"('55.608389', '37.613683')",3.2393323064658466,0,0,0,1,0,3
"('55.608816', '37.535412')",7.507876325176496,0,0,0,0,1,1
"('55.612506', '37.749863')",6.57948717109347,0,0,0,0,2,1
"('55.612608', '37.518397')",8.428275129942527,0,0,0,0,1,1
"('55.6131349', '37.7484728')",6.47546736193859,0,0,0,0,2,1
"('55.615967', '37.546543')",6.616197160409983,0,0,0,0,1,1
"('55.616127', '37.756587')",6.886744204387502,0,0,0,0,2,1
"('55.617281', '37.417446')",14.63567260733199,0,0,0,0,0,1
"('55.617378', '37.411463')",15.009944317824226,0,0,0,0,0,0
"('55.618336', '37.74964')",6.40744948071934,0,0,0,0,2,1
"('55.618679', '37.586006')",4.136812764765502,0,0,0,1,0,3
"('55.618761', '37.263555')",21.186985100768094,0,0,0,0,0,0
"('55.619467', '37.415344')",14.746347960122057,0,0,0,0,0,1
"('55.619599', '37.417167')",14.630691539203369,0,0,0,0,0,1
"('55.620888', '37.601627')",3.1244671912980486,0,0,0,1,0,3
"('55.621333', '37.303602')",19.53166459969801,0,0,0,0,0,0
"('55.622243', '37.733635')",5.338130354855453,0,0,0,0,2,1
"('55.623238', '37.588825')",3.8411312521019765,0,0,0,1,0,4
"('55.623427', '37.697963')",3.104892503609214,0,0,0,1,1,2
"('55.62451', '37.652077')",0.5847479598019569,0,1,0,1,1,2
"('55.625211', '37.345491')",17.90052866650396,0,0,0,0,0,0
"('55.625471', '37.342814')",17.946306040997968,0,0,0,0,0,0
"('55.6255029', '37.3040935')",19.120701050074782,0,0,0,0,0,0
"('55.625831', '37.641575')",0.6216844536411423,0,1,0,1,0,3
"('55.627397', '37.718471')",4.315309623473976,0,0,0,1,1,3
"('55.627663', '37.488953')",10.066833037685667,0,0,0,0,0,3
"('55.627727', '37.342984')",17.715300924515248,0,0,0,0,0,0
"('55.62883', '37.512937')",8.553985050950034,0,0,0,0,1,2
"('55.628932', '37.341843')",17.626309582647245,0,0,0,0,0,0
"('55.630085', '37.655463')",0.3508995694857418,1,0,1,0,2,2
"('55.631793', '37.412047')",14.909692891516176,0,0,0,0,0,1
"('55.631803', '37.41926')",14.455447765074673,0,0,0,0,0,1
"('55.63194', '37.48322')",10.427932847953452,0,0,0,0,0,3
"('55.632413', '37.415694')",14.68116536994373,0,0,0,0,0,1
"('55.633932', '37.529214')",7.542602663915459,0,0,0,0,1,3
"('55.6343125', '37.332509')",17.3669341989934,0,0,0,0,0,0
"('55.634812', '37.539715')",6.889993135254764,0,0,0,0,1,3
"('55.636621', '37.60549')",2.8068774206606726,0,0,1,0,2,4
"('55.636702', '37.310384')",17.856954250068526,0,0,0,0,0,0
"('55.63735', '37.532017')",7.4003197781587735,0,0,0,0,1,3
"('55.637581', '37.428073')",13.92522355194616,0,0,0,0,0,2
"('55.63786', '37.429815')",13.817695060638126,0,0,0,0,0,3
"('55.63816', '37.756299')",4.954172096467024,0,0,0,1,1,3
"('55.638175', '37.531765')",7.427149932817778,0,0,0,0,1,3
"('55.640335', '37.309199')",17.561447729337903,0,0,0,0,0,0
"('55.640423', '37.61026')",2.622291149096608,0,0,1,0,2,4
"('55.640914', '37.526834')",7.778207451557999,0,0,0,0,1,4
"('55.641773', '37.362869')",15.76822544557586,0,0,0,0,0,0
"('55.641919', '37.677708')",2.021617931619565,0,0,1,0,3,2
"('55.64192', '37.523456')",8.00396326270545,0,0,0,0,1,4
"('55.642372', '37.672468')",1.7821399698813247,0,0,1,0,3,3
"('55.642977', '37.393074')",14.95937675392158,0,0,0,0,0,1
"('55.64316', '37.602984')",3.159219596117655,0,0,0,1,1,5
"('55.643465', '37.725496')",4.883990535530175,0,0,0,1,1,3
"('55.643744', '37.492284')",9.976205497164637,0,0,0,0,1,4
"('55.644206', '37.490551')",10.091390839314625,0,0,0,0,0,5
"('55.644755', '37.392553')",14.78124024902993,0,0,0,0,0,1
"('55.645367', '37.34869')",15.800084232145261,0,0,0,0,0,0
"('55.645553', '37.495779')",9.78608278620246,0,0,0,0,1,4
"('55.64566', '37.390603')",14.724543653877754,0,0,0,0,0,1
"('55.645893', '37.477022')",10.96055587468878,0,0,0,0,0,5
"('55.64664', '37.47969')",10.80587820740083,0,0,0,0,0,5
"('55.646868', '37.526555')",7.90323107876392,0,0,0,0,1,4
"('55.647204', '37.618641')",2.5412799298264703,0,0,1,0,2,4
"('55.647432', '37.38631')",14.628074029535524,0,0,0,0,0,1
"('55.647728', '37.65381')",1.708778936629979,0,0,1,0,3,3
"('55.648148', '37.596435')",3.767560636586361,0,0,0,1,1,5
"('55.648794', '37.388188')",14.44526669559764,0,0,0,0,0,1
"('55.649276', '37.660215')",1.9708929849407415,0,0,1,0,3,3
"('55.649312', '37.717842')",4.64498749085959,0,0,0,2,0,4
"('55.6495', '37.387846')",14.378649149768185,0,0,0,0,0,1
"('55.649571', '37.400135')",14.125795895510986,0,0,0,0,0,2
"('55.649901', '37.367419')",14.825868819230601,0,0,0,0,0,1
"('55.650583', '37.563543')",5.773352536925563,0,0,0,0,2,5
"('55.650836', '37.597387')",3.864222601139283,0,0,0,1,1,5
"('55.651186', '37.483095')",10.680375434619897,0,0,0,0,0,5
"('55.65161', '37.482018')",10.75609827020082,0,0,0,0,0,5
"('55.652156', '37.733769')",3.9022092287914125,0,0,0,1,1,3
"('55.6522', '37.47304')",11.323247622423201,0,0,0,0,0,5
"('55.652486', '37.738243')",3.734610524991564,0,0,0,1,1,3
"('55.652796', '37.474192')",11.26516470354304,0,0,0,0,0,5
"('55.65313', '37.715218')",4.526375066267162,0,0,0,2,1,5
"('55.654823', '37.409011')",13.40802507287574,0,0,0,0,0,2
"('55.655254', '37.473123')",11.388614432783337,0,0,0,0,0,5
"('55.655254', '37.609595')",3.568937867023747,0,0,0,1,1,5
"('55.65559', '37.469305')",11.631272151437951,0,0,0,0,0,5
"('55.6561864', '37.516193')",8.796275709761089,0,0,0,0,2,3
"('55.656301', '37.413089')",13.182514892526433,0,0,0,0,0,3
"('55.656346', '37.424327')",13.01733595755138,0,0,0,0,0,4
"('55.65724', '37.494548')",10.135696394093149,0,0,0,0,0,5
"('55.658124', '37.602005')",4.133693321239838,0,0,0,1,1,5
"('55.658581', '37.744262')",2.9581274678806566,0,0,1,0,2,3
"('55.65868', '37.53109')",8.003431055188573,0,0,0,0,2,4
