coords,adult_hospitals_closest_km,adult_hospitals_less500m,adult_hospitals_0.5-1km,adult_hospitals_1-3km,adult_hospitals_3-5km,adult_hospitals_5-10km,adult_hospitals_10-15km
"('55.610173', '37.533032')",6.051371009692552,0,0,0,0,6,5
"('55.569499', '37.469764')",0.2606351676484675,2,0,2,0,3,3
"('55.67406', '37.530537')",1.8177722562649063,0,0,1,2,8,12
"('55.667397', '37.574436')",3.6056051634783177,0,0,0,3,6,13
"('55.646238', '37.736419')",5.178780364899012,0,0,0,0,5,8
"('55.627426', '37.720886')",4.337583741489521,0,0,0,1,2,8
"('55.64568', '37.739474')",5.200846946114991,0,0,0,0,4,8
"('55.635762', '37.720861')",4.631231078445065,0,0,0,1,4,9
"('55.647498', '37.753973')",4.910975901071902,0,0,0,1,3,9
"('55.635741', '37.719316')",4.5416033540726595,0,0,0,1,4,9
"('55.623265', '37.73173')",4.937972057903124,0,0,0,1,2,7
"('55.62505', '37.73676')",5.275872952314484,0,0,0,0,3,6
"('55.637932', '37.699283')",3.5744656220088626,0,0,0,2,3,11
"('55.646462', '37.750083')",5.034132479679642,0,0,0,0,4,8
"('55.644521', '37.750828')",5.24758853077539,0,0,0,0,4,8
"('55.646828', '37.742744')",5.040752894859099,0,0,0,0,4,8
"('55.626406', '37.745519')",5.8432408970855345,0,0,0,0,3,6
"('55.655117', '37.758186')",4.068889856547342,0,0,0,1,4,8
"('55.652847', '37.749598')",4.326667265711443,0,0,0,1,3,9
"('55.62624', '37.747917')",5.990162549156078,0,0,0,0,3,7
"('55.646238', '37.736419')",5.178780364899012,0,0,0,0,5,8
"('55.63634', '37.792583')",6.6015494210279675,0,0,0,0,3,5
"('55.669939', '37.758768')",2.426682537516755,0,0,1,0,6,12
"('55.508876', '37.343532')",10.147096577402657,0,0,0,0,0,3
"('55.632057', '37.754116')",6.493005114774024,0,0,0,0,3,7
"('55.644521', '37.750828')",5.24758853077539,0,0,0,0,4,8
"('55.686832', '37.724813')",1.7295447327611437,0,0,1,1,11,9
"('55.67341', '37.8093')",3.9939674736387434,0,0,0,1,3,13
"('55.726583', '37.622064')",1.195159135546118,0,0,4,2,14,15
"('55.716402', '37.6109705')",0.3285022381973505,1,1,2,3,10,19
"('55.76952', '37.601852')",0.3370749231333874,1,0,1,5,13,16
"('55.739732', '37.605508')",1.5962963623579616,0,0,4,2,15,15
"('55.740162', '37.604978')",1.6403643011590063,0,0,5,1,16,14
"('55.7407249', '37.6011633')",1.6977960317220029,0,0,3,3,15,15
"('55.6438807', '37.3571627')",3.512422328261047,0,0,0,1,3,2
"('55.644227', '37.38878')",1.5297970481988823,0,0,1,0,5,3
"('55.640073', '37.365354')",3.0065135029374916,0,0,0,1,2,3
"('55.6396042', '37.366312')",2.9518336012347444,0,0,1,0,3,2
"('55.645151', '37.350063')",3.9668185296261953,0,0,0,1,3,2
"('55.643144', '37.38499')",1.7583801117538598,0,0,1,0,5,1
"('55.641796', '37.36662')",2.9151828368890103,0,0,1,0,4,1
"('55.638765', '37.358049')",3.4795383062290886,0,0,0,1,2,3
"('55.640909', '37.36157')",3.237194308543762,0,0,0,1,2,3
"('55.6438807', '37.3571627')",3.512422328261047,0,0,0,1,3,2
"('55.641244', '37.356172')",3.574862287184946,0,0,0,1,2,3
"('55.63976', '37.362245')",3.2047196149074604,0,0,0,1,2,3
"('55.640909', '37.36157')",3.237194308543762,0,0,0,1,2,3
"('55.634934', '37.34576')",4.312264002960805,0,0,0,1,1,4
"('55.641244', '37.356172')",3.574862287184946,0,0,0,1,2,3
"('55.641244', '37.356172')",3.574862287184946,0,0,0,1,2,3
"('55.639638', '37.397908')",0.9983706514154425,0,1,0,1,4,2
"('55.638088', '37.400121')",0.9461841614490879,0,1,0,1,4,2
"('55.6375', '37.363564')",3.1572359407714723,0,0,0,1,2,3
"('55.644704', '37.385861')",1.7189360288681526,0,0,1,0,5,3
"('55.624714', '37.376059')",3.0547044195151662,0,0,0,1,3,2
"('55.643053', '37.391107')",1.3731074560123162,0,0,1,0,5,3
"('55.638912', '37.36164')",3.253111397239311,0,0,0,1,2,3
"('55.641829', '37.360699')",3.2877804684864564,0,0,0,1,3,2
"('55.633851', '37.41405')",0.9725113828085988,0,1,0,1,4,4
"('55.645852', '37.389059')",1.5449807580527042,0,0,1,0,5,3
"('55.646223', '37.385978')",1.743238974077103,0,0,1,0,4,4
"('55.64216', '37.368979')",2.765743542558567,0,0,1,0,4,1
"('55.644221', '37.352327')",3.818292635307661,0,0,0,1,3,2
"('55.643053', '37.391107')",1.3731074560123162,0,0,1,0,5,3
"('55.642083', '37.327381')",5.384981700429121,0,0,0,0,2,3
"('55.661816', '37.419916')",2.0751375613500547,0,0,1,1,3,9
"('55.601305', '37.411346')",4.594337308887524,0,0,0,1,3,2
"('55.636605', '37.314023')",6.261494640228604,0,0,0,0,1,4
"('55.6433374', '37.3590022')",3.3946465794215985,0,0,0,1,3,2
"('55.64216', '37.368979')",2.765743542558567,0,0,1,0,4,1
"('55.6438807', '37.3571627')",3.512422328261047,0,0,0,1,3,2
"('55.647204', '37.371587')",2.65185332188692,0,0,1,0,4,3
"('55.635945', '37.344619')",4.362265739361266,0,0,0,1,1,4
"('55.648094', '37.394028')",1.3381991064238323,0,0,1,0,5,3
"('55.692648', '37.496704')",2.5192073199332294,0,0,1,1,9,12
"('55.626579', '37.313502')",6.5078789050017,0,0,0,0,1,4
"('55.681091', '37.459845')",2.8856164472908414,0,0,1,2,7,12
"('55.66164', '37.41553')",2.0228216032889987,0,0,1,1,3,9
"('55.6674', '37.450333')",2.40609839566909,0,0,1,2,3,14
"('55.635945', '37.344619')",4.362265739361266,0,0,0,1,1,4
"('55.64447', '37.348994')",4.02927947525709,0,0,0,1,2,3
"('55.64269', '37.3577113')",3.474889355382847,0,0,0,1,3,2
"('55.633409', '37.321524')",5.843687241666408,0,0,0,0,1,4
"('55.675346', '37.500973')",0.5743645363456523,0,1,1,1,7,11
"('55.625303', '37.314346')",6.497448524172357,0,0,0,0,1,4
"('55.653858', '37.396362')",1.5944372706984002,0,0,1,0,4,6
"('55.655869', '37.427381')",1.6198301794160441,0,0,1,2,2,10
"('55.836999', '37.661329')",3.0946314064882,0,0,0,2,10,13
"('55.849498', '37.623171')",3.0712109935758196,0,0,0,1,9,12
"('55.854168', '37.623563')",2.7841695701734097,0,0,1,0,9,11
"('55.847295', '37.638521')",2.5160116365499516,0,0,1,0,10,12
"('55.850535', '37.654439')",1.6930881963223818,0,0,1,0,11,12
"('55.852734', '37.615677')",3.2984235893887917,0,0,0,1,9,13
"('55.857946', '37.617307')",2.9990406138212027,0,0,1,0,8,13
"('55.84771', '37.6366')",2.5596249535208973,0,0,1,0,10,12
"('55.852734', '37.615677')",3.2984235893887917,0,0,0,1,9,13
"('55.849691', '37.620905')",3.1768584809031926,0,0,0,1,9,12
"('55.856184', '37.659254')",0.9997872185287118,0,1,0,1,7,13
"('55.827656', '37.665436')",3.799168153817573,0,0,0,4,11,13
"('55.849498', '37.623171')",3.0712109935758196,0,0,0,1,9,12
"('55.85973', '37.6653')",0.5575007636724952,0,1,0,1,7,12
"('55.838147', '37.661257')",2.9672748203100405,0,0,1,1,11,12
"('55.8558', '37.68467')",1.4790503660694385,0,0,1,0,10,9
"('55.858817', '37.638755')",1.7023434892059608,0,0,1,0,7,12
"('55.793156', '37.622772')",2.7848425686395326,0,0,1,6,12,15
"('55.810596', '37.617374')",2.692018688660912,0,0,1,3,13,11
"('55.855083', '37.660054')",1.104994289046478,0,0,1,0,9,11
"('55.86071', '37.670967')",0.5019846226062333,0,1,0,1,7,12
"('55.849498', '37.623171')",3.0712109935758196,0,0,0,1,9,12
"('55.848731', '37.639743')",2.3442708509895054,0,0,1,0,10,12
"('55.8495', '37.63888')",2.3161975878549192,0,0,1,0,10,12
"('55.862793', '37.643058')",1.3029920705587703,0,0,1,0,7,11
"('55.8495825', '37.6409167')",2.224437674552719,0,0,1,0,10,12
"('55.84771', '37.6366')",2.5596249535208973,0,0,1,0,10,12
"('55.850141', '37.622425')",3.0697663199337835,0,0,0,1,9,12
"('55.835508', '37.654718')",3.3078582641699366,0,0,0,2,11,12
"('55.847311', '37.628999')",2.929913219562509,0,0,1,0,10,11
"('55.860822', '37.66123')",0.471445856733204,1,0,1,0,8,10
"('55.860822', '37.66123')",0.471445856733204,1,0,1,0,8,10
"('55.836266', '37.642528')",3.445763117662757,0,0,0,1,12,11
"('55.827338', '37.666423')",3.733666821321372,0,0,0,4,11,13
"('55.852177', '37.635916')",2.249511669798544,0,0,1,0,9,12
"('55.86169', '37.642643')",1.3593457115671923,0,0,1,0,7,11
"('55.858868', '37.665993')",0.6460609285444083,0,1,0,1,7,12
"('55.860873', '37.613737')",3.1476094678741826,0,0,0,1,7,13
"('55.849615', '37.637614')",2.361669371065732,0,0,1,0,10,11
"('55.847311', '37.628999')",2.929913219562509,0,0,1,0,10,11
"('55.809231', '37.636392')",3.599828926944661,0,0,0,4,12,13
"('55.830892', '37.646606')",3.924792347507612,0,0,0,3,10,14
"('55.889563', '37.669872')",2.6059840767605413,0,0,1,0,2,12
"('55.881631', '37.6835')",2.0207836259174594,0,0,1,0,5,8
"('55.851635', '37.63419')",2.371762467200175,0,0,1,0,9,12
"('55.854458', '37.68516')",1.6039928525920852,0,0,1,0,10,9
"('55.848816', '37.59704')",4.541653124239503,0,0,0,3,8,14
"('55.864242', '37.620034')",2.7171710422316973,0,0,1,0,7,13
"('55.853041', '37.647603')",1.6609168469403879,0,0,1,0,9,12
"('55.848816', '37.59704')",4.541653124239503,0,0,0,3,8,14
"('55.862767', '37.611563')",3.257195821154421,0,0,0,1,7,13
"('55.847244', '37.635567')",2.641545219861164,0,0,1,0,10,12
"('55.858817', '37.638755')",1.7023434892059608,0,0,1,0,7,12
"('55.837807', '37.662598')",3.000564026272375,0,0,0,2,10,13
"('55.860615', '37.668417')",0.45643434933794547,1,0,1,0,8,11
"('55.834421', '37.659596')",3.3884409943444584,0,0,0,3,10,13
"('55.849615', '37.637614')",2.361669371065732,0,0,1,0,10,11
"('55.806656', '37.7715')",0.7436334343879679,0,1,2,4,6,13
"('55.811138', '37.808689')",1.3405858037425176,0,0,2,1,8,7
"('55.6583', '37.574696')",3.9559338221712075,0,0,0,3,5,13
"('55.80376', '37.769936')",0.6581258035929503,0,1,2,4,7,12
"('55.87106', '37.663223')",0.5319693639032349,0,1,0,1,6,11
"('55.824501', '37.583095')",2.331244043948935,0,0,2,1,14,11
"('55.80663', '37.640766')",3.216381429579233,0,0,0,4,12,14
"('55.867556', '37.603361')",3.766966124561804,0,0,0,2,4,16
"('55.663887', '37.769398')",3.2238563864690764,0,0,0,1,4,10
"('55.663481', '37.73041')",3.481036863457562,0,0,0,2,5,11
"('55.663887', '37.769398')",3.2238563864690764,0,0,0,1,4,10
"('55.670062', '37.743759')",2.4933805018709343,0,0,1,0,7,11
"('55.671493', '37.750927')",2.2510927011830155,0,0,1,0,7,11
"('55.643917', '37.702616')",4.1606706290086315,0,0,0,2,4,10
"('55.645476', '37.707215')",4.460290355962378,0,0,0,2,4,10
"('55.667709', '37.777411')",3.023507288965083,0,0,0,1,4,12
"('55.662821', '37.760809')",3.228696739340765,0,0,0,1,4,10
"('55.667361', '37.752993')",2.7012155092820964,0,0,1,0,6,11
"('55.642728', '37.713036')",4.588906362990238,0,0,0,2,3,11
"('55.664445', '37.777007')",3.3369456403972393,0,0,0,1,4,11
"('55.659504', '37.777084')",3.8443282137075134,0,0,0,1,4,9
"('55.647681', '37.730562')",5.118663471476315,0,0,0,0,5,8
"('55.658662', '37.759452')",3.680659211017613,0,0,0,1,4,9
"('55.655127', '37.746004')",4.097141277625346,0,0,0,1,5,7
"('55.667145', '37.764111')",2.788626632719424,0,0,1,0,5,10
"('55.661796', '37.729592')",3.672459459674882,0,0,0,2,5,11
"('55.654934', '37.75635')",4.0844536607585376,0,0,0,1,4,8
"('55.67159', '37.764483')",2.3139459129421813,0,0,1,0,6,12
"('55.673126', '37.755726')",2.05877805324227,0,0,1,0,8,10
"('55.672448', '37.761599')",2.1782111395354233,0,0,1,0,6,12
"('55.667178', '37.759937')",2.740536050517813,0,0,1,0,5,11
"('55.646228', '37.705841')",4.339935929682448,0,0,0,2,4,10
"('55.636032', '37.802265')",6.876732395702338,0,0,0,0,2,6
"('55.654635', '37.765525')",4.173425154688821,0,0,0,1,4,8
"('55.669986', '37.773143')",2.675380376526276,0,0,1,0,6,11
"('55.667731', '37.774014')",2.9258173200193935,0,0,1,0,5,11
"('55.667539', '37.756545')",2.6823981348827464,0,0,1,0,6,11
"('55.673847', '37.759235')",1.998801266240716,0,0,1,0,7,11
"('55.64066', '37.79885')",6.319342022614373,0,0,0,0,3,7
"('55.657768', '37.761438')",3.7920339016500177,0,0,0,1,4,9
"('55.679737', '37.76539')",1.4861152595710634,0,0,1,0,6,12
"('55.635371', '37.794262')",6.7406578066091125,0,0,0,0,3,5
"('55.672757', '37.749724')",2.120720955760335,0,0,1,0,7,11
"('55.667477', '37.78686')",3.3675616638423893,0,0,0,1,5,11
"('55.653279', '37.711428')",4.147686802613487,0,0,0,1,5,10
"('55.661796', '37.729592')",3.672459459674882,0,0,0,2,5,11
"('55.663481', '37.73041')",3.481036863457562,0,0,0,2,5,11
"('55.675895', '37.771984')",2.0635262482896275,0,0,1,0,6,12
"('55.670849', '37.775442')",2.657620525583819,0,0,1,0,6,11
"('55.673407', '37.753335')",2.0277465200479465,0,0,1,0,8,10
"('55.650099', '37.730203')",4.869160926189652,0,0,0,1,4,9
"('55.649926', '37.708823')",4.221002853717164,0,0,0,2,4,11
"('55.6649677', '37.7456397')",3.018695305889337,0,0,0,1,6,9
"('55.667361', '37.752993')",2.7012155092820964,0,0,1,0,6,11
"('55.665233', '37.761734')",2.970574492010652,0,0,1,0,5,9
"('55.6854618', '37.7258237')",1.742661229306554,0,0,1,1,11,8
"('55.632972', '37.798637')",7.092517576617595,0,0,0,0,2,6
"('55.669828', '37.761581')",2.464366157904434,0,0,1,0,5,13
"('55.648443', '37.725415')",5.144114416204838,0,0,0,0,5,8
"('55.650759', '37.765264')",4.597173284184866,0,0,0,1,4,8
"('55.662222', '37.732656')",3.55041186707324,0,0,0,1,6,10
"('55.644089', '37.716288')",4.8436049756325215,0,0,0,2,3,11
"('55.659414', '37.759569')",3.597866691784047,0,0,0,1,4,9
"('55.645182', '37.721355')",5.169404177728117,0,0,0,0,5,8
"('55.546557', '37.519557')",4.173206465625299,0,0,0,2,0,6
"('55.543779', '37.45699')",2.7770693734986724,0,0,2,0,2,3
"('55.547397', '37.566584')",6.770030200661111,0,0,0,0,3,3
"('55.537424', '37.540102')",5.820415128306518,0,0,0,0,2,3
"('55.54293', '37.545168')",5.752825048502662,0,0,0,0,2,4
"('55.541922', '37.494144')",3.445584200892956,0,0,0,2,0,5
"('55.539548', '37.538889')",5.619900935467893,0,0,0,0,2,3
"('55.55061', '37.558167')",6.149272696503905,0,0,0,0,3,3
"('55.539884', '37.451887')",3.2728805340970446,0,0,0,2,0,4
"('55.562968', '37.500504')",2.263978727836069,0,0,2,0,2,4
"('55.5541523', '37.5028576')",2.8243402214540145,0,0,2,0,2,4
"('55.547535', '37.548941')",5.732958763286541,0,0,0,0,2,4
"('55.524936', '37.515892')",5.7787302916114625,0,0,0,0,2,2
"('55.55003', '37.500288')",2.988403944124384,0,0,2,0,2,3
"('55.567194', '37.498941')",2.083960384481018,0,0,2,0,2,4
"('55.549022', '37.569099')",6.859478216841639,0,0,0,0,3,3
"('55.564409', '37.500917')",2.250820159879094,0,0,2,0,2,4
"('55.563757', '37.498617')",2.1260213096091345,0,0,2,0,2,4
"('55.537801', '37.503971')",4.171701508651707,0,0,0,2,0,5
"('55.539677', '37.460086')",3.1998458339222036,0,0,0,2,0,5
"('55.5567986', '37.5068015')",2.8877077521647947,0,0,2,0,2,4
"('55.535553', '37.502274')",4.319045572381329,0,0,0,2,0,5
"('55.550434', '37.49033')",2.5296884210057518,0,0,2,0,2,3
"('55.530225', '37.515838')",5.295043286940245,0,0,0,0,2,2
"('55.537149', '37.529322')",5.309363843356682,0,0,0,0,2,3
"('55.540939', '37.523645')",4.7624628683938415,0,0,0,2,0,5
"('55.556986', '37.510215')",3.0724880853881937,0,0,0,2,0,6
"('55.523682', '37.511814')",5.760874574988966,0,0,0,0,2,2
"('55.534688', '37.522072')",5.170316230319964,0,0,0,0,2,2
"('55.542681', '37.485116')",3.105765425847765,0,0,0,2,0,5
"('55.541004', '37.493225')",3.5036094002257667,0,0,0,2,0,5
"('55.54343', '37.555795')",6.319138365654878,0,0,0,0,2,4
"('55.554975', '37.507205')",3.0071620557536995,0,0,0,2,0,6
"('55.546083', '37.549184')",5.814711873836574,0,0,0,0,2,4
"('55.5567986', '37.5068015')",2.8877077521647947,0,0,2,0,2,4
"('55.5541523', '37.5028576')",2.8243402214540145,0,0,2,0,2,4
"('55.54484', '37.556289')",6.279452858471973,0,0,0,0,2,4
"('55.523575', '37.508661')",5.672835499278753,0,0,0,0,2,2
"('55.540939', '37.452678')",3.146497635022647,0,0,0,2,0,4
"('55.547276', '37.534317')",4.918718884305324,0,0,0,2,0,6
"('55.529675', '37.512532')",5.22269184194893,0,0,0,0,2,2
"('55.53743', '37.506332')",4.293183591653026,0,0,0,2,0,5
"('55.564511', '37.487038')",1.4014612653159457,0,0,2,0,2,4
"('55.554348', '37.512757')",3.3471600683316987,0,0,0,2,0,6
"('55.5539', '37.553981')",5.786176905192154,0,0,0,0,3,3
"('55.541805', '37.521201')",4.58246390844581,0,0,0,2,0,5
"('55.531672', '37.50089')",4.646450013649393,0,0,0,2,0,4
"('55.487264', '37.30742')",2407.5323363650955,0,0,0,0,0,0
"('55.572482', '37.567581')",6.423420003001463,0,0,0,0,3,4
"('55.567178', '37.573312')",6.772109283171587,0,0,0,0,3,4
"('55.570793', '37.571983')",6.690953197776894,0,0,0,0,3,4
"('55.563421', '37.573914')",6.832537370879548,0,0,0,0,3,4
"('55.577854', '37.572002')",6.677480904454333,0,0,0,0,3,4
"('55.518265', '37.572701')",8.758202906238441,0,0,0,0,2,1
"('55.563905', '37.582224')",7.351092925649383,0,0,0,0,3,4
"('55.576202', '37.58024')",6.417727904402701,0,0,0,0,3,4
"('55.517371', '37.5724')",8.807705757733828,0,0,0,0,2,1
"('55.563905', '37.582224')",7.351092925649383,0,0,0,0,3,4
"('55.539023', '37.575441')",7.649175513734732,0,0,0,0,3,2
"('55.572309', '37.569009')",6.512040328234486,0,0,0,0,3,4
"('55.559746', '37.575639')",6.986830519269118,0,0,0,0,3,3
"('55.584874', '37.464221')",1.8217699059084322,0,0,2,0,4,2
"('55.745377', '37.67212')",1.2350173697923195,0,0,3,1,17,10
"('55.57066', '37.564913')",6.244716686431209,0,0,0,0,3,4
"('55.5603276', '37.578958')",7.185649603801732,0,0,0,0,3,3
"('55.576202', '37.58024')",6.417727904402701,0,0,0,0,3,4
"('55.517371', '37.5724')",8.807705757733828,0,0,0,0,2,1
"('55.8149827', '37.7588599')",1.961654904745834,0,0,2,4,6,14
"('55.811629', '37.702796')",1.2426853442105912,0,0,3,3,13,9
"('55.8124948', '37.7391276')",2.1799889199114997,0,0,3,3,9,12
"('55.816895', '37.727625')",2.4308701938329,0,0,2,3,11,9
"('55.81708', '37.746151')",2.7055921337358746,0,0,2,4,7,13
"('55.8108798', '37.7423865')",2.029712498496008,0,0,3,3,9,12
"('55.817192', '37.744')",2.7391195811065168,0,0,2,4,7,13
"('55.81708', '37.746151')",2.7055921337358746,0,0,2,4,7,13
"('55.817612', '37.745424')",2.7781781895951942,0,0,2,3,8,12
"('55.825856', '37.750191')",3.2488742692542782,0,0,0,5,5,14
"('55.817612', '37.745424')",2.7781781895951942,0,0,2,3,8,12
"('55.8108798', '37.7423865')",2.029712498496008,0,0,3,3,9,12
"('55.8027', '37.722037')",1.276295403245189,0,0,3,3,11,12
"('55.82958', '37.758022')",3.3680059495940537,0,0,0,4,6,11
"('55.808308', '37.72192')",1.51973227623316,0,0,3,3,11,11
"('55.8056', '37.716145')",1.0508925616692204,0,0,3,3,11,11
"('55.8090879', '37.7232228')",1.6366352611946915,0,0,3,3,11,11
"('55.8115699', '37.7407137')",2.0884703196388665,0,0,3,3,9,12
"('55.806361', '37.728571')",1.5647881600666251,0,0,3,4,10,11
"('55.818048', '37.74628')",2.76774478511382,0,0,2,3,8,12
"('55.808118', '37.727445')",1.7726503096285349,0,0,3,3,11,10
"('55.812509', '37.722046')",1.8340506296247632,0,0,3,3,11,11
"('55.8108078', '37.7407356')",2.0046216253474127,0,0,3,3,9,12
"('55.81917', '37.751152')",2.6320581205828955,0,0,1,4,6,14
"('55.817612', '37.745424')",2.7781781895951942,0,0,2,3,8,12
"('55.810364', '37.717492')",1.4653100396975374,0,0,3,3,11,11
"('55.811457', '37.730832')",2.08438453056088,0,0,3,3,11,10
"('55.81708', '37.746151')",2.7055921337358746,0,0,2,4,7,13
"('55.81708', '37.746151')",2.7055921337358746,0,0,2,4,7,13
"('55.81386', '37.72493')",2.0676185366764273,0,0,3,2,12,10
"('55.822321', '37.760818')",2.5642438556048117,0,0,1,4,6,13
"('55.81964', '37.724712')",2.562802145988665,0,0,1,3,10,11
"('55.8056', '37.716145')",1.0508925616692204,0,0,3,3,11,11
"('55.81708', '37.746151')",2.7055921337358746,0,0,2,4,7,13
"('55.800944', '37.705338')",0.21135049792638588,1,1,2,4,12,11
"('55.8118593', '37.7416374')",2.128872705976775,0,0,3,3,9,11
"('55.8180948', '37.7528486')",2.4720019775595454,0,0,2,3,7,13
"('55.80042', '37.710049')",0.5002851406183678,0,1,2,4,12,11
"('55.789269', '37.663809')",1.3928351455672587,0,0,3,3,15,11
"('55.807769', '37.764636')",1.1568753849144162,0,0,3,3,8,12
"('55.818048', '37.74628')",2.76774478511382,0,0,2,3,8,12
"('55.81708', '37.746151')",2.7055921337358746,0,0,2,4,7,13
"('55.81335', '37.70311')",1.4349458878168107,0,0,3,2,14,8
"('55.815549', '37.757817')",2.0523040090422513,0,0,2,4,6,14
"('55.805187', '37.71283')",0.8545901986415111,0,1,2,4,11,11
"('55.817612', '37.745424')",2.7781781895951942,0,0,2,3,8,12
"('55.822', '37.759235')",2.5811451692893272,0,0,1,4,6,13
"('55.803085', '37.712975')",0.7429116562629792,0,1,2,4,11,12
"('55.81335', '37.70311')",1.4349458878168107,0,0,3,2,14,8
"('55.80608', '37.712128')",0.8871652204179565,0,1,2,4,11,11
"('55.504208', '37.539043')",8.510545586918457,0,0,0,0,2,1
"('55.503204', '37.53685')",8.53048480092706,0,0,0,0,2,1
"('55.507973', '37.584308')",10.063260567289033,0,0,0,0,0,3
"('55.495765', '37.52068')",2387.0937767484806,0,0,0,0,0,0
"('55.568736', '37.489805')",1.5023132696809143,0,0,2,0,3,3
"('55.542986', '37.47872')",2.935171263906535,0,0,2,0,2,3
"('55.475169', '37.525208')",2385.780107176521,0,0,0,0,0,0
"('55.50213', '37.32641')",11.45785365918758,0,0,0,0,0,3
"('55.49493', '37.515874')",2387.526515357243,0,0,0,0,0,0
"('55.504517', '37.536823')",8.405777458767991,0,0,0,0,2,1
"('55.503971', '37.592716')",10.75618101793395,0,0,0,0,0,3
"('55.504374', '37.586778')",10.449545632943089,0,0,0,0,0,3
