coords,parks_closest_km,parks_less500m,parks_0.5-1km,parks_1-3km,parks_3-5km,parks_5-10km,parks_10-15km,parks_area_less500m,parks_area_0.5-1km,parks_area_1-3km,parks_area_3-5km,parks_area_5-10km,parks_area_10-15km
"('55.678382', '37.599301')",0.2512934754682559,1,5,38,68,406,421,0.09879736324146222,0.5226960120324295,1.3561215103063857,41.20217717301922,63.78846497302821,123.71749045053086
"('55.678707', '37.634631')",0.5062074409618815,0,3,28,81,409,403,0.0,0.09185859605497436,5.569883552958936,4.952308273609388,100.05830325427414,81.9652573654279
"('55.678768', '37.578702')",0.14740845441106076,2,4,40,61,394,419,0.1686785546475896,0.2666626994823541,3.6254043037475845,37.77839936612342,72.96896994370832,111.34530754176305
"('55.679245', '37.685055')",0.4234571698556707,1,4,22,70,372,411,0.05406099337295665,3.807690874200507,2.016052834736923,28.565184378904274,87.46401434421367,87.46486788753214
"('55.67928', '37.542428')",0.42160579655613656,1,4,30,70,339,425,0.08133506186966809,0.20555520218776463,6.9164760934477405,46.02895035369248,43.53396689651183,114.87190563871039
"('55.68027', '37.515191')",0.12391071203595233,4,4,35,50,318,389,1.6434394912678205,0.0994201267721031,8.555974166049625,47.28707390961004,45.5020225135086,99.42045094948716
"('55.68032', '37.45746')",0.1444397367962073,3,4,29,46,206,396,0.5319982797145861,1.3353029828824583,14.777626565655078,11.970778205131252,75.58255406442744,43.654353567106426
"('55.680935', '37.75373')",0.11126148459320485,3,11,44,54,264,408,0.07448665941017721,12.571993333405075,4.239320669507531,25.33841429276568,60.893853708634666,85.76188415195459
"('55.681067', '37.48296')",0.11331724730195934,2,9,32,44,266,388,0.8374955205581524,2.7546315958301655,14.766329987638503,16.32001606646981,70.67186487082918,59.83079377387526
"('55.681163', '37.610233')",0.18305939339288585,2,1,38,80,422,408,0.18538803811266077,0.22434046037121916,1.73966154694935,41.570581850664695,64.10809211412193,122.22051075198131
"('55.681194', '37.527696')",0.17399494088648573,4,4,34,61,335,407,0.2013968608743444,1.1880596084349413,7.324767853441441,50.61970859125532,42.068385649477975,111.97237157549374
"('55.681275', '37.718238')",0.10785110452257626,2,3,37,60,342,403,0.31419852212047666,0.21457806660566398,18.74059438832364,7.125175631461097,109.57587937278217,49.90487312029376
"('55.681387', '37.674445')",0.5730700150603204,0,2,22,68,399,393,0.0,3.692268852657397,2.0945991954733,25.311799249771475,96.27831745940827,86.3722549145782
"('55.682645', '37.637434')",0.8164171044146555,0,2,29,77,433,393,0.0,0.03821361521196112,5.600687622030205,4.996252472167403,100.00285300118314,83.17658762779065
"('55.682674', '37.650345')",0.4659039099706071,1,1,33,64,435,375,0.031024845630967596,0.0677807428829204,5.38562395669391,3.210888398355565,102.48133334055478,80.52227634396903
"('55.682747', '37.489356')",0.04640798395714257,2,8,34,45,280,383,1.5687423760065256,1.92858680119388,15.362889310143583,14.696119347008459,72.63267394693383,58.72516691902348
"('55.683239', '37.530939')",0.24909921392487003,3,1,41,56,349,403,0.12006179900467634,0.08133506186966807,9.188134196867857,44.07225723876449,48.17790299016717,105.55919406846802
"('55.683407', '37.555355')",0.09063363198028261,1,2,36,75,365,431,0.0854934031830883,0.16301998581004334,7.245656994726237,41.59453003110772,53.05428566385028,112.61487130574166
"('55.6834388', '37.6950682')",0.08752667263586295,2,1,29,65,394,394,0.04029046424338395,0.1291925506726829,17.96560648070573,11.008245222257631,111.03198934119929,62.33298439416278
"('55.683518', '37.530256')",0.2872092423670839,3,1,41,58,345,406,0.12006179900467634,0.08133506186966807,9.188134196867857,45.489383849618896,46.71695133725249,106.93649517961836
"('55.683563', '37.67088')",0.7981039820362846,0,1,26,59,422,382,0.0,3.63820785928444,2.1952211239596813,20.163242439513997,100.42519671214797,82.73843710160372
"('55.6836471', '37.6983498')",0.20238907072678905,2,2,26,70,382,403,0.04029046424338395,0.40434944226613545,16.739795039407717,7.552986688661459,114.42071872931706,56.56935322383967
"('55.68402', '37.656307')",0.7684992403203705,0,2,31,61,445,370,0.0,0.09880558851388799,5.275907594542615,3.227211395615071,102.53635437023007,80.98770454619529
"('55.684366', '37.533993')",0.4084905501424234,2,3,35,67,349,418,0.08648094688412862,0.3396741054757591,7.7007180189324265,46.95354034413384,45.327736800134716,108.90346871517113
"('55.6846329', '37.6990343')",0.2294174041057394,2,2,25,71,386,399,0.04029046424338395,0.40434944226613545,16.69279891511358,7.582003784179161,113.37392834540465,57.668201495372884
"('55.685158', '37.68641')",0.4711095224486109,1,1,24,72,407,391,0.01111632268916439,0.02917414155421956,5.295378477581425,18.97319126741273,101.94106808570264,72.17575344763624
"('55.685234', '37.921005')",0.11374496721373163,3,3,7,22,81,136,0.11411845125906722,0.4629380099725779,0.49486722723719107,6.6350340171658475,32.63292560861287,47.77261024936313
"('55.685477', '37.593345')",0.43149111891957853,1,4,42,75,412,426,0.11949910272178334,0.3223106006972536,3.963821553364439,39.7977226770624,69.0435733334443,121.87793164199621
"('55.686504', '37.681038')",0.8352355047643679,0,1,24,63,422,385,0.0,0.01111632268916439,5.302431333307878,16.39561999793616,109.95276693274172,70.95898686085829
"('55.686579', '37.676933')",1.06087889089133,0,0,25,60,429,377,0.0,0.0,5.283329985897289,14.927855769216713,111.32390819187779,69.7067706298916
"('55.6895027', '37.655056')",0.982131982804872,0,1,35,66,455,388,0.0,0.05161815517525093,5.372659525781106,4.47512237243842,119.54340173593198,69.51121268363073
"('55.689725', '37.854746')",0.0726956091246421,9,3,27,33,145,240,2.3141101346591637,0.24019383627760416,16.749332858839832,6.918648893667392,59.62505376960543,31.882679172162526
"('55.690258', '37.495583')",0.19272160915769235,2,4,37,46,313,379,1.571324932141268,0.4809539646746601,13.554748681174123,13.788613865146951,73.52441327506688,58.46685169335089
"('55.6907642', '37.6558984')",0.8356983513720964,0,1,37,68,457,388,0.0,0.05161815517525093,5.445368917894973,4.369058500210887,123.02395304534042,64.21142272940739
"('55.690821', '37.858824')",0.07300662523853756,2,10,18,35,141,239,0.08779473685985034,2.4665092340769177,14.477664013459455,8.988487528387816,57.53186655132176,33.90243903882442
"('55.692851', '37.562766')",0.11311849633015812,2,5,29,89,385,447,0.25784979199299746,0.6781715288968,7.269066870080967,40.312712688762005,53.84254187076411,135.13694328153022
"('55.693957', '37.585098')",0.05876715715911116,3,5,39,89,412,452,0.22351323745579138,0.3281315560150299,7.989106193723518,11.441552002318833,99.4432294285098,95.86411483770095
"('55.694435', '37.602634')",0.2166795432253237,1,5,40,92,434,438,0.07578224079376071,0.2746566844488952,5.094457243511101,10.924894600053513,101.23389572362302,95.64762180932303
"('55.695246', '37.85073')",0.12310338862537107,7,7,26,39,142,270,2.212970091113197,0.3729525974374588,18.36594624302149,13.428533260119561,53.15738630678581,38.78002250929222
"('55.69553', '37.56943')",0.299176481747045,2,5,34,84,397,453,0.17206201606130378,0.7406403970312379,7.300657464757493,12.012379756597348,80.37836417111552,112.84623414295672
"('55.697853', '37.944029')",1.0854327153575298,0,0,11,6,63,133,0.0,0.0,3.366224757968045,1.209372515498226,31.354488107738977,35.83398264088164
"('55.698437', '37.942906')",0.9894571171456005,0,1,10,7,63,136,0.0,0.11916320622956335,3.2470615517384815,1.3285357217277896,31.2384490131114,36.063474106317564
"('55.698589', '37.825856')",0.114196458262745,4,7,29,47,164,333,1.689815036197161,12.67138680806525,5.66930575249572,26.412603917256813,48.093119821545145,54.6425141466801
"('55.69868', '37.92679')",0.43039456243772056,1,4,10,19,69,151,0.024646257813066858,0.24823411992739972,3.633430053571173,4.611829907422782,47.748535977295354,24.25878906465777
"('55.69899', '37.928253')",0.4736863808693619,1,3,10,18,69,150,0.024646257813066858,0.1990044119978226,3.6665874012369546,4.506710276774129,47.75440487663128,24.20346241412357
"('55.699287', '37.74525')",0.2623059249794178,3,3,39,70,327,402,0.13039012208499118,12.29029248039904,3.2196487869639565,27.319197528049514,63.73895856341515,87.68612378694378
"('55.700645', '37.930508')",0.41186893956379883,2,1,13,9,77,141,0.14380946404263023,0.030896538342318425,3.850767635156254,2.168176928038389,49.919285869534626,21.975686344109015
"('55.7008162', '37.768386')",0.20921215484244005,4,4,45,62,290,393,13.052409257947541,0.24942836837725757,15.05288296794076,15.820478677258397,72.8050850281466,73.6529728020299
"('55.70108', '37.661356')",0.06994137354532365,4,5,29,87,461,399,0.2613633494687822,0.07025286951652449,4.532493724336887,17.623191795908973,108.4108190598021,78.25625053437454
"('55.701775', '37.663404')",0.057024566305712565,4,7,26,90,463,395,0.2613633494687822,0.10395631707736969,4.473277448663851,17.584796628126586,109.171981470761,79.6393547019696
"('55.702296', '37.781559')",0.15744317658586016,2,4,44,67,245,410,0.07516320701198179,13.248893537183166,9.973702580472873,21.09752058710206,66.91388529060868,71.24929691742227
"('55.702312', '37.640633')",0.3781656783390692,1,1,41,95,457,419,0.11756825436227572,0.008575331653663198,1.2877128446592931,12.316297912674935,113.1284692042713,84.21224852464927
"('55.702926', '37.67855')",0.18986198908592927,6,3,21,93,456,384,0.14471146124860465,0.21336537618581095,4.496138926638302,15.736130451300163,117.4449131271084,69.85910800297725
"('55.703022', '37.81619')",0.052763872047759036,3,4,39,50,187,353,0.06857819150149963,0.4215370735527596,25.75970639265128,5.24666174938989,70.31149921925434,33.34191677594423
"('55.70323', '37.670753')",0.13912564553298756,5,7,16,107,444,405,0.2765695905870618,0.12797854359193545,4.211981375787347,17.032962355992417,114.19104497162232,73.9315738937002
"('55.703373', '37.943616')",0.7912376895748693,0,1,10,7,62,138,0.0,0.11916320622956335,3.2470615517384815,1.3285357217277896,47.76105762360405,19.89956617679413
"('55.703976', '37.923798')",0.08110211528859584,3,1,13,17,76,149,0.17470600238494866,0.20604277359317524,3.6756213999053973,4.6703477166642315,47.77391243195366,24.605335582751977
"('55.70442', '37.77749')",0.09903132857033742,1,7,41,73,259,408,0.0718251661114061,13.126625954283533,9.782729844231728,21.30692308659138,66.96326811659543,77.6822777965632
"('55.704524', '37.615371')",0.42686360610416657,2,7,48,104,444,463,0.03817779089644385,0.1576000058770819,4.406251585293868,10.444519751531173,92.66106420393331,105.0612502899624
"('55.706715', '37.615067')",0.566756466455945,0,9,48,108,443,467,0.0,0.2036809341432542,4.546731692431761,10.021584890122396,97.93343981324367,100.07334840515747
"('55.707365', '37.57775')",0.03528147944055797,6,4,50,107,407,467,1.5859108028284072,2.0600180951963623,6.0866258763792445,14.766419870658094,74.74245883121421,118.22549570778722
"('55.707623', '37.768561')",0.19867867605862702,2,6,38,64,299,390,0.009269254553904892,12.013886334299725,10.803709959651291,19.74791604435702,68.76675057642956,77.91791474696916
"('55.707745', '37.671875')",0.17172709330754474,2,10,19,120,434,419,0.04247323368401513,0.36760040221974044,0.48320315242323264,21.199871499355282,109.4108210622839,78.07944779980136
"('55.707841', '37.655472')",0.14914147568811387,4,3,39,105,459,408,0.046827544384133814,0.08828431058786743,1.0244013585050986,10.120317477999235,122.99173999274603,67.11456973236352
"('55.708785', '37.676807')",0.1666595696088465,1,7,22,115,444,404,0.024014037409530897,0.21835053460584516,0.6446767247250544,20.731554830929998,111.14649393505441,75.66209127564657
"('55.70927', '37.61811')",0.27753000013172724,3,5,54,118,445,468,0.0634993788630644,0.1018913768796129,4.440451019789347,10.282436037858421,98.54380083185305,99.04602213411908
"('55.709424', '37.817735')",0.4157179092475738,2,1,42,46,203,340,0.04677320159426534,0.02180498990723429,26.888048083982802,4.169865692206535,67.35194468174183,36.08652311102176
"('55.709713', '37.679412')",0.11191196719615919,1,6,23,114,443,403,0.024014037409530897,0.16673237943059424,0.6962948799003054,20.550057923472437,112.042577850601,74.88066378847982
"('55.710094', '37.65888')",0.05112422808948128,4,5,34,111,454,412,0.06355218305572931,0.11001198578664988,0.8641230069241023,8.667655471573717,124.6431598365335,65.99716507915133
"('55.710106', '37.679943')",0.08713691292421635,2,3,26,111,445,399,0.07419623734755093,0.04621494373611547,0.8168123155947842,20.429540487777956,112.10073413577842,74.48990252146294
"('55.7106908', '37.5980618')",0.10107477798547221,4,5,59,108,431,461,0.05125415872109751,1.644144952264723,5.5971948958941455,11.389106689463123,101.33878322957376,93.09642382974646
"('55.712452', '37.940418')",0.9288998490003986,0,2,11,7,68,141,0.0,0.3252059798227386,3.5281856777910656,1.210704565212379,48.36635493064983,19.69137658262148
"('55.7125233', '37.5968509')",0.1254914100096215,5,5,63,113,425,466,1.5703752916963345,0.1418281500766625,7.092876626308021,9.942170536259004,98.03392898522333,96.05779712786034
"('55.71271', '37.644478')",0.6122286083757091,0,3,56,103,457,428,0.0,0.04390966552525119,2.7014345038104692,7.842525821390673,116.54258776007157,80.00521110997394
"('55.713135', '37.618526')",0.22263457582852772,5,5,57,131,435,478,0.10524112313072614,0.09251219964789276,4.388238852459456,12.665396082877745,122.83724923219478,74.96240908951395
"('55.713441', '37.721292')",0.39183991868175677,1,2,32,80,443,342,0.03709654371555648,0.09152704690758803,13.550796174717307,15.315093004240234,85.80317620476244,80.8900126405692
"('55.7135459', '37.4365861')",0.06088453261272413,1,3,38,40,228,414,5.918372941408447,0.3042138744792471,18.555476409333266,9.522164517764008,51.27386288337229,67.0401329717188
"('55.7137', '37.621838')",0.06424644724186476,5,3,61,125,446,467,0.10524112313072614,0.04502752982019653,4.399925145864133,6.63992098814956,129.8311189463314,67.88196147628204
"('55.713725', '37.520222')",0.11419794697863613,3,6,31,105,372,425,6.311454526087086,1.0077679138431934,14.401522952558299,13.468610908608973,77.41345959736788,76.49683734075367
"('55.713796', '37.483939')",0.3222802466745346,1,2,42,63,332,392,5.918372941408447,0.08878279033037284,13.74264835997721,17.957456474563728,76.47757636317591,52.42714458006857
"('55.713968', '37.405121')",0.37929188772521055,4,4,27,31,166,376,6.038399363546248,0.20928075163104864,8.526280512845137,14.443419108307616,41.79370853665216,70.13593717001356
"('55.7140296', '37.4352823')",0.11677889180252553,1,6,36,41,223,415,5.918372941408447,0.375056416081347,18.557978893680463,9.512619506778194,50.97892333886233,63.627762245039506
"('55.71482', '37.750029')",0.2384222868078258,3,4,36,68,356,373,0.23726960240733025,0.22236714713020223,22.742671506389115,19.97231538859227,77.22793159394007,77.4702336155016
"('55.714883', '37.4332517')",0.04855366261151668,1,7,36,40,222,410,5.918372941408447,0.38947592819390486,18.56153292490314,9.216546755694534,51.315083398138356,63.62115196638102
"('55.714891', '37.477399')",0.27500887250942574,1,3,41,62,320,388,5.918372941408447,0.17259628007499384,21.75790127401396,11.867557465264468,82.68355454424038,45.57138307215142
"('55.71548', '37.479034')",0.32342418525572936,1,3,41,60,329,388,5.918372941408447,0.17259628007499384,14.713065899107093,18.94706913957466,75.63579429359595,53.513257441592685
"('55.715626', '37.410106')",0.28889901820286185,3,5,28,32,181,382,5.998349418799908,0.3829475153883797,12.20413121187018,11.134324366276186,46.131048682503675,67.11692103961617
"('55.715839', '37.434361')",0.15039992541830102,1,7,38,38,232,413,5.918372941408447,0.38947592819390486,18.65740506182859,8.819428311594873,51.95370849673252,63.4512715963255
"('55.715961', '37.751026')",0.34008359830008905,3,3,36,71,353,374,0.23726960240733025,0.19896453391813446,22.660716681034348,24.512809047914924,67.86494882276645,86.8207346780614
"('55.7164084', '37.6343347')",0.42921367493233964,1,4,64,126,443,468,0.03480505882130436,0.055182081947528355,2.9880979217108865,6.653583058540031,122.42120629015382,75.4577947833353
"('55.7166', '37.50902')",0.1449636591596959,3,3,37,92,373,411,5.954893424892639,0.4347209743571847,15.26500850526412,18.211552690438467,75.67773962123313,75.18552465088494
"('55.71675', '37.57678')",0.12268023172137585,5,4,66,113,420,469,2.90249502450418,2.0608258241978445,12.351053741173569,6.519607535327179,92.97159878727463,98.92523971813607
"('55.71697', '37.500816')",0.06367086306676963,2,3,38,76,367,404,5.947848912194616,1.4550275647992796,13.62458412747673,18.740095828115564,74.70692311677132,76.33079665993117
